p,qE,qL,q_cutoff,n,scoring_method,eMaxScore,fold
0.75,0.9,0.7,3.5,1000,ESPN,1258.3,5
0.75,0.95,0.7,3.5,1000,ESPN,1354.7,5
0.75,1,0.7,3.5,1000,ESPN,1323.2,5
0.75,0.5,0.75,3.5,1000,ESPN,840.2,5
0.75,0.55,0.75,3.5,1000,ESPN,904.9,5
0.75,0.6,0.75,3.5,1000,ESPN,941,5
0.75,0.65,0.75,3.5,1000,ESPN,1023.5,5
0.75,0.7,0.75,3.5,1000,ESPN,1027,5
0.75,0.75,0.75,3.5,1000,ESPN,1117,5
0.75,0.8,0.75,3.5,1000,ESPN,1143.2,5
0.75,0.8500000000000001,0.75,3.5,1000,ESPN,1238.2,5
0.75,0.9,0.75,3.5,1000,ESPN,1328.8,5
0.75,0.95,0.75,3.5,1000,ESPN,1341.6,5
0.75,1,0.75,3.5,1000,ESPN,1278.4,5
0.75,0.5,0.8,3.5,1000,ESPN,856.1,5
0.75,0.55,0.8,3.5,1000,ESPN,901.8,5
0.75,0.6,0.8,3.5,1000,ESPN,929.7,5
0.75,0.65,0.8,3.5,1000,ESPN,1052.3,5
0.75,0.7,0.8,3.5,1000,ESPN,1048.8,5
0.75,0.75,0.8,3.5,1000,ESPN,1225.4,5
0.75,0.8,0.8,3.5,1000,ESPN,1201.1,5
0.75,0.8500000000000001,0.8,3.5,1000,ESPN,1250.9,5
0.75,0.9,0.8,3.5,1000,ESPN,1279.3,5
0.75,0.95,0.8,3.5,1000,ESPN,1361.1,5
0.75,1,0.8,3.5,1000,ESPN,1401.6,5
0.75,0.5,0.8500000000000001,3.5,1000,ESPN,867.4,5
0.75,0.55,0.8500000000000001,3.5,1000,ESPN,878,5
0.75,0.6,0.8500000000000001,3.5,1000,ESPN,990.4,5
0.75,0.65,0.8500000000000001,3.5,1000,ESPN,1054.2,5
0.75,0.7,0.8500000000000001,3.5,1000,ESPN,1058.7,5
0.75,0.75,0.8500000000000001,3.5,1000,ESPN,1138.8,5
0.75,0.8,0.8500000000000001,3.5,1000,ESPN,1215.3,5
0.75,0.8500000000000001,0.8500000000000001,3.5,1000,ESPN,1259.9,5
0.75,0.9,0.8500000000000001,3.5,1000,ESPN,1279.1,5
0.75,0.95,0.8500000000000001,3.5,1000,ESPN,1367.3,5
0.75,1,0.8500000000000001,3.5,1000,ESPN,1299.2,5
0.75,0.5,0.9,3.5,1000,ESPN,882.8,5
0.75,0.55,0.9,3.5,1000,ESPN,911.3,5
0.75,0.6,0.9,3.5,1000,ESPN,942.6,5
0.75,0.65,0.9,3.5,1000,ESPN,1055.6,5
0.75,0.7,0.9,3.5,1000,ESPN,1051,5
0.75,0.75,0.9,3.5,1000,ESPN,1127,5
0.75,0.8,0.9,3.5,1000,ESPN,1210,5
0.75,0.8500000000000001,0.9,3.5,1000,ESPN,1247.7,5
0.75,0.9,0.9,3.5,1000,ESPN,1260.7,5
0.75,0.95,0.9,3.5,1000,ESPN,1384.9,5
0.75,1,0.9,3.5,1000,ESPN,1308.8,5
0.75,0.5,0.95,3.5,1000,ESPN,893.9,5
0.75,0.55,0.95,3.5,1000,ESPN,896.5,5
0.75,0.6,0.95,3.5,1000,ESPN,957.8,5
0.75,0.65,0.95,3.5,1000,ESPN,1044.7,5
0.75,0.7,0.95,3.5,1000,ESPN,1080.7,5
0.75,0.75,0.95,3.5,1000,ESPN,1153.7,5
0.75,0.8,0.95,3.5,1000,ESPN,1239.3,5
0.75,0.8500000000000001,0.95,3.5,1000,ESPN,1234.8,5
0.75,0.9,0.95,3.5,1000,ESPN,1319.3,5
0.75,0.95,0.95,3.5,1000,ESPN,1351.5,5
0.75,1,0.95,3.5,1000,ESPN,1226.4,5
0.75,0.5,1,3.5,1000,ESPN,885.3,5
0.75,0.55,1,3.5,1000,ESPN,892.3,5
0.75,0.6,1,3.5,1000,ESPN,909.1,5
0.75,0.65,1,3.5,1000,ESPN,992,5
0.75,0.7,1,3.5,1000,ESPN,1036.9,5
0.75,0.75,1,3.5,1000,ESPN,1087.4,5
0.75,0.8,1,3.5,1000,ESPN,1163.8,5
0.75,0.8500000000000001,1,3.5,1000,ESPN,1202,5
0.75,0.9,1,3.5,1000,ESPN,1274.6,5
0.75,0.95,1,3.5,1000,ESPN,1280.9,5
0.75,1,1,3.5,1000,ESPN,1147.2,5
0.75,0.5,0.5,4.5,1000,ESPN,804.8,5
0.75,0.55,0.5,4.5,1000,ESPN,838.2,5
0.75,0.6,0.5,4.5,1000,ESPN,893.2,5
0.75,0.65,0.5,4.5,1000,ESPN,978.7,5
0.75,0.7,0.5,4.5,1000,ESPN,1030.7,5
0.75,0.75,0.5,4.5,1000,ESPN,1099.3,5
0.75,0.8,0.5,4.5,1000,ESPN,1152,5
0.75,0.8500000000000001,0.5,4.5,1000,ESPN,1251.8,5
0.75,0.9,0.5,4.5,1000,ESPN,1316,5
0.75,0.95,0.5,4.5,1000,ESPN,1334,5
0.75,1,0.5,4.5,1000,ESPN,1300,5
0.75,0.5,0.55,4.5,1000,ESPN,795.7,5
0.75,0.55,0.55,4.5,1000,ESPN,851.2,5
0.75,0.6,0.55,4.5,1000,ESPN,928.1,5
0.75,0.65,0.55,4.5,1000,ESPN,1011.2,5
0.75,0.7,0.55,4.5,1000,ESPN,1010.4,5
0.75,0.75,0.55,4.5,1000,ESPN,1084.1,5
0.75,0.8,0.55,4.5,1000,ESPN,1167.6,5
0.75,0.8500000000000001,0.55,4.5,1000,ESPN,1203.9,5
0.75,0.9,0.55,4.5,1000,ESPN,1291.5,5
0.75,0.95,0.55,4.5,1000,ESPN,1353.3,5
0.75,1,0.55,4.5,1000,ESPN,1243.2,5
0.75,0.5,0.6,4.5,1000,ESPN,812.3,5
0.75,0.55,0.6,4.5,1000,ESPN,837.3,5
0.75,0.6,0.6,4.5,1000,ESPN,909.3,5
0.75,0.65,0.6,4.5,1000,ESPN,963.4,5
0.75,0.7,0.6,4.5,1000,ESPN,1022.2,5
0.75,0.75,0.6,4.5,1000,ESPN,1085.1,5
0.75,0.8,0.6,4.5,1000,ESPN,1146.9,5
0.75,0.8500000000000001,0.6,4.5,1000,ESPN,1249.3,5
0.75,0.9,0.6,4.5,1000,ESPN,1337,5
0.75,0.95,0.6,4.5,1000,ESPN,1317.7,5
0.75,1,0.6,4.5,1000,ESPN,1248.8,5
0.75,0.5,0.65,4.5,1000,ESPN,798.4,5
0.75,0.55,0.65,4.5,1000,ESPN,879.2,5
0.75,0.6,0.65,4.5,1000,ESPN,927.8,5
0.75,0.65,0.65,4.5,1000,ESPN,980.5,5
0.75,0.7,0.65,4.5,1000,ESPN,1035.8,5
0.75,0.75,0.65,4.5,1000,ESPN,1116.6,5
0.75,0.8,0.65,4.5,1000,ESPN,1221.8,5
0.75,0.8500000000000001,0.65,4.5,1000,ESPN,1175.6,5
0.75,0.9,0.65,4.5,1000,ESPN,1351,5
0.75,0.95,0.65,4.5,1000,ESPN,1438.2,5
0.75,1,0.65,4.5,1000,ESPN,1269.6,5
0.75,0.5,0.7,4.5,1000,ESPN,802.8,5
0.75,0.55,0.7,4.5,1000,ESPN,872.3,5
0.75,0.6,0.7,4.5,1000,ESPN,930,5
0.75,0.65,0.7,4.5,1000,ESPN,967.4,5
0.75,0.7,0.7,4.5,1000,ESPN,1064.5,5
0.75,0.75,0.7,4.5,1000,ESPN,1118.8,5
0.75,0.8,0.7,4.5,1000,ESPN,1145.5,5
0.75,0.8500000000000001,0.7,4.5,1000,ESPN,1253.8,5
0.75,0.9,0.7,4.5,1000,ESPN,1333.2,5
0.75,0.95,0.7,4.5,1000,ESPN,1412.6,5
0.75,1,0.7,4.5,1000,ESPN,1308.8,5
0.75,0.5,0.75,4.5,1000,ESPN,831.5,5
0.75,0.55,0.75,4.5,1000,ESPN,909.2,5
0.75,0.6,0.75,4.5,1000,ESPN,917.3,5
0.75,0.65,0.75,4.5,1000,ESPN,959,5
0.75,0.7,0.75,4.5,1000,ESPN,1030.4,5
0.75,0.75,0.75,4.5,1000,ESPN,1121.1,5
0.75,0.8,0.75,4.5,1000,ESPN,1192.6,5
0.75,0.8500000000000001,0.75,4.5,1000,ESPN,1260.5,5
0.75,0.9,0.75,4.5,1000,ESPN,1288.8,5
0.75,0.95,0.75,4.5,1000,ESPN,1364.6,5
0.75,1,0.75,4.5,1000,ESPN,1272.8,5
0.75,0.5,0.8,4.5,1000,ESPN,796.6,5
0.75,0.55,0.8,4.5,1000,ESPN,879,5
0.75,0.6,0.8,4.5,1000,ESPN,942.9,5
0.75,0.65,0.8,4.5,1000,ESPN,956.2,5
0.75,0.7,0.8,4.5,1000,ESPN,1028.5,5
0.75,0.75,0.8,4.5,1000,ESPN,1116.8,5
0.75,0.8,0.8,4.5,1000,ESPN,1142.8,5
0.75,0.8500000000000001,0.8,4.5,1000,ESPN,1261.9,5
0.75,0.9,0.8,4.5,1000,ESPN,1278,5
0.75,0.95,0.8,4.5,1000,ESPN,1386.3,5
0.75,1,0.8,4.5,1000,ESPN,1206.4,5
0.75,0.5,0.8500000000000001,4.5,1000,ESPN,829.4,5
0.75,0.55,0.8500000000000001,4.5,1000,ESPN,885.6,5
0.75,0.6,0.8500000000000001,4.5,1000,ESPN,900.9,5
0.75,0.65,0.8500000000000001,4.5,1000,ESPN,1005.2,5
0.75,0.7,0.8500000000000001,4.5,1000,ESPN,1017.9,5
0.75,0.75,0.8500000000000001,4.5,1000,ESPN,1122.9,5
0.75,0.8,0.8500000000000001,4.5,1000,ESPN,1191.4,5
0.75,0.8500000000000001,0.8500000000000001,4.5,1000,ESPN,1292.6,5
0.75,0.9,0.8500000000000001,4.5,1000,ESPN,1300.8,5
0.75,0.95,0.8500000000000001,4.5,1000,ESPN,1342.1,5
0.75,1,0.8500000000000001,4.5,1000,ESPN,1232.8,5
0.75,0.5,0.9,4.5,1000,ESPN,823.3,5
0.75,0.55,0.9,4.5,1000,ESPN,889,5
0.75,0.6,0.9,4.5,1000,ESPN,935.3,5
0.75,0.65,0.9,4.5,1000,ESPN,1020.3,5
0.75,0.7,0.9,4.5,1000,ESPN,1069,5
0.75,0.75,0.9,4.5,1000,ESPN,1101.2,5
0.75,0.8,0.9,4.5,1000,ESPN,1180.9,5
0.75,0.8500000000000001,0.9,4.5,1000,ESPN,1237.3,5
0.75,0.9,0.9,4.5,1000,ESPN,1298.6,5
0.75,0.95,0.9,4.5,1000,ESPN,1330.9,5
0.75,1,0.9,4.5,1000,ESPN,1248.8,5
0.75,0.5,0.95,4.5,1000,ESPN,824,5
0.75,0.55,0.95,4.5,1000,ESPN,870.1,5
0.75,0.6,0.95,4.5,1000,ESPN,898.1,5
0.75,0.65,0.95,4.5,1000,ESPN,997.5,5
0.75,0.7,0.95,4.5,1000,ESPN,1049.4,5
0.75,0.75,0.95,4.5,1000,ESPN,1107.3,5
0.75,0.8,0.95,4.5,1000,ESPN,1176.3,5
0.75,0.8500000000000001,0.95,4.5,1000,ESPN,1257.2,5
0.75,0.9,0.95,4.5,1000,ESPN,1345.4,5
0.75,0.95,0.95,4.5,1000,ESPN,1340,5
0.75,1,0.95,4.5,1000,ESPN,1250.4,5
0.75,0.5,1,4.5,1000,ESPN,794.4,5
0.75,0.55,1,4.5,1000,ESPN,872.1,5
0.75,0.6,1,4.5,1000,ESPN,910.2,5
0.75,0.65,1,4.5,1000,ESPN,975.2,5
0.75,0.7,1,4.5,1000,ESPN,1047.2,5
0.75,0.75,1,4.5,1000,ESPN,1116.4,5
0.75,0.8,1,4.5,1000,ESPN,1143.3,5
0.75,0.8500000000000001,1,4.5,1000,ESPN,1200.6,5
0.75,0.9,1,4.5,1000,ESPN,1280.7,5
0.75,0.95,1,4.5,1000,ESPN,1318.7,5
0.75,1,1,4.5,1000,ESPN,1165.6,5
0.75,0.5,0.5,5.5,1000,ESPN,785.2,5
0.75,0.55,0.5,5.5,1000,ESPN,842.4,5
0.75,0.6,0.5,5.5,1000,ESPN,897.7,5
0.75,0.65,0.5,5.5,1000,ESPN,948.5,5
0.75,0.7,0.5,5.5,1000,ESPN,1014.8,5
0.75,0.75,0.5,5.5,1000,ESPN,1095.5,5
0.75,0.8,0.5,5.5,1000,ESPN,1151.8,5
0.75,0.8500000000000001,0.5,5.5,1000,ESPN,1246.7,5
0.75,0.9,0.5,5.5,1000,ESPN,1349.4,5
0.75,0.95,0.5,5.5,1000,ESPN,1361.2,5
0.75,1,0.5,5.5,1000,ESPN,1184.8,5
0.75,0.5,0.55,5.5,1000,ESPN,818.3,5
0.75,0.55,0.55,5.5,1000,ESPN,849.7,5
0.75,0.6,0.55,5.5,1000,ESPN,917.3,5
0.75,0.65,0.55,5.5,1000,ESPN,952.8,5
0.75,0.7,0.55,5.5,1000,ESPN,1025.7,5
0.75,0.75,0.55,5.5,1000,ESPN,1099.7,5
0.75,0.8,0.55,5.5,1000,ESPN,1182.4,5
0.75,0.8500000000000001,0.55,5.5,1000,ESPN,1274.2,5
0.75,0.9,0.55,5.5,1000,ESPN,1288.9,5
0.75,0.95,0.55,5.5,1000,ESPN,1343.7,5
0.75,1,0.55,5.5,1000,ESPN,1308,5
0.75,0.5,0.6,5.5,1000,ESPN,796.8,5
0.75,0.55,0.6,5.5,1000,ESPN,844.3,5
0.75,0.6,0.6,5.5,1000,ESPN,930.7,5
0.75,0.65,0.6,5.5,1000,ESPN,972.9,5
0.75,0.7,0.6,5.5,1000,ESPN,1040.3,5
0.75,0.75,0.6,5.5,1000,ESPN,1127.1,5
0.75,0.8,0.6,5.5,1000,ESPN,1174.4,5
0.75,0.8500000000000001,0.6,5.5,1000,ESPN,1212.6,5
0.75,0.9,0.6,5.5,1000,ESPN,1346.6,5
0.75,0.95,0.6,5.5,1000,ESPN,1385.3,5
0.75,1,0.6,5.5,1000,ESPN,1202.4,5
0.75,0.5,0.65,5.5,1000,ESPN,791.9,5
0.75,0.55,0.65,5.5,1000,ESPN,842.9,5
0.75,0.6,0.65,5.5,1000,ESPN,931,5
0.75,0.65,0.65,5.5,1000,ESPN,960.6,5
0.75,0.7,0.65,5.5,1000,ESPN,1056,5
0.75,0.75,0.65,5.5,1000,ESPN,1087.6,5
0.75,0.8,0.65,5.5,1000,ESPN,1169.5,5
0.75,0.8500000000000001,0.65,5.5,1000,ESPN,1263.8,5
0.75,0.9,0.65,5.5,1000,ESPN,1316.4,5
0.75,0.95,0.65,5.5,1000,ESPN,1378.4,5
0.75,1,0.65,5.5,1000,ESPN,1229.6,5
0.75,0.5,0.7,5.5,1000,ESPN,788.3,5
0.75,0.55,0.7,5.5,1000,ESPN,838.6,5
0.75,0.6,0.7,5.5,1000,ESPN,917.3,5
0.75,0.65,0.7,5.5,1000,ESPN,977.2,5
0.75,0.7,0.7,5.5,1000,ESPN,1035,5
0.75,0.75,0.7,5.5,1000,ESPN,1091.8,5
0.75,0.8,0.7,5.5,1000,ESPN,1186.7,5
0.75,0.8500000000000001,0.7,5.5,1000,ESPN,1247.1,5
0.75,0.9,0.7,5.5,1000,ESPN,1290.8,5
0.75,0.95,0.7,5.5,1000,ESPN,1394,5
0.75,1,0.7,5.5,1000,ESPN,1279.2,5
0.75,0.5,0.75,5.5,1000,ESPN,811.1,5
0.75,0.55,0.75,5.5,1000,ESPN,860.2,5
0.75,0.6,0.75,5.5,1000,ESPN,924.4,5
0.75,0.65,0.75,5.5,1000,ESPN,960.4,5
0.75,0.7,0.75,5.5,1000,ESPN,1020.1,5
0.75,0.75,0.75,5.5,1000,ESPN,1134.9,5
0.75,0.8,0.75,5.5,1000,ESPN,1183.6,5
0.75,0.8500000000000001,0.75,5.5,1000,ESPN,1244.2,5
0.75,0.9,0.75,5.5,1000,ESPN,1294.7,5
0.75,0.95,0.75,5.5,1000,ESPN,1305.2,5
0.75,1,0.75,5.5,1000,ESPN,1183.2,5
0.75,0.5,0.8,5.5,1000,ESPN,805.3,5
0.75,0.55,0.8,5.5,1000,ESPN,844.7,5
0.75,0.6,0.8,5.5,1000,ESPN,898.8,5
0.75,0.65,0.8,5.5,1000,ESPN,1004.6,5
0.75,0.7,0.8,5.5,1000,ESPN,1032.2,5
0.75,0.75,0.8,5.5,1000,ESPN,1135.9,5
0.75,0.8,0.8,5.5,1000,ESPN,1244.8,5
0.75,0.8500000000000001,0.8,5.5,1000,ESPN,1250.5,5
0.75,0.9,0.8,5.5,1000,ESPN,1277.4,5
0.75,0.95,0.8,5.5,1000,ESPN,1376.6,5
0.75,1,0.8,5.5,1000,ESPN,1150.4,5
0.75,0.5,0.8500000000000001,5.5,1000,ESPN,781.9,5
0.75,0.55,0.8500000000000001,5.5,1000,ESPN,857.5,5
0.75,0.6,0.8500000000000001,5.5,1000,ESPN,917.9,5
0.75,0.65,0.8500000000000001,5.5,1000,ESPN,1023.9,5
0.75,0.7,0.8500000000000001,5.5,1000,ESPN,1018.4,5
0.75,0.75,0.8500000000000001,5.5,1000,ESPN,1100.5,5
0.75,0.8,0.8500000000000001,5.5,1000,ESPN,1189,5
0.75,0.8500000000000001,0.8500000000000001,5.5,1000,ESPN,1224.5,5
0.75,0.9,0.8500000000000001,5.5,1000,ESPN,1296.8,5
0.75,0.95,0.8500000000000001,5.5,1000,ESPN,1377.2,5
0.75,1,0.8500000000000001,5.5,1000,ESPN,1207.2,5
0.75,0.5,0.9,5.5,1000,ESPN,781.3,5
0.75,0.55,0.9,5.5,1000,ESPN,839.2,5
0.75,0.6,0.9,5.5,1000,ESPN,880.5,5
0.75,0.65,0.9,5.5,1000,ESPN,970.1,5
0.75,0.7,0.9,5.5,1000,ESPN,1072.3,5
0.75,0.75,0.9,5.5,1000,ESPN,1104.3,5
0.75,0.8,0.9,5.5,1000,ESPN,1159.7,5
0.75,0.8500000000000001,0.9,5.5,1000,ESPN,1242.2,5
0.75,0.9,0.9,5.5,1000,ESPN,1338.2,5
0.75,0.95,0.9,5.5,1000,ESPN,1352.2,5
0.75,1,0.9,5.5,1000,ESPN,1241.6,5
0.75,0.5,0.95,5.5,1000,ESPN,783.8,5
0.75,0.55,0.95,5.5,1000,ESPN,868.5,5
0.75,0.6,0.95,5.5,1000,ESPN,905,5
0.75,0.65,0.95,5.5,1000,ESPN,975.7,5
0.75,0.7,0.95,5.5,1000,ESPN,1035.6,5
0.75,0.75,0.95,5.5,1000,ESPN,1091.2,5
0.75,0.8,0.95,5.5,1000,ESPN,1196,5
0.75,0.8500000000000001,0.95,5.5,1000,ESPN,1248.8,5
0.75,0.9,0.95,5.5,1000,ESPN,1348.9,5
0.75,0.95,0.95,5.5,1000,ESPN,1347.7,5
0.75,1,0.95,5.5,1000,ESPN,1204,5
0.75,0.5,1,5.5,1000,ESPN,784.9,5
0.75,0.55,1,5.5,1000,ESPN,854.2,5
0.75,0.6,1,5.5,1000,ESPN,929.1,5
0.75,0.65,1,5.5,1000,ESPN,970.1,5
0.75,0.7,1,5.5,1000,ESPN,1048.8,5
0.75,0.75,1,5.5,1000,ESPN,1115.8,5
0.75,0.8,1,5.5,1000,ESPN,1177,5
0.75,0.8500000000000001,1,5.5,1000,ESPN,1227.7,5
0.75,0.9,1,5.5,1000,ESPN,1340,5
0.75,0.95,1,5.5,1000,ESPN,1365.6,5
0.75,1,1,5.5,1000,ESPN,1113.6,5
0.75,0.5,0.5,1.5,10000,ESPN,902.2,5
0.75,0.55,0.5,1.5,10000,ESPN,936.9,5
0.75,0.6,0.5,1.5,10000,ESPN,949.3,5
0.75,0.65,0.5,1.5,10000,ESPN,983.7,5
0.75,0.7,0.5,1.5,10000,ESPN,1029,5
0.75,0.75,0.5,1.5,10000,ESPN,1022.5,5
0.75,0.8,0.5,1.5,10000,ESPN,1066.6,5
0.75,0.8500000000000001,0.5,1.5,10000,ESPN,1104.4,5
0.75,0.9,0.5,1.5,10000,ESPN,1131,5
0.75,0.95,0.5,1.5,10000,ESPN,1122.9,5
0.75,1,0.5,1.5,10000,ESPN,1154.8,5
0.75,0.5,0.55,1.5,10000,ESPN,947.8,5
0.75,0.55,0.55,1.5,10000,ESPN,965.3,5
0.75,0.6,0.55,1.5,10000,ESPN,980.9,5
0.75,0.65,0.55,1.5,10000,ESPN,1019,5
0.75,0.7,0.55,1.5,10000,ESPN,1053.1,5
0.75,0.75,0.55,1.5,10000,ESPN,1073.9,5
0.75,0.8,0.55,1.5,10000,ESPN,1084.1,5
0.75,0.8500000000000001,0.55,1.5,10000,ESPN,1141.8,5
0.75,0.9,0.55,1.5,10000,ESPN,1175.6,5
0.75,0.95,0.55,1.5,10000,ESPN,1183.9,5
0.75,1,0.55,1.5,10000,ESPN,1208.4,5
0.75,0.5,0.6,1.5,10000,ESPN,1007.3,5
0.75,0.55,0.6,1.5,10000,ESPN,1006.5,5
0.75,0.6,0.6,1.5,10000,ESPN,1038,5
0.75,0.65,0.6,1.5,10000,ESPN,1056.8,5
0.75,0.7,0.6,1.5,10000,ESPN,1085.4,5
0.75,0.75,0.6,1.5,10000,ESPN,1114.3,5
0.75,0.8,0.6,1.5,10000,ESPN,1145.7,5
0.75,0.8500000000000001,0.6,1.5,10000,ESPN,1194.2,5
0.75,0.9,0.6,1.5,10000,ESPN,1190.1,5
0.75,0.95,0.6,1.5,10000,ESPN,1238.7,5
0.75,1,0.6,1.5,10000,ESPN,1241.8,5
0.75,0.5,0.65,1.5,10000,ESPN,1017.6,5
0.75,0.55,0.65,1.5,10000,ESPN,1051,5
0.75,0.6,0.65,1.5,10000,ESPN,1078,5
0.75,0.65,0.65,1.5,10000,ESPN,1108.1,5
0.75,0.7,0.65,1.5,10000,ESPN,1149.1,5
0.75,0.75,0.65,1.5,10000,ESPN,1169.2,5
0.75,0.8,0.65,1.5,10000,ESPN,1192.9,5
0.75,0.8500000000000001,0.65,1.5,10000,ESPN,1226.3,5
0.75,0.9,0.65,1.5,10000,ESPN,1237.6,5
0.75,0.95,0.65,1.5,10000,ESPN,1298.4,5
0.75,1,0.65,1.5,10000,ESPN,1331.6,5
0.75,0.5,0.7,1.5,10000,ESPN,1080.6,5
0.75,0.55,0.7,1.5,10000,ESPN,1072,5
0.75,0.6,0.7,1.5,10000,ESPN,1113.2,5
0.75,0.65,0.7,1.5,10000,ESPN,1137,5
0.75,0.7,0.7,1.5,10000,ESPN,1170.7,5
0.75,0.75,0.7,1.5,10000,ESPN,1208.7,5
0.75,0.8,0.7,1.5,10000,ESPN,1240.8,5
0.75,0.8500000000000001,0.7,1.5,10000,ESPN,1287.2,5
0.75,0.9,0.7,1.5,10000,ESPN,1279.6,5
0.75,0.95,0.7,1.5,10000,ESPN,1350.7,5
0.75,1,0.7,1.5,10000,ESPN,1390,5
0.75,0.5,0.75,1.5,10000,ESPN,1099.5,5
0.75,0.55,0.75,1.5,10000,ESPN,1136,5
0.75,0.6,0.75,1.5,10000,ESPN,1141.3,5
0.75,0.65,0.75,1.5,10000,ESPN,1183,5
0.75,0.7,0.75,1.5,10000,ESPN,1252.7,5
0.75,0.75,0.75,1.5,10000,ESPN,1211.3,5
0.75,0.8,0.75,1.5,10000,ESPN,1296.8,5
0.75,0.8500000000000001,0.75,1.5,10000,ESPN,1312.5,5
0.75,0.9,0.75,1.5,10000,ESPN,1366.9,5
0.75,0.95,0.75,1.5,10000,ESPN,1387.1,5
0.75,1,0.75,1.5,10000,ESPN,1408.2,5
0.75,0.5,0.8,1.5,10000,ESPN,1142.2,5
0.75,0.55,0.8,1.5,10000,ESPN,1150.4,5
0.75,0.6,0.8,1.5,10000,ESPN,1199.7,5
0.75,0.65,0.8,1.5,10000,ESPN,1260.5,5
0.75,0.7,0.8,1.5,10000,ESPN,1294.9,5
0.75,0.75,0.8,1.5,10000,ESPN,1295.9,5
0.75,0.8,0.8,1.5,10000,ESPN,1316.6,5
0.75,0.8500000000000001,0.8,1.5,10000,ESPN,1384.8,5
0.75,0.9,0.8,1.5,10000,ESPN,1429.8,5
0.75,0.95,0.8,1.5,10000,ESPN,1445.9,5
0.75,1,0.8,1.5,10000,ESPN,1441.8,5
0.75,0.5,0.8500000000000001,1.5,10000,ESPN,1152,5
0.75,0.55,0.8500000000000001,1.5,10000,ESPN,1178.1,5
0.75,0.6,0.8500000000000001,1.5,10000,ESPN,1235.3,5
0.75,0.65,0.8500000000000001,1.5,10000,ESPN,1268.4,5
0.75,0.7,0.8500000000000001,1.5,10000,ESPN,1325.1,5
0.75,0.75,0.8500000000000001,1.5,10000,ESPN,1334.3,5
0.75,0.8,0.8500000000000001,1.5,10000,ESPN,1367.8,5
0.75,0.8500000000000001,0.8500000000000001,1.5,10000,ESPN,1381.1,5
0.75,0.9,0.8500000000000001,1.5,10000,ESPN,1447.7,5
0.75,0.95,0.8500000000000001,1.5,10000,ESPN,1493.5,5
0.75,1,0.8500000000000001,1.5,10000,ESPN,1483.8,5
0.75,0.5,0.9,1.5,10000,ESPN,1177.7,5
0.75,0.55,0.9,1.5,10000,ESPN,1238.4,5
0.75,0.6,0.9,1.5,10000,ESPN,1247.8,5
0.75,0.65,0.9,1.5,10000,ESPN,1297.7,5
0.75,0.7,0.9,1.5,10000,ESPN,1315.6,5
0.75,0.75,0.9,1.5,10000,ESPN,1398.5,5
0.75,0.8,0.9,1.5,10000,ESPN,1435.2,5
0.75,0.8500000000000001,0.9,1.5,10000,ESPN,1477.1,5
0.75,0.9,0.9,1.5,10000,ESPN,1478.4,5
0.75,0.95,0.9,1.5,10000,ESPN,1511.3,5
0.75,1,0.9,1.5,10000,ESPN,1488.4,5
0.75,0.5,0.95,1.5,10000,ESPN,1222,5
0.75,0.55,0.95,1.5,10000,ESPN,1248.3,5
0.75,0.6,0.95,1.5,10000,ESPN,1256.8,5
0.75,0.65,0.95,1.5,10000,ESPN,1298.9,5
0.75,0.7,0.95,1.5,10000,ESPN,1340.3,5
0.75,0.75,0.95,1.5,10000,ESPN,1378.5,5
0.75,0.8,0.95,1.5,10000,ESPN,1423.4,5
0.75,0.8500000000000001,0.95,1.5,10000,ESPN,1473.7,5
0.75,0.9,0.95,1.5,10000,ESPN,1439.7,5
0.75,0.95,0.95,1.5,10000,ESPN,1509.4,5
0.75,1,0.95,1.5,10000,ESPN,1520.8,5
0.75,0.5,1,1.5,10000,ESPN,1113.3,5
0.75,0.55,1,1.5,10000,ESPN,1203.4,5
0.75,0.6,1,1.5,10000,ESPN,1212.1,5
0.75,0.65,1,1.5,10000,ESPN,1251,5
0.75,0.7,1,1.5,10000,ESPN,1339.2,5
0.75,0.75,1,1.5,10000,ESPN,1258.1,5
0.75,0.8,1,1.5,10000,ESPN,1339.7,5
0.75,0.8500000000000001,1,1.5,10000,ESPN,1313.7,5
0.75,0.9,1,1.5,10000,ESPN,1408.7,5
0.75,0.95,1,1.5,10000,ESPN,1305.5,5
0.75,1,1,1.5,10000,ESPN,1236.8,5
0.75,0.5,0.5,2.5,10000,ESPN,914.6,5
0.75,0.55,0.5,2.5,10000,ESPN,953.3,5
0.75,0.6,0.5,2.5,10000,ESPN,992.7,5
0.75,0.65,0.5,2.5,10000,ESPN,1031.8,5
0.75,0.7,0.5,2.5,10000,ESPN,1072.1,5
0.75,0.75,0.5,2.5,10000,ESPN,1161.9,5
0.75,0.8,0.5,2.5,10000,ESPN,1191,5
0.75,0.8500000000000001,0.5,2.5,10000,ESPN,1233.8,5
0.75,0.9,0.5,2.5,10000,ESPN,1286.6,5
0.75,0.95,0.5,2.5,10000,ESPN,1325.7,5
0.75,1,0.5,2.5,10000,ESPN,1404.4,5
0.75,0.5,0.55,2.5,10000,ESPN,925.1,5
0.75,0.55,0.55,2.5,10000,ESPN,973.5,5
0.75,0.6,0.55,2.5,10000,ESPN,997.8,5
0.75,0.65,0.55,2.5,10000,ESPN,1047.6,5
0.75,0.7,0.55,2.5,10000,ESPN,1104.8,5
0.75,0.75,0.55,2.5,10000,ESPN,1158.2,5
