p,qE,qL,q_cutoff,n,scoring_method,eMaxScore,fold
0.75,0.6,0.8500000000000001,4.5,100,ESPN,751,5
0.75,0.65,0.8500000000000001,4.5,100,ESPN,823.2,5
0.75,0.7,0.8500000000000001,4.5,100,ESPN,891.3,5
0.75,0.75,0.8500000000000001,4.5,100,ESPN,930.1,5
0.75,0.8,0.8500000000000001,4.5,100,ESPN,1001.3,5
0.75,0.8500000000000001,0.8500000000000001,4.5,100,ESPN,1016.7,5
0.75,0.9,0.8500000000000001,4.5,100,ESPN,1131.1,5
0.75,0.95,0.8500000000000001,4.5,100,ESPN,1148.9,5
0.75,1,0.8500000000000001,4.5,100,ESPN,1090,5
0.75,0.5,0.9,4.5,100,ESPN,666.1,5
0.75,0.55,0.9,4.5,100,ESPN,698.7,5
0.75,0.6,0.9,4.5,100,ESPN,763.4,5
0.75,0.65,0.9,4.5,100,ESPN,812.5,5
0.75,0.7,0.9,4.5,100,ESPN,875.4,5
0.75,0.75,0.9,4.5,100,ESPN,935,5
0.75,0.8,0.9,4.5,100,ESPN,1017.7,5
0.75,0.8500000000000001,0.9,4.5,100,ESPN,1061,5
0.75,0.9,0.9,4.5,100,ESPN,1054.2,5
0.75,0.95,0.9,4.5,100,ESPN,1138,5
0.75,1,0.9,4.5,100,ESPN,1103.2,5
0.75,0.5,0.95,4.5,100,ESPN,675.6,5
0.75,0.55,0.95,4.5,100,ESPN,726,5
0.75,0.6,0.95,4.5,100,ESPN,840.6,5
0.75,0.65,0.95,4.5,100,ESPN,798.6,5
0.75,0.7,0.95,4.5,100,ESPN,874.3,5
0.75,0.75,0.95,4.5,100,ESPN,969.9,5
0.75,0.8,0.95,4.5,100,ESPN,990.5,5
0.75,0.8500000000000001,0.95,4.5,100,ESPN,1087.5,5
0.75,0.9,0.95,4.5,100,ESPN,1071.8,5
0.75,0.95,0.95,4.5,100,ESPN,1097.8,5
0.75,1,0.95,4.5,100,ESPN,1110,5
0.75,0.5,1,4.5,100,ESPN,664,5
0.75,0.55,1,4.5,100,ESPN,714.1,5
0.75,0.6,1,4.5,100,ESPN,811.6,5
0.75,0.65,1,4.5,100,ESPN,785.9,5
0.75,0.7,1,4.5,100,ESPN,890.6,5
0.75,0.75,1,4.5,100,ESPN,919.8,5
0.75,0.8,1,4.5,100,ESPN,1014.4,5
0.75,0.8500000000000001,1,4.5,100,ESPN,1073.2,5
0.75,0.9,1,4.5,100,ESPN,1063.4,5
0.75,0.95,1,4.5,100,ESPN,1144.4,5
0.75,1,1,4.5,100,ESPN,1082,5
0.75,0.5,0.5,5.5,100,ESPN,654.1,5
0.75,0.55,0.5,5.5,100,ESPN,732.3,5
0.75,0.6,0.5,5.5,100,ESPN,805.7,5
0.75,0.65,0.5,5.5,100,ESPN,797.7,5
0.75,0.7,0.5,5.5,100,ESPN,832.9,5
0.75,0.75,0.5,5.5,100,ESPN,952.8,5
0.75,0.8,0.5,5.5,100,ESPN,953.2,5
0.75,0.8500000000000001,0.5,5.5,100,ESPN,999.5,5
0.75,0.9,0.5,5.5,100,ESPN,1113.9,5
0.75,0.95,0.5,5.5,100,ESPN,1097.6,5
0.75,1,0.5,5.5,100,ESPN,1067.2,5
0.75,0.5,0.55,5.5,100,ESPN,655.4,5
0.75,0.55,0.55,5.5,100,ESPN,690.5,5
0.75,0.6,0.55,5.5,100,ESPN,719.2,5
0.75,0.65,0.55,5.5,100,ESPN,796.7,5
0.75,0.7,0.55,5.5,100,ESPN,872.9,5
0.75,0.75,0.55,5.5,100,ESPN,930.8,5
0.75,0.8,0.55,5.5,100,ESPN,989.3,5
0.75,0.8500000000000001,0.55,5.5,100,ESPN,1049.2,5
0.75,0.9,0.55,5.5,100,ESPN,1118.4,5
0.75,0.95,0.55,5.5,100,ESPN,1182.3,5
0.75,1,0.55,5.5,100,ESPN,1078.8,5
0.75,0.5,0.6,5.5,100,ESPN,663.5,5
0.75,0.55,0.6,5.5,100,ESPN,705.5,5
0.75,0.6,0.6,5.5,100,ESPN,729.4,5
0.75,0.65,0.6,5.5,100,ESPN,817.2,5
0.75,0.7,0.6,5.5,100,ESPN,887.2,5
0.75,0.75,0.6,5.5,100,ESPN,922.4,5
0.75,0.8,0.6,5.5,100,ESPN,1032.5,5
0.75,0.8500000000000001,0.6,5.5,100,ESPN,1050.9,5
0.75,0.9,0.6,5.5,100,ESPN,1127.6,5
0.75,0.95,0.6,5.5,100,ESPN,1170.1,5
0.75,1,0.6,5.5,100,ESPN,1020.4,5
0.75,0.5,0.65,5.5,100,ESPN,656.2,5
0.75,0.55,0.65,5.5,100,ESPN,710.1,5
0.75,0.6,0.65,5.5,100,ESPN,734.3,5
0.75,0.65,0.65,5.5,100,ESPN,793,5
0.75,0.7,0.65,5.5,100,ESPN,881.3,5
0.75,0.75,0.65,5.5,100,ESPN,942.8,5
0.75,0.8,0.65,5.5,100,ESPN,1031.2,5
0.75,0.8500000000000001,0.65,5.5,100,ESPN,1124,5
0.75,0.9,0.65,5.5,100,ESPN,1104.4,5
0.75,0.95,0.65,5.5,100,ESPN,1181.6,5
0.75,1,0.65,5.5,100,ESPN,1051.6,5
0.75,0.5,0.7,5.5,100,ESPN,683.3,5
0.75,0.55,0.7,5.5,100,ESPN,700.2,5
0.75,0.6,0.7,5.5,100,ESPN,775,5
0.75,0.65,0.7,5.5,100,ESPN,873.2,5
0.75,0.7,0.7,5.5,100,ESPN,879.8,5
0.75,0.75,0.7,5.5,100,ESPN,935.2,5
0.75,0.8,0.7,5.5,100,ESPN,966.8,5
0.75,0.8500000000000001,0.7,5.5,100,ESPN,1074.5,5
0.75,0.9,0.7,5.5,100,ESPN,1087.4,5
0.75,0.95,0.7,5.5,100,ESPN,1189.7,5
0.75,1,0.7,5.5,100,ESPN,1093.2,5
0.75,0.5,0.75,5.5,100,ESPN,673.7,5
0.75,0.55,0.75,5.5,100,ESPN,686.7,5
0.75,0.6,0.75,5.5,100,ESPN,768.8,5
0.75,0.65,0.75,5.5,100,ESPN,824.4,5
0.75,0.7,0.75,5.5,100,ESPN,899.4,5
0.75,0.75,0.75,5.5,100,ESPN,938,5
0.75,0.8,0.75,5.5,100,ESPN,972,5
0.75,0.8500000000000001,0.75,5.5,100,ESPN,1038.5,5
0.75,0.9,0.75,5.5,100,ESPN,1127.1,5
0.75,0.95,0.75,5.5,100,ESPN,1121.4,5
0.75,1,0.75,5.5,100,ESPN,1054,5
0.75,0.5,0.8,5.5,100,ESPN,661.7,5
0.75,0.55,0.8,5.5,100,ESPN,702.5,5
0.75,0.6,0.8,5.5,100,ESPN,765.5,5
0.75,0.65,0.8,5.5,100,ESPN,802.8,5
0.75,0.7,0.8,5.5,100,ESPN,888.9,5
0.75,0.75,0.8,5.5,100,ESPN,952.5,5
0.75,0.8,0.8,5.5,100,ESPN,976.8,5
0.75,0.8500000000000001,0.8,5.5,100,ESPN,1056.2,5
0.75,0.9,0.8,5.5,100,ESPN,1157.6,5
0.75,0.95,0.8,5.5,100,ESPN,1190.1,5
0.75,1,0.8,5.5,100,ESPN,1042.8,5
0.75,0.5,0.8500000000000001,5.5,100,ESPN,674.6,5
0.75,0.55,0.8500000000000001,5.5,100,ESPN,732.1,5
0.75,0.6,0.8500000000000001,5.5,100,ESPN,727.6,5
0.75,0.65,0.8500000000000001,5.5,100,ESPN,888.4,5
0.75,0.7,0.8500000000000001,5.5,100,ESPN,873.8,5
0.75,0.75,0.8500000000000001,5.5,100,ESPN,937.6,5
0.75,0.8,0.8500000000000001,5.5,100,ESPN,985.6,5
0.75,0.8500000000000001,0.8500000000000001,5.5,100,ESPN,1059.3,5
0.75,0.9,0.8500000000000001,5.5,100,ESPN,1142.6,5
0.75,0.95,0.8500000000000001,5.5,100,ESPN,1156.2,5
0.75,1,0.8500000000000001,5.5,100,ESPN,1087.6,5
0.75,0.5,0.9,5.5,100,ESPN,646.6,5
0.75,0.55,0.9,5.5,100,ESPN,766.8,5
0.75,0.6,0.9,5.5,100,ESPN,749.9,5
0.75,0.65,0.9,5.5,100,ESPN,818.4,5
0.75,0.7,0.9,5.5,100,ESPN,874,5
0.75,0.75,0.9,5.5,100,ESPN,993.5,5
0.75,0.8,0.9,5.5,100,ESPN,1020.5,5
0.75,0.8500000000000001,0.9,5.5,100,ESPN,1135.3,5
0.75,0.9,0.9,5.5,100,ESPN,1094,5
0.75,0.95,0.9,5.5,100,ESPN,1133.5,5
0.75,1,0.9,5.5,100,ESPN,1055.6,5
0.75,0.5,0.95,5.5,100,ESPN,688.5,5
0.75,0.55,0.95,5.5,100,ESPN,713,5
0.75,0.6,0.95,5.5,100,ESPN,750.8,5
0.75,0.65,0.95,5.5,100,ESPN,830.7,5
0.75,0.7,0.95,5.5,100,ESPN,880.6,5
0.75,0.75,0.95,5.5,100,ESPN,966.6,5
0.75,0.8,0.95,5.5,100,ESPN,984.7,5
0.75,0.8500000000000001,0.95,5.5,100,ESPN,1015,5
0.75,0.9,0.95,5.5,100,ESPN,1077.6,5
0.75,0.95,0.95,5.5,100,ESPN,1152.8,5
0.75,1,0.95,5.5,100,ESPN,1086,5
0.75,0.5,1,5.5,100,ESPN,648.1,5
0.75,0.55,1,5.5,100,ESPN,702.2,5
0.75,0.6,1,5.5,100,ESPN,778.8,5
0.75,0.65,1,5.5,100,ESPN,822.6,5
0.75,0.7,1,5.5,100,ESPN,869.2,5
0.75,0.75,1,5.5,100,ESPN,967.6,5
0.75,0.8,1,5.5,100,ESPN,986.8,5
0.75,0.8500000000000001,1,5.5,100,ESPN,1049.3,5
0.75,0.9,1,5.5,100,ESPN,1072.6,5
0.75,0.95,1,5.5,100,ESPN,1189.2,5
0.75,1,1,5.5,100,ESPN,1060,5
0.75,0.5,0.5,1.5,1000,ESPN,801.1,5
0.75,0.55,0.5,1.5,1000,ESPN,824.9,5
0.75,0.6,0.5,1.5,1000,ESPN,819.3,5
0.75,0.65,0.5,1.5,1000,ESPN,858.2,5
0.75,0.7,0.5,1.5,1000,ESPN,888.9,5
0.75,0.75,0.5,1.5,1000,ESPN,926.6,5
0.75,0.8,0.5,1.5,1000,ESPN,914,5
0.75,0.8500000000000001,0.5,1.5,1000,ESPN,941.3,5
0.75,0.9,0.5,1.5,1000,ESPN,979.1,5
0.75,0.95,0.5,1.5,1000,ESPN,986.4,5
0.75,1,0.5,1.5,1000,ESPN,1024.2,5
0.75,0.5,0.55,1.5,1000,ESPN,845.2,5
0.75,0.55,0.55,1.5,1000,ESPN,899.6,5
0.75,0.6,0.55,1.5,1000,ESPN,874.8,5
0.75,0.65,0.55,1.5,1000,ESPN,899.8,5
0.75,0.7,0.55,1.5,1000,ESPN,910.5,5
0.75,0.75,0.55,1.5,1000,ESPN,949.7,5
0.75,0.8,0.55,1.5,1000,ESPN,980.8,5
0.75,0.8500000000000001,0.55,1.5,1000,ESPN,962.6,5
0.75,0.9,0.55,1.5,1000,ESPN,1020.5,5
0.75,0.95,0.55,1.5,1000,ESPN,1038.7,5
0.75,1,0.55,1.5,1000,ESPN,1051,5
0.75,0.5,0.6,1.5,1000,ESPN,860.4,5
0.75,0.55,0.6,1.5,1000,ESPN,866.3,5
0.75,0.6,0.6,1.5,1000,ESPN,936.4,5
0.75,0.65,0.6,1.5,1000,ESPN,935.7,5
0.75,0.7,0.6,1.5,1000,ESPN,965.1,5
0.75,0.75,0.6,1.5,1000,ESPN,985.6,5
0.75,0.8,0.6,1.5,1000,ESPN,1034.4,5
0.75,0.8500000000000001,0.6,1.5,1000,ESPN,1038.5,5
0.75,0.9,0.6,1.5,1000,ESPN,1059.6,5
0.75,0.95,0.6,1.5,1000,ESPN,1080.7,5
0.75,1,0.6,1.5,1000,ESPN,1079,5
0.75,0.5,0.65,1.5,1000,ESPN,887.2,5
0.75,0.55,0.65,1.5,1000,ESPN,910.5,5
0.75,0.6,0.65,1.5,1000,ESPN,960.9,5
0.75,0.65,0.65,1.5,1000,ESPN,983.1,5
0.75,0.7,0.65,1.5,1000,ESPN,995.1,5
0.75,0.75,0.65,1.5,1000,ESPN,1001.5,5
0.75,0.8,0.65,1.5,1000,ESPN,1053.8,5
0.75,0.8500000000000001,0.65,1.5,1000,ESPN,1088.3,5
0.75,0.9,0.65,1.5,1000,ESPN,1089.3,5
0.75,0.95,0.65,1.5,1000,ESPN,1101.5,5
0.75,1,0.65,1.5,1000,ESPN,1143,5
0.75,0.5,0.7,1.5,1000,ESPN,925.5,5
0.75,0.55,0.7,1.5,1000,ESPN,934.4,5
0.75,0.6,0.7,1.5,1000,ESPN,986.1,5
0.75,0.65,0.7,1.5,1000,ESPN,999.9,5
0.75,0.7,0.7,1.5,1000,ESPN,1039.8,5
0.75,0.75,0.7,1.5,1000,ESPN,1044.4,5
0.75,0.8,0.7,1.5,1000,ESPN,1123.4,5
0.75,0.8500000000000001,0.7,1.5,1000,ESPN,1119.8,5
0.75,0.9,0.7,1.5,1000,ESPN,1158,5
0.75,0.95,0.7,1.5,1000,ESPN,1233.5,5
0.75,1,0.7,1.5,1000,ESPN,1180.2,5
0.75,0.5,0.75,1.5,1000,ESPN,964.8,5
0.75,0.55,0.75,1.5,1000,ESPN,969.2,5
0.75,0.6,0.75,1.5,1000,ESPN,1042.1,5
0.75,0.65,0.75,1.5,1000,ESPN,1034.7,5
0.75,0.7,0.75,1.5,1000,ESPN,1058.5,5
0.75,0.75,0.75,1.5,1000,ESPN,1143.9,5
0.75,0.8,0.75,1.5,1000,ESPN,1116.9,5
0.75,0.8500000000000001,0.75,1.5,1000,ESPN,1238.5,5
0.75,0.9,0.75,1.5,1000,ESPN,1165.1,5
0.75,0.95,0.75,1.5,1000,ESPN,1195.9,5
0.75,1,0.75,1.5,1000,ESPN,1215.4,5
0.75,0.5,0.8,1.5,1000,ESPN,1018.7,5
0.75,0.55,0.8,1.5,1000,ESPN,1038,5
0.75,0.6,0.8,1.5,1000,ESPN,1042.7,5
0.75,0.65,0.8,1.5,1000,ESPN,1081.5,5
0.75,0.7,0.8,1.5,1000,ESPN,1110,5
0.75,0.75,0.8,1.5,1000,ESPN,1150.7,5
0.75,0.8,0.8,1.5,1000,ESPN,1201.4,5
0.75,0.8500000000000001,0.8,1.5,1000,ESPN,1223.3,5
0.75,0.9,0.8,1.5,1000,ESPN,1271.5,5
0.75,0.95,0.8,1.5,1000,ESPN,1242.9,5
0.75,1,0.8,1.5,1000,ESPN,1282,5
0.75,0.5,0.8500000000000001,1.5,1000,ESPN,1019,5
0.75,0.55,0.8500000000000001,1.5,1000,ESPN,1035.1,5
0.75,0.6,0.8500000000000001,1.5,1000,ESPN,1109.9,5
0.75,0.65,0.8500000000000001,1.5,1000,ESPN,1091.6,5
0.75,0.7,0.8500000000000001,1.5,1000,ESPN,1164.3,5
0.75,0.75,0.8500000000000001,1.5,1000,ESPN,1160.4,5
0.75,0.8,0.8500000000000001,1.5,1000,ESPN,1228.5,5
0.75,0.8500000000000001,0.8500000000000001,1.5,1000,ESPN,1276,5
0.75,0.9,0.8500000000000001,1.5,1000,ESPN,1318,5
0.75,0.95,0.8500000000000001,1.5,1000,ESPN,1272.2,5
0.75,1,0.8500000000000001,1.5,1000,ESPN,1356,5
0.75,0.5,0.9,1.5,1000,ESPN,1103,5
0.75,0.55,0.9,1.5,1000,ESPN,1073.7,5
0.75,0.6,0.9,1.5,1000,ESPN,1123.8,5
0.75,0.65,0.9,1.5,1000,ESPN,1208.5,5
0.75,0.7,0.9,1.5,1000,ESPN,1201.4,5
0.75,0.75,0.9,1.5,1000,ESPN,1237.3,5
0.75,0.8,0.9,1.5,1000,ESPN,1267.8,5
0.75,0.8500000000000001,0.9,1.5,1000,ESPN,1262.9,5
0.75,0.9,0.9,1.5,1000,ESPN,1325.3,5
0.75,0.95,0.9,1.5,1000,ESPN,1330.1,5
0.75,1,0.9,1.5,1000,ESPN,1326.6,5
0.75,0.5,0.95,1.5,1000,ESPN,1042.1,5
0.75,0.55,0.95,1.5,1000,ESPN,1139.3,5
0.75,0.6,0.95,1.5,1000,ESPN,1146.6,5
0.75,0.65,0.95,1.5,1000,ESPN,1189.7,5
0.75,0.7,0.95,1.5,1000,ESPN,1202.8,5
0.75,0.75,0.95,1.5,1000,ESPN,1247.2,5
0.75,0.8,0.95,1.5,1000,ESPN,1277.5,5
0.75,0.8500000000000001,0.95,1.5,1000,ESPN,1268.8,5
0.75,0.9,0.95,1.5,1000,ESPN,1348.6,5
0.75,0.95,0.95,1.5,1000,ESPN,1318.8,5
0.75,1,0.95,1.5,1000,ESPN,1292.8,5
0.75,0.5,1,1.5,1000,ESPN,1144.5,5
0.75,0.55,1,1.5,1000,ESPN,1130.5,5
0.75,0.6,1,1.5,1000,ESPN,1185.2,5
0.75,0.65,1,1.5,1000,ESPN,1123.6,5
0.75,0.7,1,1.5,1000,ESPN,1181,5
0.75,0.75,1,1.5,1000,ESPN,1232.5,5
0.75,0.8,1,1.5,1000,ESPN,1171.3,5
0.75,0.8500000000000001,1,1.5,1000,ESPN,1235.7,5
0.75,0.9,1,1.5,1000,ESPN,1206.4,5
0.75,0.95,1,1.5,1000,ESPN,1268.4,5
0.75,1,1,1.5,1000,ESPN,1221.6,5
0.75,0.5,0.5,2.5,1000,ESPN,789.1,5
0.75,0.55,0.5,2.5,1000,ESPN,844.8,5
0.75,0.6,0.5,2.5,1000,ESPN,876.1,5
0.75,0.65,0.5,2.5,1000,ESPN,904.4,5
0.75,0.7,0.5,2.5,1000,ESPN,951,5
0.75,0.75,0.5,2.5,1000,ESPN,1029.6,5
0.75,0.8,0.5,2.5,1000,ESPN,1019.4,5
0.75,0.8500000000000001,0.5,2.5,1000,ESPN,1078.7,5
0.75,0.9,0.5,2.5,1000,ESPN,1122.2,5
0.75,0.95,0.5,2.5,1000,ESPN,1174.8,5
0.75,1,0.5,2.5,1000,ESPN,1177.2,5
0.75,0.5,0.55,2.5,1000,ESPN,804.8,5
0.75,0.55,0.55,2.5,1000,ESPN,860.3,5
0.75,0.6,0.55,2.5,1000,ESPN,874.5,5
0.75,0.65,0.55,2.5,1000,ESPN,929.2,5
0.75,0.7,0.55,2.5,1000,ESPN,955.3,5
0.75,0.75,0.55,2.5,1000,ESPN,1023.4,5
0.75,0.8,0.55,2.5,1000,ESPN,1061.2,5
0.75,0.8500000000000001,0.55,2.5,1000,ESPN,1105.4,5
0.75,0.9,0.55,2.5,1000,ESPN,1131.4,5
0.75,0.95,0.55,2.5,1000,ESPN,1233.7,5
0.75,1,0.55,2.5,1000,ESPN,1224.4,5
0.75,0.5,0.6,2.5,1000,ESPN,829.6,5
0.75,0.55,0.6,2.5,1000,ESPN,859.8,5
0.75,0.6,0.6,2.5,1000,ESPN,911.1,5
0.75,0.65,0.6,2.5,1000,ESPN,971.4,5
0.75,0.7,0.6,2.5,1000,ESPN,976.9,5
0.75,0.75,0.6,2.5,1000,ESPN,1063.2,5
0.75,0.8,0.6,2.5,1000,ESPN,1118.9,5
0.75,0.8500000000000001,0.6,2.5,1000,ESPN,1134.3,5
0.75,0.9,0.6,2.5,1000,ESPN,1159.7,5
0.75,0.95,0.6,2.5,1000,ESPN,1225.1,5
0.75,1,0.6,2.5,1000,ESPN,1247.2,5
0.75,0.5,0.65,2.5,1000,ESPN,842.5,5
0.75,0.55,0.65,2.5,1000,ESPN,877.5,5
0.75,0.6,0.65,2.5,1000,ESPN,930.1,5
0.75,0.65,0.65,2.5,1000,ESPN,1014.1,5
0.75,0.7,0.65,2.5,1000,ESPN,1015.4,5
0.75,0.75,0.65,2.5,1000,ESPN,1098.2,5
0.75,0.8,0.65,2.5,1000,ESPN,1104.5,5
0.75,0.8500000000000001,0.65,2.5,1000,ESPN,1145.4,5
0.75,0.9,0.65,2.5,1000,ESPN,1192.4,5
0.75,0.95,0.65,2.5,1000,ESPN,1243.4,5
0.75,1,0.65,2.5,1000,ESPN,1282.8,5
0.75,0.5,0.7,2.5,1000,ESPN,869.7,5
0.75,0.55,0.7,2.5,1000,ESPN,928.8,5
0.75,0.6,0.7,2.5,1000,ESPN,954.6,5
0.75,0.65,0.7,2.5,1000,ESPN,1012.1,5
0.75,0.7,0.7,2.5,1000,ESPN,1074.9,5
0.75,0.75,0.7,2.5,1000,ESPN,1102.8,5
0.75,0.8,0.7,2.5,1000,ESPN,1151,5
0.75,0.8500000000000001,0.7,2.5,1000,ESPN,1183.6,5
0.75,0.9,0.7,2.5,1000,ESPN,1248.5,5
0.75,0.95,0.7,2.5,1000,ESPN,1290.9,5
0.75,1,0.7,2.5,1000,ESPN,1285.6,5
0.75,0.5,0.75,2.5,1000,ESPN,872.2,5
0.75,0.55,0.75,2.5,1000,ESPN,941.1,5
0.75,0.6,0.75,2.5,1000,ESPN,993.5,5
0.75,0.65,0.75,2.5,1000,ESPN,991.3,5
0.75,0.7,0.75,2.5,1000,ESPN,1068.7,5
0.75,0.75,0.75,2.5,1000,ESPN,1132,5
0.75,0.8,0.75,2.5,1000,ESPN,1193.2,5
0.75,0.8500000000000001,0.75,2.5,1000,ESPN,1177.8,5
0.75,0.9,0.75,2.5,1000,ESPN,1268.8,5
0.75,0.95,0.75,2.5,1000,ESPN,1336.5,5
0.75,1,0.75,2.5,1000,ESPN,1370.4,5
0.75,0.5,0.8,2.5,1000,ESPN,898.4,5
0.75,0.55,0.8,2.5,1000,ESPN,928.3,5
0.75,0.6,0.8,2.5,1000,ESPN,986.3,5
0.75,0.65,0.8,2.5,1000,ESPN,1013.4,5
0.75,0.7,0.8,2.5,1000,ESPN,1049,5
0.75,0.75,0.8,2.5,1000,ESPN,1090.4,5
0.75,0.8,0.8,2.5,1000,ESPN,1210.5,5
0.75,0.8500000000000001,0.8,2.5,1000,ESPN,1261.9,5
0.75,0.9,0.8,2.5,1000,ESPN,1222.2,5
0.75,0.95,0.8,2.5,1000,ESPN,1325.4,5
0.75,1,0.8,2.5,1000,ESPN,1328.8,5
0.75,0.5,0.8500000000000001,2.5,1000,ESPN,909,5
0.75,0.55,0.8500000000000001,2.5,1000,ESPN,956.4,5
0.75,0.6,0.8500000000000001,2.5,1000,ESPN,997.9,5
0.75,0.65,0.8500000000000001,2.5,1000,ESPN,1021.4,5
0.75,0.7,0.8500000000000001,2.5,1000,ESPN,1086.7,5
0.75,0.75,0.8500000000000001,2.5,1000,ESPN,1108.4,5
0.75,0.8,0.8500000000000001,2.5,1000,ESPN,1263.6,5
0.75,0.8500000000000001,0.8500000000000001,2.5,1000,ESPN,1250,5
0.75,0.9,0.8500000000000001,2.5,1000,ESPN,1334.6,5
0.75,0.95,0.8500000000000001,2.5,1000,ESPN,1338.4,5
0.75,1,0.8500000000000001,2.5,1000,ESPN,1360.4,5
0.75,0.5,0.9,2.5,1000,ESPN,892.2,5
0.75,0.55,0.9,2.5,1000,ESPN,952.4,5
0.75,0.6,0.9,2.5,1000,ESPN,1014,5
0.75,0.65,0.9,2.5,1000,ESPN,1077.5,5
0.75,0.7,0.9,2.5,1000,ESPN,1117.7,5
0.75,0.75,0.9,2.5,1000,ESPN,1185.7,5
0.75,0.8,0.9,2.5,1000,ESPN,1241.3,5
0.75,0.8500000000000001,0.9,2.5,1000,ESPN,1265.7,5
0.75,0.9,0.9,2.5,1000,ESPN,1316,5
0.75,0.95,0.9,2.5,1000,ESPN,1382.8,5
0.75,1,0.9,2.5,1000,ESPN,1352.4,5
0.75,0.5,0.95,2.5,1000,ESPN,928.6,5
0.75,0.55,0.95,2.5,1000,ESPN,974.1,5
0.75,0.6,0.95,2.5,1000,ESPN,1043.3,5
0.75,0.65,0.95,2.5,1000,ESPN,1099.5,5
0.75,0.7,0.95,2.5,1000,ESPN,1121.4,5
0.75,0.75,0.95,2.5,1000,ESPN,1159.7,5
0.75,0.8,0.95,2.5,1000,ESPN,1199.3,5
0.75,0.8500000000000001,0.95,2.5,1000,ESPN,1223.7,5
0.75,0.9,0.95,2.5,1000,ESPN,1310.1,5
0.75,0.95,0.95,2.5,1000,ESPN,1394.9,5
0.75,1,0.95,2.5,1000,ESPN,1372.8,5
0.75,0.5,1,2.5,1000,ESPN,923.8,5
0.75,0.55,1,2.5,1000,ESPN,932.9,5
0.75,0.6,1,2.5,1000,ESPN,999.5,5
0.75,0.65,1,2.5,1000,ESPN,1038.8,5
0.75,0.7,1,2.5,1000,ESPN,1157.8,5
0.75,0.75,1,2.5,1000,ESPN,1089.2,5
0.75,0.8,1,2.5,1000,ESPN,1114.8,5
0.75,0.8500000000000001,1,2.5,1000,ESPN,1182.7,5
0.75,0.9,1,2.5,1000,ESPN,1268.4,5
0.75,0.95,1,2.5,1000,ESPN,1238,5
0.75,1,1,2.5,1000,ESPN,1189.6,5
0.75,0.5,0.5,3.5,1000,ESPN,788.5,5
0.75,0.55,0.5,3.5,1000,ESPN,866,5
0.75,0.6,0.5,3.5,1000,ESPN,939.4,5
0.75,0.65,0.5,3.5,1000,ESPN,923.7,5
0.75,0.7,0.5,3.5,1000,ESPN,975.9,5
0.75,0.75,0.5,3.5,1000,ESPN,1056.6,5
0.75,0.8,0.5,3.5,1000,ESPN,1106.9,5
0.75,0.8500000000000001,0.5,3.5,1000,ESPN,1213.7,5
0.75,0.9,0.5,3.5,1000,ESPN,1225.6,5
0.75,0.95,0.5,3.5,1000,ESPN,1271.6,5
0.75,1,0.5,3.5,1000,ESPN,1346.4,5
0.75,0.5,0.55,3.5,1000,ESPN,803.7,5
0.75,0.55,0.55,3.5,1000,ESPN,854.9,5
0.75,0.6,0.55,3.5,1000,ESPN,891.5,5
0.75,0.65,0.55,3.5,1000,ESPN,943,5
0.75,0.7,0.55,3.5,1000,ESPN,1003.9,5
0.75,0.75,0.55,3.5,1000,ESPN,1045.1,5
0.75,0.8,0.55,3.5,1000,ESPN,1136.1,5
0.75,0.8500000000000001,0.55,3.5,1000,ESPN,1167.9,5
0.75,0.9,0.55,3.5,1000,ESPN,1281.4,5
0.75,0.95,0.55,3.5,1000,ESPN,1297.4,5
0.75,1,0.55,3.5,1000,ESPN,1336,5
0.75,0.5,0.6,3.5,1000,ESPN,809.4,5
0.75,0.55,0.6,3.5,1000,ESPN,862.3,5
0.75,0.6,0.6,3.5,1000,ESPN,899.7,5
0.75,0.65,0.6,3.5,1000,ESPN,948.7,5
0.75,0.7,0.6,3.5,1000,ESPN,1003.5,5
0.75,0.75,0.6,3.5,1000,ESPN,1052.6,5
0.75,0.8,0.6,3.5,1000,ESPN,1161,5
0.75,0.8500000000000001,0.6,3.5,1000,ESPN,1212.6,5
0.75,0.9,0.6,3.5,1000,ESPN,1293.1,5
0.75,0.95,0.6,3.5,1000,ESPN,1347.7,5
0.75,1,0.6,3.5,1000,ESPN,1300.8,5
0.75,0.5,0.65,3.5,1000,ESPN,828.7,5
0.75,0.55,0.65,3.5,1000,ESPN,916.1,5
0.75,0.6,0.65,3.5,1000,ESPN,954.3,5
0.75,0.65,0.65,3.5,1000,ESPN,983.3,5
0.75,0.7,0.65,3.5,1000,ESPN,1024.3,5
0.75,0.75,0.65,3.5,1000,ESPN,1088.8,5
0.75,0.8,0.65,3.5,1000,ESPN,1145.4,5
0.75,0.8500000000000001,0.65,3.5,1000,ESPN,1216.7,5
0.75,0.9,0.65,3.5,1000,ESPN,1283.1,5
0.75,0.95,0.65,3.5,1000,ESPN,1329.5,5
0.75,1,0.65,3.5,1000,ESPN,1271.2,5
0.75,0.5,0.7,3.5,1000,ESPN,829.1,5
0.75,0.55,0.7,3.5,1000,ESPN,882.2,5
0.75,0.6,0.7,3.5,1000,ESPN,932.5,5
0.75,0.65,0.7,3.5,1000,ESPN,957.1,5
0.75,0.7,0.7,3.5,1000,ESPN,1023.3,5
0.75,0.75,0.7,3.5,1000,ESPN,1176.4,5
0.75,0.8,0.7,3.5,1000,ESPN,1167.5,5
0.75,0.8500000000000001,0.7,3.5,1000,ESPN,1246.7,5
