wp,n,k,p,q,r,score_method
0.959818013446314,1,1,0.75,0.9,0.65,Hamming
0.997187750044256,10,1,0.75,0.9,0.65,Hamming
0.9996075473270684,100,1,0.75,0.9,0.65,Hamming
0.9999274946601804,1000,1,0.75,0.9,0.65,Hamming
0.7669804616699673,1,10,0.75,0.9,0.65,Hamming
0.9742808028776092,10,10,0.75,0.9,0.65,Hamming
0.9961619239102144,100,10,0.75,0.9,0.65,Hamming
0.9992797886972138,1000,10,0.75,0.9,0.65,Hamming
0.4011823814128096,1,100,0.75,0.9,0.65,Hamming
0.839440675455533,10,100,0.75,0.9,0.65,Hamming
0.9673382773303204,100,100,0.75,0.9,0.65,Hamming
0.99319630184675,1000,100,0.75,0.9,0.65,Hamming
0.1368447394963569,1,1000,0.75,0.9,0.65,Hamming
0.511462823295242,10,1000,0.75,0.9,0.65,Hamming
0.8244410523766613,100,1000,0.75,0.9,0.65,Hamming
0.9496100442903732,1000,1000,0.75,0.9,0.65,Hamming
0.9839807536016144,1,1,0.75,0.95,0.65,Hamming
0.997802185212396,10,1,0.75,0.95,0.65,Hamming
0.9994327085289072,100,1,0.75,0.95,0.65,Hamming
0.9998271604548408,1000,1,0.75,0.95,0.65,Hamming
0.8856292848630875,1,10,0.75,0.95,0.65,Hamming
0.9799993609467568,10,10,0.75,0.95,0.65,Hamming
0.9945519262137352,100,10,0.75,0.95,0.65,Hamming
0.9983043406229256,1000,10,0.75,0.95,0.65,Hamming
0.5949560872224439,1,100,0.75,0.95,0.65,Hamming
0.8747083289363001,10,100,0.75,0.95,0.65,Hamming
0.957518427458288,100,100,0.75,0.95,0.65,Hamming
0.985198890526474,1000,100,0.75,0.95,0.65,Hamming
0.26535904220847906,1,1000,0.75,0.95,0.65,Hamming
0.5971178186455895,10,1000,0.75,0.95,0.65,Hamming
0.8036838230682054,100,1000,0.75,0.95,0.65,Hamming
0.9118160728505964,1000,1000,0.75,0.95,0.65,Hamming
0.9950134250274616,1,1,0.75,1,0.65,Hamming
0.9950134250274616,10,1,0.75,1,0.65,Hamming
0.9950134250274616,100,1,0.75,1,0.65,Hamming
0.9950134250274616,1000,1,0.75,1,0.65,Hamming
0.9578104202900264,1,10,0.75,1,0.65,Hamming
0.9578104202900264,10,10,0.75,1,0.65,Hamming
0.9578104202900264,100,10,0.75,1,0.65,Hamming
0.9578104202900264,1000,10,0.75,1,0.65,Hamming
0.7860097511611386,1,100,0.75,1,0.65,Hamming
0.7860097511611386,10,100,0.75,1,0.65,Hamming
0.7860097511611386,100,100,0.75,1,0.65,Hamming
0.7860097511611386,1000,100,0.75,1,0.65,Hamming
0.46088676302776177,1,1000,0.75,1,0.65,Hamming
0.46088676302776177,10,1000,0.75,1,0.65,Hamming
0.46088676302776177,100,1000,0.75,1,0.65,Hamming
0.46088676302776177,1000,1000,0.75,1,0.65,Hamming
2.785277215727555e-4,1,1,0.75,0,0.7,Hamming
2.785277215727555e-4,10,1,0.75,0,0.7,Hamming
2.785277215727555e-4,100,1,0.75,0,0.7,Hamming
2.785277215727555e-4,1000,1,0.75,0,0.7,Hamming
4.882494149350876e-7,1,10,0.75,0,0.7,Hamming
4.882494149350876e-7,10,10,0.75,0,0.7,Hamming
4.882494149350876e-7,100,10,0.75,0,0.7,Hamming
4.882494149350876e-7,1000,10,0.75,0,0.7,Hamming
7.3821735255418015e-9,1,100,0.75,0,0.7,Hamming
7.3821735255418015e-9,10,100,0.75,0,0.7,Hamming
7.3821735255418015e-9,100,100,0.75,0,0.7,Hamming
7.3821735255418015e-9,1000,100,0.75,0,0.7,Hamming
2.7433062902601317e-10,1,1000,0.75,0,0.7,Hamming
2.7433062902601317e-10,10,1000,0.75,0,0.7,Hamming
2.7433062902601317e-10,100,1000,0.75,0,0.7,Hamming
2.7433062902601317e-10,1000,1000,0.75,0,0.7,Hamming
6.284474560559654e-4,1,1,0.75,0.05,0.7,Hamming
0.00212713200568256,10,1,0.75,0.05,0.7,Hamming
0.00514804885970396,100,1,0.75,0.05,0.7,Hamming
0.01033034360632575,1000,1,0.75,0.05,0.7,Hamming
1.4726241470358984e-6,1,10,0.75,0.05,0.7,Hamming
7.841890171429388e-6,10,10,0.75,0.05,0.7,Hamming
2.9368617483171325e-5,100,10,0.75,0.05,0.7,Hamming
8.766776054599923e-5,1000,10,0.75,0.05,0.7,Hamming
2.4585854109627043e-8,1,100,0.75,0.05,0.7,Hamming
1.543020113413488e-7,10,100,0.75,0.05,0.7,Hamming
6.961294226756832e-7,100,100,0.75,0.05,0.7,Hamming
2.493943925853141e-6,1000,100,0.75,0.05,0.7,Hamming
9.685503331145486e-10,1,1000,0.75,0.05,0.7,Hamming
6.662443038755251e-9,10,1000,0.75,0.05,0.7,Hamming
3.3688878777011776e-8,100,1000,0.75,0.05,0.7,Hamming
1.356082268415361e-7,1000,1000,0.75,0.05,0.7,Hamming
0.00136083499889383,1,1,0.75,0.1,0.7,Hamming
0.00594371774930801,10,1,0.75,0.1,0.7,Hamming
0.01678183758576451,100,1,0.75,0.1,0.7,Hamming
0.03644352241949815,1000,1,0.75,0.1,0.7,Hamming
4.307647101098173e-6,1,10,0.75,0.1,0.7,Hamming
3.068403589913042e-5,10,10,0.75,0.1,0.7,Hamming
1.5173357001693522e-4,100,10,0.75,0.1,0.7,Hamming
5.572644437366281e-4,1000,10,0.75,0.1,0.7,Hamming
7.97992701447565e-8,1,100,0.75,0.1,0.7,Hamming
6.553820198955012e-7,10,100,0.75,0.1,0.7,Hamming
4.045192347592972e-6,100,100,0.75,0.1,0.7,Hamming
1.8935898727784007e-5,1000,100,0.75,0.1,0.7,Hamming
3.327595138498562e-9,1,1000,0.75,0.1,0.7,Hamming
2.920340689408695e-8,10,1000,0.75,0.1,0.7,Hamming
2.0378473753833914e-7,100,1000,0.75,0.1,0.7,Hamming
1.1055280111938027e-6,1000,1000,0.75,0.1,0.7,Hamming
0.00282859043545454,1,1,0.75,0.15000000000000002,0.7,Hamming
0.0139064976101644,10,1,0.75,0.15000000000000002,0.7,Hamming
0.04171805901366601,100,1,0.75,0.15000000000000002,0.7,Hamming
0.09118481656092096,1000,1,0.75,0.15000000000000002,0.7,Hamming
1.2218938684268002e-5,1,10,0.75,0.15000000000000002,0.7,Hamming
9.892741039790816e-5,10,10,0.75,0.15000000000000002,0.7,Hamming
5.717197793251213e-4,100,10,0.75,0.15000000000000002,0.7,Hamming
0.00235585907845136,1000,10,0.75,0.15000000000000002,0.7,Hamming
2.5249920643664236e-7,1,100,0.75,0.15000000000000002,0.7,Hamming
2.2960064360848657e-6,10,100,0.75,0.15000000000000002,0.7,Hamming
1.6822879208890173e-5,100,100,0.75,0.15000000000000002,0.7,Hamming
9.305477693197616e-5,1000,100,0.75,0.15000000000000002,0.7,Hamming
1.1168407836763492e-8,1,1000,0.75,0.15000000000000002,0.7,Hamming
1.061145116983085e-7,10,1000,0.75,0.15000000000000002,0.7,Hamming
8.721236734988516e-7,100,1000,0.75,0.15000000000000002,0.7,Hamming
5.704541247430947e-6,1000,1000,0.75,0.15000000000000002,0.7,Hamming
0.00564397087110433,1,1,0.75,0.2,0.7,Hamming
0.02923537939893196,10,1,0.75,0.2,0.7,Hamming
0.08810886621118387,100,1,0.75,0.2,0.7,Hamming
0.18523191080111892,1000,1,0.75,0.2,0.7,Hamming
3.3599801056182665e-5,1,10,0.75,0.2,0.7,Hamming
2.901590174850833e-4,10,10,0.75,0.2,0.7,Hamming
0.00183720261436525,100,10,0.75,0.2,0.7,Hamming
0.00802780220314541,1000,10,0.75,0.2,0.7,Hamming
7.791394791586212e-7,1,100,0.75,0.2,0.7,Hamming
7.406199318427679e-6,10,100,0.75,0.2,0.7,Hamming
5.998712645045103e-5,100,100,0.75,0.2,0.7,Hamming
3.704049730895858e-4,1000,100,0.75,0.2,0.7,Hamming
3.6643908238624234e-8,1,1000,0.75,0.2,0.7,Hamming
3.585276444698809e-7,10,1000,0.75,0.2,0.7,Hamming
3.2134855524671543e-6,100,1000,0.75,0.2,0.7,Hamming
2.3789780350335116e-5,1000,1000,0.75,0.2,0.7,Hamming
0.01080937008787576,1,1,0.75,0.25,0.7,Hamming
0.05654747888762642,10,1,0.75,0.25,0.7,Hamming
0.16412953858023002,100,1,0.75,0.25,0.7,Hamming
0.3208311800341809,1000,1,0.75,0.25,0.7,Hamming
8.952022141147848e-5,1,10,0.75,0.25,0.7,Hamming
7.996099155198092e-4,10,10,0.75,0.25,0.7,Hamming
0.00531741258069789,100,10,0.75,0.25,0.7,Hamming
0.02354376554092299,1000,10,0.75,0.25,0.7,Hamming
2.3450548887277614e-6,1,100,0.75,0.25,0.7,Hamming
2.2759935933752625e-5,10,100,0.75,0.25,0.7,Hamming
1.9563320453974464e-4,100,100,0.75,0.25,0.7,Hamming
0.00129638482733028,1000,100,0.75,0.25,0.7,Hamming
1.176070533132221e-7,1,1000,0.75,0.25,0.7,Hamming
1.1641253760073374e-6,10,1000,0.75,0.25,0.7,Hamming
1.0926605390459258e-5,100,1000,0.75,0.25,0.7,Hamming
8.781202454592873e-5,1000,1000,0.75,0.25,0.7,Hamming
0.01986532148531841,1,1,0.75,0.30000000000000004,0.7,Hamming
0.10156679902927172,10,1,0.75,0.30000000000000004,0.7,Hamming
0.27405367385228213,100,1,0.75,0.30000000000000004,0.7,Hamming
0.4856474195913741,1000,1,0.75,0.30000000000000004,0.7,Hamming
2.3091444167718807e-4,1,10,0.75,0.30000000000000004,0.7,Hamming
0.0020967722381751,10,10,0.75,0.30000000000000004,0.7,Hamming
0.01417384430286444,100,10,0.75,0.30000000000000004,0.7,Hamming
0.0608640026757724,1000,10,0.75,0.30000000000000004,0.7,Hamming
6.884870837058796e-6,1,100,0.75,0.30000000000000004,0.7,Hamming
6.75064449137898e-5,10,100,0.75,0.30000000000000004,0.7,Hamming
6.006564481240916e-4,100,100,0.75,0.30000000000000004,0.7,Hamming
0.00414146031030461,1000,100,0.75,0.30000000000000004,0.7,Hamming
3.694221676256455e-7,1,1000,0.75,0.30000000000000004,0.7,Hamming
3.674601056557768e-6,10,1000,0.75,0.30000000000000004,0.7,Hamming
3.534668720849785e-5,100,1000,0.75,0.30000000000000004,0.7,Hamming
2.995482517936441e-4,1000,1000,0.75,0.30000000000000004,0.7,Hamming
0.03501679497834916,1,1,0.75,0.35000000000000003,0.7,Hamming
0.16993663902972211,10,1,0.75,0.35000000000000003,0.7,Hamming
0.4135595209012263,100,1,0.75,0.35000000000000003,0.7,Hamming
0.6538139818957787,1000,1,0.75,0.35000000000000003,0.7,Hamming
5.76058162824642e-4,1,10,0.75,0.35000000000000003,0.7,Hamming
0.00525588104912438,10,10,0.75,0.35000000000000003,0.7,Hamming
0.03503665810019012,100,10,0.75,0.35000000000000003,0.7,Hamming
0.13907682557624915,1000,10,0.75,0.35000000000000003,0.7,Hamming
1.971462348886218e-5,1,100,0.75,0.35000000000000003,0.7,Hamming
1.9427142622428908e-4,10,100,0.75,0.35000000000000003,0.7,Hamming
0.00176048399699869,100,100,0.75,0.35000000000000003,0.7,Hamming
0.01228320253830693,1000,100,0.75,0.35000000000000003,0.7,Hamming
1.1362386334959233e-6,1,1000,0.75,0.35000000000000003,0.7,Hamming
1.1326496494889689e-5,10,1000,0.75,0.35000000000000003,0.7,Hamming
1.1037224483644466e-4,100,1000,0.75,0.35000000000000003,0.7,Hamming
9.662838460140936e-4,1000,1000,0.75,0.35000000000000003,0.7,Hamming
0.05916664391462089,1,1,0.75,0.4,0.7,Hamming
0.264936248300688,10,1,0.75,0.4,0.7,Hamming
0.567521670811521,100,1,0.75,0.4,0.7,Hamming
0.7967449891992364,1000,1,0.75,0.4,0.7,Hamming
0.00138790647497183,1,10,0.75,0.4,0.7,Hamming
0.01259578822850687,10,10,0.75,0.4,0.7,Hamming
0.08004673240330323,100,10,0.75,0.4,0.7,Hamming
0.27783622801846264,1000,10,0.75,0.4,0.7,Hamming
5.5040603760748294e-5,1,100,0.75,0.4,0.7,Hamming
5.435181861153177e-4,10,100,0.75,0.4,0.7,Hamming
0.0049553651073118,100,100,0.75,0.4,0.7,Hamming
0.03395591225004722,1000,100,0.75,0.4,0.7,Hamming
3.423173208700991e-6,1,1000,0.75,0.4,0.7,Hamming
3.4156906689152404e-5,10,1000,0.75,0.4,0.7,Hamming
3.350353443006053e-4,100,1000,0.75,0.4,0.7,Hamming
0.00298309317491049,1000,1000,0.75,0.4,0.7,Hamming
0.09575535212224356,1,1,0.75,0.45,0.7,Hamming
0.3846032020670309,10,1,0.75,0.45,0.7,Hamming
0.7136982056294879,100,1,0.75,0.45,0.7,Hamming
0.8971811197837052,1000,1,0.75,0.45,0.7,Hamming
0.00322368033448775,1,10,0.75,0.45,0.7,Hamming
0.0287645887343706,10,10,0.75,0.45,0.7,Hamming
0.16692148556387248,100,10,0.75,0.45,0.7,Hamming
0.4763198784992918,1000,10,0.75,0.45,0.7,Hamming
1.4973326201074422e-4,1,100,0.75,0.45,0.7,Hamming
0.0014786412110379,10,100,0.75,0.45,0.7,Hamming
0.01340520990776357,100,100,0.75,0.45,0.7,Hamming
0.08677652540013393,1000,100,0.75,0.45,0.7,Hamming
1.0104281145818918e-5,1,1000,0.75,0.45,0.7,Hamming
1.0086098593039767e-4,10,1000,0.75,0.45,0.7,Hamming
9.919431253521103e-4,100,1000,0.75,0.45,0.7,Hamming
0.00885848503144997,1000,1000,0.75,0.45,0.7,Hamming
0.1482998168210146,1,1,0.75,0.5,0.7,Hamming
0.5198073579078559,10,1,0.75,0.5,0.7,Hamming
0.8319096016258194,100,1,0.75,0.5,0.7,Hamming
0.955301854389067,1000,1,0.75,0.5,0.7,Hamming
0.00720198610379676,1,10,0.75,0.5,0.7,Hamming
0.06215315635042008,10,10,0.75,0.5,0.7,Hamming
0.31108330472378326,100,10,0.75,0.5,0.7,Hamming
0.6910099845578319,1000,10,0.75,0.5,0.7,Hamming
3.965425693647024e-4,1,100,0.75,0.5,0.7,Hamming
0.00390753198372497,10,100,0.75,0.5,0.7,Hamming
0.03468949571835637,100,100,0.75,0.5,0.7,Hamming
0.2001907939588815,1000,100,0.75,0.5,0.7,Hamming
2.922408795377037e-5,1,1000,0.75,0.5,0.7,Hamming
2.9171534673452933e-4,10,1000,0.75,0.5,0.7,Hamming
0.0028676902206038,100,1000,0.75,0.5,0.7,Hamming
0.02527256976413284,1000,1000,0.75,0.5,0.7,Hamming
0.21956957471923053,1,1,0.75,0.55,0.7,Hamming
0.6553135181482963,10,1,0.75,0.55,0.7,Hamming
0.9128129723837572,100,1,0.75,0.55,0.7,Hamming
0.9830983711258664,1000,1,0.75,0.55,0.7,Hamming
0.01543192770524181,1,10,0.75,0.55,0.7,Hamming
0.12554917484742384,10,10,0.75,0.55,0.7,Hamming
0.5052686833079248,100,10,0.75,0.55,0.7,Hamming
0.8564529071682097,1000,10,0.75,0.55,0.7,Hamming
0.00102096755347884,1,100,0.75,0.55,0.7,Hamming
0.01000499175606727,10,100,0.75,0.55,0.7,Hamming
0.0847652052597615,100,100,0.75,0.55,0.7,Hamming
0.3988674906848679,1000,100,0.75,0.55,0.7,Hamming
8.28128465692905e-5,1,1000,0.75,0.55,0.7,Hamming
8.26292552461122e-4,10,1000,0.75,0.55,0.7,Hamming
0.0080882334644064,100,1000,0.75,0.55,0.7,Hamming
0.06854126272729129,1000,1000,0.75,0.55,0.7,Hamming
0.31046124564186944,1,1,0.75,0.6000000000000001,0.7,Hamming
0.7745835645823621,10,1,0.75,0.6000000000000001,0.7,Hamming
0.9596888924402386,100,1,0.75,0.6000000000000001,0.7,Hamming
0.9942553090221954,1000,1,0.75,0.6000000000000001,0.7,Hamming
0.03160171269682463,1,10,0.75,0.6000000000000001,0.7,Hamming
0.23286432301077908,10,10,0.75,0.6000000000000001,0.7,Hamming
0.704192796508589,100,10,0.75,0.6000000000000001,0.7,Hamming
0.9458255464689048,1000,10,0.75,0.6000000000000001,0.7,Hamming
0.00255071370283367,1,100,0.75,0.6000000000000001,0.7,Hamming
0.02469076607759295,10,100,0.75,0.6000000000000001,0.7,Hamming
0.1901870087124964,100,100,0.75,0.6000000000000001,0.7,Hamming
0.6487466131464145,1000,100,0.75,0.6000000000000001,0.7,Hamming
2.298441493614767e-4,1,1000,0.75,0.6000000000000001,0.7,Hamming
0.00229062603580155,10,1000,0.75,0.6000000000000001,0.7,Hamming
0.02216472985622111,100,1000,0.75,0.6000000000000001,0.7,Hamming
0.17155982456201158,1000,1000,0.75,0.6000000000000001,0.7,Hamming
0.4188278994235943,1,1,0.75,0.65,0.7,Hamming
0.8661362558337006,10,1,0.75,0.65,0.7,Hamming
0.9829340064320428,100,1,0.75,0.65,0.7,Hamming
0.998136297310131,1000,1,0.75,0.65,0.7,Hamming
0.06157612242481117,1,10,0.75,0.65,0.7,Hamming
0.38783633453883176,10,10,0.75,0.65,0.7,Hamming
0.8526969126593312,100,10,0.75,0.65,0.7,Hamming
0.9817078185643738,1000,10,0.75,0.65,0.7,Hamming
0.00616738308131701,1,100,0.75,0.65,0.7,Hamming
0.05810717232402455,10,100,0.75,0.65,0.7,Hamming
0.37241688032336234,100,100,0.75,0.65,0.7,Hamming
0.8452736431865016,1000,100,0.75,0.65,0.7,Hamming
6.244020836696069e-4,1,1000,0.75,0.65,0.7,Hamming
0.00620369143004862,10,1000,0.75,0.65,0.7,Hamming
0.05830227266600425,100,1000,0.75,0.65,0.7,Hamming
0.3704840513049476,1000,1000,0.75,0.65,0.7,Hamming
0.5387307037738305,1,1,0.75,0.7000000000000001,0.7,Hamming
0.9273320944413572,10,1,0.75,0.7000000000000001,0.7,Hamming
0.9930490103437072,100,1,0.75,0.7000000000000001,0.7,Hamming
0.9993683599625452,1000,1,0.75,0.7000000000000001,0.7,Hamming
0.11354800905862825,1,10,0.75,0.7000000000000001,0.7,Hamming
0.569266912559741,10,10,0.75,0.7000000000000001,0.7,Hamming
0.9349262712074032,100,10,0.75,0.7000000000000001,0.7,Hamming
0.9937236190533472,1000,10,0.75,0.7000000000000001,0.7,Hamming
0.014380163551673,1,100,0.75,0.7000000000000001,0.7,Hamming
0.12763911394712538,10,100,0.75,0.7000000000000001,0.7,Hamming
0.5990394482537342,100,100,0.75,0.7000000000000001,0.7,Hamming
0.9409584497292685,1000,100,0.75,0.7000000000000001,0.7,Hamming
0.00165847146049433,1,1000,0.75,0.7000000000000001,0.7,Hamming
0.01633903108962005,10,1000,0.75,0.7000000000000001,0.7,Hamming
0.1423493093140443,100,1000,0.75,0.7000000000000001,0.7,Hamming
0.6250282210729254,1000,1000,0.75,0.7000000000000001,0.7,Hamming
0.6606790423838199,1,1,0.75,0.75,0.7,Hamming
0.9631898462158984,10,1,0.75,0.75,0.7,Hamming
0.9970694060490374,100,1,0.75,0.75,0.7,Hamming
0.999749355767974,1000,1,0.75,0.75,0.7,Hamming
0.19686542918974975,1,10,0.75,0.75,0.7,Hamming
0.7349190096076804,10,10,0.75,0.75,0.7,Hamming
0.9716234894075004,100,10,0.75,0.75,0.7,Hamming
0.9975009200453316,1000,10,0.75,0.75,0.7,Hamming
0.03217314746822523,1,100,0.75,0.75,0.7,Hamming
0.2519382940518154,10,100,0.75,0.75,0.7,Hamming
0.7825268804707385,100,100,0.75,0.75,0.7,Hamming
0.9757178089831606,1000,100,0.75,0.75,0.7,Hamming
0.0042992655805238,1,1000,0.75,0.75,0.7,Hamming
0.04132623333843151,10,1000,0.75,0.75,0.7,Hamming
0.298956535935866,100,1000,0.75,0.75,0.7,Hamming
0.8088447401928504,1000,1000,0.75,0.75,0.7,Hamming
0.7732527454126965,1,1,0.75,0.8,0.7,Hamming
0.98192222300333,10,1,0.75,0.8,0.7,Hamming
0.9985986318610698,100,1,0.75,0.8,0.7,Hamming
0.999868870440492,1000,1,0.75,0.8,0.7,Hamming
0.31843420005871725,1,10,0.75,0.8,0.7,Hamming
0.8525773013619513,10,10,0.75,0.8,0.7,Hamming
0.986265690723078,100,10,0.75,0.8,0.7,Hamming
0.9986916175041688,1000,10,0.75,0.8,0.7,Hamming
0.0685962871465055,1,100,0.75,0.8,0.7,Hamming
0.4262816950342389,10,100,0.75,0.8,0.7,Hamming
0.8842778796366282,100,100,0.75,0.8,0.7,Hamming
0.9871966791796288,1000,100,0.75,0.8,0.7,Hamming
0.01084728118370602,1,1000,0.75,0.8,0.7,Hamming
0.09714969235790312,10,1000,0.75,0.8,0.7,Hamming
0.49359136740622617,100,1000,0.75,0.8,0.7,Hamming
0.8928272656759597,1000,1000,0.75,0.8,0.7,Hamming
0.8659662060082292,1,1,0.75,0.8500000000000001,0.7,Hamming
0.9908712259865624,10,1,0.75,0.8500000000000001,0.7,Hamming
0.9991608447272832,100,1,0.75,0.8500000000000001,0.7,Hamming
0.9998997433176948,1000,1,0.75,0.8500000000000001,0.7,Hamming
0.4763740745190613,1,10,0.75,0.8500000000000001,0.7,Hamming
0.9202847098599808,10,10,0.75,0.8500000000000001,0.7,Hamming
0.9917557621264388,100,10,0.75,0.8500000000000001,0.7,Hamming
0.9990002787014812,1000,10,0.75,0.8500000000000001,0.7,Hamming
0.138039779841393,1,100,0.75,0.8500000000000001,0.7,Hamming
0.6040714591089704,10,100,0.75,0.8500000000000001,0.7,Hamming
0.9288043819310554,100,100,0.75,0.8500000000000001,0.7,Hamming
0.9902697964870096,1000,100,0.75,0.8500000000000001,0.7,Hamming
0.0265223006550624,1,1000,0.75,0.8500000000000001,0.7,Hamming
0.1990123977933855,10,1000,0.75,0.8500000000000001,0.7,Hamming
0.6425972609618493,100,1000,0.75,0.8500000000000001,0.7,Hamming
0.9202719881377,1000,1000,0.75,0.8500000000000001,0.7,Hamming
0.9324641385281098,1,1,0.75,0.9,0.7,Hamming
0.9948407117657372,10,1,0.75,0.9,0.7,Hamming
0.999301503336261,100,1,0.75,0.9,0.7,Hamming
0.9998774877944944,1000,1,0.75,0.9,0.7,Hamming
0.6533785104688982,1,10,0.75,0.9,0.7,Hamming
0.9535210075498376,10,10,0.75,0.9,0.7,Hamming
0.9931678840161736,100,10,0.75,0.9,0.7,Hamming
0.9987818008189192,1000,10,0.75,0.9,0.7,Hamming
0.2586470132124391,1,100,0.75,0.9,0.7,Hamming
0.7340265632057937,10,100,0.75,0.9,0.7,Hamming
0.9423085988316916,100,100,0.75,0.9,0.7,Hamming
0.9884191095806988,1000,100,0.75,0.9,0.7,Hamming
0.06241491099293443,1,1000,0.75,0.9,0.7,Hamming
0.3310158424990636,10,1000,0.75,0.9,0.7,Hamming
0.7119905204814996,100,1000,0.75,0.9,0.7,Hamming
0.91413691234164,1000,1000,0.75,0.9,0.7,Hamming
0.9725565020305864,1,1,0.75,0.95,0.7,Hamming
0.9962299328484544,10,1,0.75,0.95,0.7,Hamming
0.9990572009527936,100,1,0.75,0.95,0.7,Hamming
0.9997240230999808,1000,1,0.75,0.95,0.7,Hamming
0.8165264297777781,1,10,0.75,0.95,0.7,Hamming
0.9658967217890418,10,10,0.75,0.95,0.7,Hamming
0.9909282063172788,100,10,0.75,0.95,0.7,Hamming
0.9972849832797958,1000,10,0.75,0.95,0.7,Hamming
0.4426765854078713,1,100,0.75,0.95,0.7,Hamming
0.7968487316125723,10,100,0.75,0.95,0.7,Hamming
0.9295698209325882,100,100,0.75,0.95,0.7,Hamming
0.9760401806190712,1000,100,0.75,0.95,0.7,Hamming
0.13979277633684284,1,1000,0.75,0.95,0.7,Hamming
0.4314398618017263,10,1000,0.75,0.95,0.7,Hamming
0.6949639854947829,100,1000,0.75,0.95,0.7,Hamming
0.8586268722126467,1000,1000,0.75,0.95,0.7,Hamming
0.9917872434334516,1,1,0.75,1,0.7,Hamming
0.9917872434334516,10,1,0.75,1,0.7,Hamming
0.9917872434334516,100,1,0.75,1,0.7,Hamming
0.9917872434334516,1000,1,0.75,1,0.7,Hamming
0.9311810690910562,1,10,0.75,1,0.7,Hamming
0.9311810690910562,10,10,0.75,1,0.7,Hamming
0.9311810690910562,100,10,0.75,1,0.7,Hamming
0.9311810690910562,1000,10,0.75,1,0.7,Hamming
0.6741134940295634,1,100,0.75,1,0.7,Hamming
0.6741134940295634,10,100,0.75,1,0.7,Hamming
0.6741134940295634,100,100,0.75,1,0.7,Hamming
0.6741134940295634,1000,100,0.75,1,0.7,Hamming
0.29232622082379683,1,1000,0.75,1,0.7,Hamming
0.29232622082379683,10,1000,0.75,1,0.7,Hamming
0.29232622082379683,100,1000,0.75,1,0.7,Hamming
0.29232622082379683,1000,1000,0.75,1,0.7,Hamming
1.6850393511194875e-4,1,1,0.75,0,0.75,Hamming
1.6850393511194875e-4,10,1,0.75,0,0.75,Hamming
1.6850393511194875e-4,100,1,0.75,0,0.75,Hamming
1.6850393511194875e-4,1000,1,0.75,0,0.75,Hamming
6.356878492518973e-7,1,10,0.75,0,0.75,Hamming
6.356878492518973e-7,10,10,0.75,0,0.75,Hamming
6.356878492518973e-7,100,10,0.75,0,0.75,Hamming
6.356878492518973e-7,1000,10,0.75,0,0.75,Hamming
1.7602118194078746e-8,1,100,0.75,0,0.75,Hamming
1.7602118194078746e-8,10,100,0.75,0,0.75,Hamming
1.7602118194078746e-8,100,100,0.75,0,0.75,Hamming
1.7602118194078746e-8,1000,100,0.75,0,0.75,Hamming
1.0519599223621474e-9,1,1000,0.75,0,0.75,Hamming
1.0519599223621474e-9,10,1000,0.75,0,0.75,Hamming
1.0519599223621474e-9,100,1000,0.75,0,0.75,Hamming
1.0519599223621474e-9,1000,1000,0.75,0,0.75,Hamming
3.631153568041011e-4,1,1,0.75,0.05,0.75,Hamming
0.00123459155620316,10,1,0.75,0.05,0.75,Hamming
0.00301397485706258,100,1,0.75,0.05,0.75,Hamming
0.00612167075740977,1000,1,0.75,0.05,0.75,Hamming
1.644701429508575e-6,1,10,0.75,0.05,0.75,Hamming
8.163824890195148e-6,10,10,0.75,0.05,0.75,Hamming
2.8524741652120095e-5,100,10,0.75,0.05,0.75,Hamming
8.020080082028171e-5,1000,10,0.75,0.05,0.75,Hamming
4.8232563957696024e-8,1,100,0.75,0.05,0.75,Hamming
2.7708559468548725e-7,10,100,0.75,0.05,0.75,Hamming
1.132737017792395e-6,100,100,0.75,0.05,0.75,Hamming
3.701580840668468e-6,1000,100,0.75,0.05,0.75,Hamming
2.967472996149231e-9,1,1000,0.75,0.05,0.75,Hamming
1.8605432135505352e-8,10,1000,0.75,0.05,0.75,Hamming
8.41121204802709e-8,100,1000,0.75,0.05,0.75,Hamming
3.037601069367272e-7,1000,1000,0.75,0.05,0.75,Hamming
7.600716012053992e-4,1,1,0.75,0.1,0.75,Hamming
0.00337843028328442,10,1,0.75,0.1,0.75,Hamming
0.00978437364770935,100,1,0.75,0.1,0.75,Hamming
0.02188734623460717,1000,1,0.75,0.1,0.75,Hamming
4.179510892940485e-6,1,10,0.75,0.1,0.75,Hamming
2.8143576523034704e-5,10,10,0.75,0.1,0.75,Hamming
1.2988403653060442e-4,100,10,0.75,0.1,0.75,Hamming
4.488066326746017e-4,1000,10,0.75,0.1,0.75,Hamming
