wp,n,k,p,q,r,score_method
0.00169889998229895,1,10,0.75,0.45,0.75,Hamming
0.01537025225557917,10,10,0.75,0.45,0.75,Hamming
0.09598694362034324,100,10,0.75,0.45,0.75,Hamming
0.32013554276692907,1000,10,0.75,0.45,0.75,Hamming
9.13565324306214e-5,1,100,0.75,0.45,0.75,Hamming
8.994826607950989e-4,10,100,0.75,0.45,0.75,Hamming
0.0080445097385619,100,100,0.75,0.45,0.75,Hamming
0.05188212610594096,1000,100,0.75,0.45,0.75,Hamming
7.476485763993931e-6,1,1000,0.75,0.45,0.75,Hamming
7.452919849878005e-5,10,1000,0.75,0.45,0.75,Hamming
7.252030671310029e-4,100,1000,0.75,0.45,0.75,Hamming
0.00620877963215099,1000,1000,0.75,0.45,0.75,Hamming
0.09126654476689793,1,1,0.75,0.5,0.75,Hamming
0.3815534509004261,10,1,0.75,0.5,0.75,Hamming
0.7212702341381888,100,1,0.75,0.5,0.75,Hamming
0.9059419613234816,1000,1,0.75,0.5,0.75,Hamming
0.00369098860659203,1,10,0.75,0.5,0.75,Hamming
0.03283271939160589,10,10,0.75,0.5,0.75,Hamming
0.1873568674892888,100,10,0.75,0.5,0.75,Hamming
0.5160047397479192,1000,10,0.75,0.5,0.75,Hamming
2.2085952706213017e-4,1,100,0.75,0.5,0.75,Hamming
0.00217468640978314,10,100,0.75,0.5,0.75,Hamming
0.01932437847095553,100,100,0.75,0.5,0.75,Hamming
0.11721942738649788,1000,100,0.75,0.5,0.75,Hamming
1.8903663054385084e-5,1,1000,0.75,0.5,0.75,Hamming
1.885407084972056e-4,10,1000,0.75,0.5,0.75,Hamming
0.00184089073988672,100,1000,0.75,0.5,0.75,Hamming
0.01579811973611591,1000,1000,0.75,0.5,0.75,Hamming
0.1419551611820452,1,1,0.75,0.55,0.75,Hamming
0.5158959064812404,10,1,0.75,0.55,0.75,Hamming
0.8367572507298426,100,1,0.75,0.55,0.75,Hamming
0.95951204496722,1000,1,0.75,0.55,0.75,Hamming
0.00782297965609713,1,10,0.75,0.55,0.75,Hamming
0.06735877767621605,10,10,0.75,0.55,0.75,Hamming
0.3325765146690826,100,10,0.75,0.55,0.75,Hamming
0.71884987457205,1000,10,0.75,0.55,0.75,Hamming
5.268981300036835e-4,1,100,0.75,0.55,0.75,Hamming
0.00517682343855292,10,100,0.75,0.55,0.75,Hamming
0.04500996746940586,100,100,0.75,0.55,0.75,Hamming
0.24296501263805204,1000,100,0.75,0.55,0.75,Hamming
4.734741625308488e-5,1,1000,0.75,0.55,0.75,Hamming
4.72267480444991e-4,10,1000,0.75,0.55,0.75,Hamming
0.00461098038380199,100,1000,0.75,0.55,0.75,Hamming
0.0389992363404464,1000,1000,0.75,0.55,0.75,Hamming
0.21202957483350973,1,1,0.75,0.6000000000000001,0.75,Hamming
0.6521404733128868,10,1,0.75,0.6000000000000001,0.75,Hamming
0.9157377839146608,100,1,0.75,0.6000000000000001,0.75,Hamming
0.984841239352916,1000,1,0.75,0.6000000000000001,0.75,Hamming
0.01613293659350301,1,10,0.75,0.6000000000000001,0.75,Hamming
0.13116010644198306,10,10,0.75,0.6000000000000001,0.75,Hamming
0.5231710494063317,100,10,0.75,0.6000000000000001,0.75,Hamming
0.8709051264163429,1000,10,0.75,0.6000000000000001,0.75,Hamming
0.00124001393256164,1,100,0.75,0.6000000000000001,0.75,Hamming
0.01211509188124763,10,100,0.75,0.6000000000000001,0.75,Hamming
0.10047746161856776,100,100,0.75,0.6000000000000001,0.75,Hamming
0.44396603114870214,1000,100,0.75,0.6000000000000001,0.75,Hamming
1.1755807289822236e-4,1,1000,0.75,0.6000000000000001,0.75,Hamming
0.00117211085970894,10,1000,0.75,0.6000000000000001,0.75,Hamming
0.01139520272985822,100,1000,0.75,0.6000000000000001,0.75,Hamming
0.09248965214382292,1000,1000,0.75,0.6000000000000001,0.75,Hamming
0.3034118666268308,1,1,0.75,0.65,0.75,Hamming
0.7731989840401121,10,1,0.75,0.65,0.75,Hamming
0.9612708182718918,100,1,0.75,0.65,0.75,Hamming
0.994864779588423,1000,1,0.75,0.65,0.75,Hamming
0.03225862318148896,1,10,0.75,0.65,0.75,Hamming
0.2379420959361242,10,10,0.75,0.65,0.75,Hamming
0.7158487460529863,100,10,0.75,0.65,0.75,Hamming
0.9514815883191016,1000,10,0.75,0.65,0.75,Hamming
0.00287702271355013,1,100,0.75,0.65,0.75,Hamming
0.02776615471886735,10,100,0.75,0.65,0.75,Hamming
0.20955577478099752,100,100,0.75,0.65,0.75,Hamming
0.6800815942152783,1000,100,0.75,0.65,0.75,Hamming
2.8956956935259485e-4,1,1000,0.75,0.65,0.75,Hamming
0.00288366214105046,10,1000,0.75,0.65,0.75,Hamming
0.02770658257761104,100,1000,0.75,0.65,0.75,Hamming
0.2051905290276755,1000,1000,0.75,0.65,0.75,Hamming
0.4149410339548375,1,1,0.75,0.7000000000000001,0.75,Hamming
0.8664390077831678,10,1,0.75,0.7000000000000001,0.75,Hamming
0.9836195938311428,100,1,0.75,0.7000000000000001,0.75,Hamming
0.9983034939145116,1000,1,0.75,0.7000000000000001,0.75,Hamming
0.06224969392274157,1,10,0.75,0.7000000000000001,0.75,Hamming
0.3922860261633792,10,10,0.75,0.7000000000000001,0.75,Hamming
0.8583941268472735,100,10,0.75,0.7000000000000001,0.75,Hamming
0.983334649939885,1000,10,0.75,0.7000000000000001,0.75,Hamming
0.00657369790495081,1,100,0.75,0.7000000000000001,0.75,Hamming
0.06176346737133286,10,100,0.75,0.7000000000000001,0.75,Hamming
0.3892021553075729,100,100,0.75,0.7000000000000001,0.75,Hamming
0.8579565483759749,1000,100,0.75,0.7000000000000001,0.75,Hamming
7.082457820642648e-4,1,1000,0.75,0.7000000000000001,0.75,Hamming
0.00703137885167752,10,1000,0.75,0.7000000000000001,0.75,Hamming
0.06562222592393677,100,1000,0.75,0.7000000000000001,0.75,Hamming
0.40118339386113033,1000,1000,0.75,0.7000000000000001,0.75,Hamming
0.5410123557745883,1,1,0.75,0.75,0.75,Hamming
0.92839861651184,10,1,0.75,0.75,0.75,Hamming
0.9932124776328146,100,1,0.75,0.75,0.75,Hamming
0.9993873050619764,1000,1,0.75,0.75,0.75,Hamming
0.11520110472638231,1,10,0.75,0.75,0.75,Hamming
0.5738385960284609,10,10,0.75,0.75,0.75,Hamming
0.9363971800886408,100,10,0.75,0.75,0.75,Hamming
0.9939112087497436,1000,10,0.75,0.75,0.75,Hamming
0.01476562912509002,1,100,0.75,0.75,0.75,Hamming
0.1306688771632908,10,100,0.75,0.75,0.75,Hamming
0.6056915526532853,100,100,0.75,0.75,0.75,Hamming
0.9426636892040524,1000,100,0.75,0.75,0.75,Hamming
0.00172186343527405,1,1000,0.75,0.75,0.75,Hamming
0.01695297712236966,10,1000,0.75,0.75,0.75,Hamming
0.1469230566483908,100,1000,0.75,0.75,0.75,Hamming
0.6332479550854285,1000,1000,0.75,0.75,0.75,Hamming
0.6711572927989523,1,1,0.75,0.8,0.75,Hamming
0.964098700057764,10,1,0.75,0.8,0.75,Hamming
0.9969714374513085,100,1,0.75,0.8,0.75,Hamming
0.9997213070262172,1000,1,0.75,0.8,0.75,Hamming
0.20273022680438005,1,10,0.75,0.8,0.75,Hamming
0.7390212178580553,10,10,0.75,0.8,0.75,Hamming
0.9706952816015152,100,10,0.75,0.8,0.75,Hamming
0.9972221209962728,1000,10,0.75,0.8,0.75,Hamming
0.03250810919711505,1,100,0.75,0.8,0.75,Hamming
0.25254671878771223,10,100,0.75,0.8,0.75,Hamming
0.7765221399139404,100,100,0.75,0.8,0.75,Hamming
0.9730888381944398,1000,100,0.75,0.8,0.75,Hamming
0.00416622811510448,1,1000,0.75,0.8,0.75,Hamming
0.04001811261423443,10,1000,0.75,0.8,0.75,Hamming
0.2888512336841574,100,1000,0.75,0.8,0.75,Hamming
0.7924451832818183,1000,1000,0.75,0.8,0.75,Hamming
0.7914575652938247,1,1,0.75,0.8500000000000001,0.75,Hamming
0.9822325733853492,10,1,0.75,0.8500000000000001,0.75,Hamming
0.998361163701056,100,1,0.75,0.8500000000000001,0.75,Hamming
0.9998159776322112,1000,1,0.75,0.8500000000000001,0.75,Hamming
0.335395274362575,1,10,0.75,0.8500000000000001,0.75,Hamming
0.8538630799307454,10,10,0.75,0.8500000000000001,0.75,Hamming
0.9839804895523908,100,10,0.75,0.8500000000000001,0.75,Hamming
0.9981653376225272,1000,10,0.75,0.8500000000000001,0.75,Hamming
0.06980443930035768,1,100,0.75,0.8500000000000001,0.75,Hamming
0.4213485677174936,10,100,0.75,0.8500000000000001,0.75,Hamming
0.86761311320784,100,100,0.75,0.8500000000000001,0.75,Hamming
0.982182259397948,1000,100,0.75,0.8500000000000001,0.75,Hamming
0.01004828416700687,1,1000,0.75,0.8500000000000001,0.75,Hamming
0.08942907039020676,10,1000,0.75,0.8500000000000001,0.75,Hamming
0.4529943538775846,100,1000,0.75,0.8500000000000001,0.75,Hamming
0.8582448932402843,1000,1000,0.75,0.8500000000000001,0.75,Hamming
0.8882064373365977,1,1,0.75,0.9,0.75,Hamming
0.9904968728603952,10,1,0.75,0.9,0.75,Hamming
0.9987691298285394,100,1,0.75,0.9,0.75,Hamming
0.999799578929594,1000,1,0.75,0.9,0.75,Hamming
0.5138094906133294,1,10,0.75,0.9,0.75,Hamming
0.9167746970049756,10,10,0.75,0.9,0.75,Hamming
0.9879800240775256,100,10,0.75,0.9,0.75,Hamming
0.9980059127542928,1000,10,0.75,0.9,0.75,Hamming
0.14494548860783915,1,100,0.75,0.9,0.75,Hamming
0.5853770727386948,10,100,0.75,0.9,0.75,Hamming
0.9004891704998605,100,100,0.75,0.9,0.75,Hamming
0.9809732230869318,1000,100,0.75,0.9,0.75,Hamming
0.02420432852964381,1,1000,0.75,0.9,0.75,Hamming
0.17423568364404238,10,1000,0.75,0.9,0.75,Hamming
0.5581151547494083,100,1000,0.75,0.9,0.75,Hamming
0.860153470056406,1000,1000,0.75,0.9,0.75,Hamming
0.9529571416472604,1,1,0.75,0.95,0.75,Hamming
0.9935284235439484,10,1,0.75,0.95,0.75,Hamming
0.9984553643667388,100,1,0.75,0.95,0.75,Hamming
0.9995732186003627,1000,1,0.75,0.95,0.75,Hamming
0.7153320196478763,1,10,0.75,0.95,0.75,Hamming
0.9422085997701548,10,10,0.75,0.95,0.75,Hamming
0.9851337560101736,100,10,0.75,0.95,0.75,Hamming
0.995792766255611,1000,10,0.75,0.95,0.75,Hamming
0.28654286429564096,1,100,0.75,0.95,0.75,Hamming
0.6825795563819784,10,100,0.75,0.95,0.75,Hamming
0.8861382892143201,100,100,0.75,0.95,0.75,Hamming
0.9625587088635034,1000,100,0.75,0.95,0.75,Hamming
0.058371076441109,1,1000,0.75,0.95,0.75,Hamming
0.2603406421560007,10,1000,0.75,0.95,0.75,Hamming
0.5516880535861237,100,1000,0.75,0.95,0.75,Hamming
0.7833552613497636,1000,1000,0.75,0.95,0.75,Hamming
0.9864248244452144,1,1,0.75,1,0.75,Hamming
0.9864248244452144,10,1,0.75,1,0.75,Hamming
0.9864248244452144,100,1,0.75,1,0.75,Hamming
0.9864248244452144,1000,1,0.75,1,0.75,Hamming
0.8883365447424684,1,10,0.75,1,0.75,Hamming
0.8883365447424684,10,10,0.75,1,0.75,Hamming
0.8883365447424684,100,10,0.75,1,0.75,Hamming
0.8883365447424684,1000,10,0.75,1,0.75,Hamming
0.5232767614791533,1,100,0.75,1,0.75,Hamming
0.5232767614791533,10,100,0.75,1,0.75,Hamming
0.5232767614791533,100,100,0.75,1,0.75,Hamming
0.5232767614791533,1000,100,0.75,1,0.75,Hamming
0.14130650660437763,1,1000,0.75,1,0.75,Hamming
0.14130650660437763,10,1000,0.75,1,0.75,Hamming
0.14130650660437763,100,1000,0.75,1,0.75,Hamming
0.14130650660437763,1000,1000,0.75,1,0.75,Hamming
1.0177552031279711e-4,1,1,0.75,0,0.8,Hamming
1.0177552031279711e-4,10,1,0.75,0,0.8,Hamming
1.0177552031279711e-4,100,1,0.75,0,0.8,Hamming
1.0177552031279711e-4,1000,1,0.75,0,0.8,Hamming
8.56673537603739e-7,1,10,0.75,0,0.8,Hamming
8.56673537603739e-7,10,10,0.75,0,0.8,Hamming
8.56673537603739e-7,100,10,0.75,0,0.8,Hamming
8.56673537603739e-7,1000,10,0.75,0,0.8,Hamming
4.227836454889073e-8,1,100,0.75,0,0.8,Hamming
4.227836454889073e-8,10,100,0.75,0,0.8,Hamming
4.227836454889073e-8,100,100,0.75,0,0.8,Hamming
4.227836454889073e-8,1000,100,0.75,0,0.8,Hamming
3.968119949367952e-9,1,1000,0.75,0,0.8,Hamming
3.968119949367952e-9,10,1000,0.75,0,0.8,Hamming
3.968119949367952e-9,100,1000,0.75,0,0.8,Hamming
3.968119949367952e-9,1000,1000,0.75,0,0.8,Hamming
2.0908958376438116e-4,1,1,0.75,0.05,0.8,Hamming
7.132157419991005e-4,10,1,0.75,0.05,0.8,Hamming
0.00175298069476507,100,1,0.75,0.05,0.8,Hamming
0.00359598470959942,1000,1,0.75,0.05,0.8,Hamming
1.9559933213015744e-6,1,10,0.75,0.05,0.8,Hamming
9.068104223903974e-6,10,10,0.75,0.05,0.8,Hamming
2.9677421704032656e-5,100,10,0.75,0.05,0.8,Hamming
7.887728902402418e-5,1000,10,0.75,0.05,0.8,Hamming
9.959014686514127e-8,1,100,0.75,0.05,0.8,Hamming
5.241054221694701e-7,10,100,0.75,0.05,0.8,Hamming
1.9536461275644517e-6,100,100,0.75,0.05,0.8,Hamming
5.865079502130434e-6,1000,100,0.75,0.05,0.8,Hamming
9.413240518324005e-9,1,1000,0.75,0.05,0.8,Hamming
5.371240786073161e-8,10,1000,0.75,0.05,0.8,Hamming
2.182910758509303e-7,100,1000,0.75,0.05,0.8,Hamming
7.135496414059874e-7,1000,1000,0.75,0.05,0.8,Hamming
4.2124318808668e-4,1,1,0.75,0.1,0.8,Hamming
0.00190031336077667,10,1,0.75,0.1,0.8,Hamming
0.005623809556764,100,1,0.75,0.1,0.8,Hamming
0.01290579576591833,1000,1,0.75,0.1,0.8,Hamming
4.4179111162371326e-6,1,10,0.75,0.1,0.8,Hamming
2.8061149780342983e-5,10,10,0.75,0.1,0.8,Hamming
1.2096051306075074e-4,100,10,0.75,0.1,0.8,Hamming
3.9366719604346905e-4,1000,10,0.75,0.1,0.8,Hamming
2.3239959865721145e-7,1,100,0.75,0.1,0.8,Hamming
1.6697460059663443e-6,10,100,0.75,0.1,0.8,Hamming
8.469639862970918e-6,100,100,0.75,0.1,0.8,Hamming
3.25010987384187e-5,1000,100,0.75,0.1,0.8,Hamming
2.2333640948699322e-8,1,1000,0.75,0.1,0.8,Hamming
1.72276198687871e-7,10,1000,0.75,0.1,0.8,Hamming
9.697761993866847e-7,100,1000,0.75,0.1,0.8,Hamming
4.15895910650271e-6,1000,1000,0.75,0.1,0.8,Hamming
8.318432174695993e-4,1,1,0.75,0.15000000000000002,0.8,Hamming
0.00433478963740489,10,1,0.75,0.15000000000000002,0.8,Hamming
0.0141375822188869,100,1,0.75,0.15000000000000002,0.8,Hamming
0.03390908743360755,1000,1,0.75,0.15000000000000002,0.8,Hamming
9.872568565740234e-6,1,10,0.75,0.15000000000000002,0.8,Hamming
7.325592469458906e-5,10,10,0.75,0.15000000000000002,0.8,Hamming
3.738167170253658e-4,100,10,0.75,0.15000000000000002,0.8,Hamming
0.00137877143576279,1000,10,0.75,0.15000000000000002,0.8,Hamming
5.373183477271769e-7,1,100,0.75,0.15000000000000002,0.8,Hamming
4.4510529928014975e-6,10,100,0.75,0.15000000000000002,0.8,Hamming
2.72663665278076e-5,100,100,0.75,0.15000000000000002,0.8,Hamming
1.2311810213364214e-4,1000,100,0.75,0.15000000000000002,0.8,Hamming
5.249019776759205e-8,1,1000,0.75,0.15000000000000002,0.8,Hamming
4.601775575044378e-7,10,1000,0.75,0.15000000000000002,0.8,Hamming
3.1448835733459335e-6,100,1000,0.75,0.15000000000000002,0.8,Hamming
1.619592118333232e-5,1000,1000,0.75,0.15000000000000002,0.8,Hamming
0.00160918070850289,1,1,0.75,0.2,0.8,Hamming
0.00908306891850103,10,1,0.75,0.2,0.8,Hamming
0.03100506397433738,100,1,0.75,0.2,0.8,Hamming
0.07448891708800318,1000,1,0.75,0.2,0.8,Hamming
2.1830094343551332e-5,1,10,0.75,0.2,0.8,Hamming
1.7682364359294808e-4,10,10,0.75,0.2,0.8,Hamming
0.00100864435739671,100,10,0.75,0.2,0.8,Hamming
0.00402962416483519,1000,10,0.75,0.2,0.8,Hamming
1.2313129972986871e-6,1,100,0.75,0.2,0.8,Hamming
1.0986203022739651e-5,10,100,0.75,0.2,0.8,Hamming
7.627245375681442e-5,100,100,0.75,0.2,0.8,Hamming
3.869853085781622e-4,1000,100,0.75,0.2,0.8,Hamming
1.2225324614933754e-7,1,1000,0.75,0.2,0.8,Hamming
1.1396542429432249e-6,10,1000,0.75,0.2,0.8,Hamming
8.819324459224407e-6,100,1000,0.75,0.2,0.8,Hamming
5.1992440330495834e-5,1000,1000,0.75,0.2,0.8,Hamming
0.00304727679046355,1,1,0.75,0.25,0.8,Hamming
0.0179137277530834,10,1,0.75,0.25,0.8,Hamming
0.06159686975928005,100,1,0.75,0.25,0.8,Hamming
0.1433557983647967,1000,1,0.75,0.25,0.8,Hamming
4.7766326873567144e-5,1,10,0.75,0.25,0.8,Hamming
4.076829547154029e-4,10,10,0.75,0.25,0.8,Hamming
0.00250368713811994,100,10,0.75,0.25,0.8,Hamming
0.01047131954838992,1000,10,0.75,0.25,0.8,Hamming
2.7977719656945716e-6,1,100,0.75,0.25,0.8,Hamming
2.6013634422323005e-5,10,100,0.75,0.25,0.8,Hamming
1.967034831959387e-4,100,100,0.75,0.25,0.8,Hamming
0.00108625360504211,1000,100,0.75,0.25,0.8,Hamming
2.822742284741388e-7,1,1000,0.75,0.25,0.8,Hamming
2.714610152994527e-6,10,1000,0.75,0.25,0.8,Hamming
2.278632141074115e-5,100,1000,0.75,0.25,0.8,Hamming
1.4864407303487296e-4,1000,1000,0.75,0.25,0.8,Hamming
0.00564397087110432,1,1,0.75,0.30000000000000004,0.8,Hamming
0.03358613687279971,10,1,0.75,0.30000000000000004,0.8,Hamming
0.11260358603771072,100,1,0.75,0.30000000000000004,0.8,Hamming
0.24664886520441293,1000,1,0.75,0.30000000000000004,0.8,Hamming
1.0342661071293965e-4,1,10,0.75,0.30000000000000004,0.8,Hamming
9.1119656320915e-4,10,10,0.75,0.30000000000000004,0.8,Hamming
0.00585943765305381,100,10,0.75,0.30000000000000004,0.8,Hamming
0.02489586606875896,1000,10,0.75,0.30000000000000004,0.8,Hamming
6.305734016075115e-6,1,100,0.75,0.30000000000000004,0.8,Hamming
6.004164999477267e-5,10,100,0.75,0.30000000000000004,0.8,Hamming
4.814044144343308e-4,100,100,0.75,0.30000000000000004,0.8,Hamming
0.00282202579647456,1000,100,0.75,0.30000000000000004,0.8,Hamming
6.463692875985976e-7,1,1000,0.75,0.30000000000000004,0.8,Hamming
6.31857720102519e-6,10,1000,0.75,0.30000000000000004,0.8,Hamming
5.595139930278118e-5,100,1000,0.75,0.30000000000000004,0.8,Hamming
3.9400549323442266e-4,1000,1000,0.75,0.30000000000000004,0.8,Hamming
0.01021332263496839,1,1,0.75,0.35000000000000003,0.8,Hamming
0.06007436492329758,10,1,0.75,0.35000000000000003,0.8,Hamming
0.19054310604046845,100,1,0.75,0.35000000000000003,0.8,Hamming
0.3830199571357033,1000,1,0.75,0.35000000000000003,0.8,Hamming
2.2159423427264797e-4,1,10,0.75,0.35000000000000003,0.8,Hamming
0.00198892758708049,10,10,0.75,0.35000000000000003,0.8,Hamming
0.01308776120702988,100,10,0.75,0.35000000000000003,0.8,Hamming
0.05482284852444842,1000,10,0.75,0.35000000000000003,0.8,Hamming
1.4103251880614614e-5,1,100,0.75,0.35000000000000003,0.8,Hamming
1.361848261642857e-4,10,100,0.75,0.35000000000000003,0.8,Hamming
0.0011360706538493,100,100,0.75,0.35000000000000003,0.8,Hamming
0.00691933211282862,1000,100,0.75,0.35000000000000003,0.8,Hamming
1.4684732602580456e-6,1,1000,0.75,0.35000000000000003,0.8,Hamming
1.4482325574522316e-5,10,1000,0.75,0.35000000000000003,0.8,Hamming
1.328266681717404e-4,100,1000,0.75,0.35000000000000003,0.8,Hamming
9.900809753800386e-4,1000,1000,0.75,0.35000000000000003,0.8,Hamming
0.01803475033507954,1,1,0.75,0.4,0.8,Hamming
0.10250093568901196,10,1,0.75,0.4,0.8,Hamming
0.29877123020785906,100,1,0.75,0.4,0.8,Hamming
0.5398373411762611,1000,1,0.75,0.4,0.8,Hamming
4.697104273191954e-4,1,10,0.75,0.4,0.8,Hamming
0.00425516105038555,10,10,0.75,0.4,0.8,Hamming
0.02804132293654879,100,10,0.75,0.4,0.8,Hamming
0.1120349361893764,1000,10,0.75,0.4,0.8,Hamming
3.131522521051088e-5,1,100,0.75,0.4,0.8,Hamming
3.0491043269151736e-4,10,100,0.75,0.4,0.8,Hamming
0.00260951496019306,100,100,0.75,0.4,0.8,Hamming
0.01617996923976452,1000,100,0.75,0.4,0.8,Hamming
3.3114219171130704e-6,1,1000,0.75,0.4,0.8,Hamming
3.281738276742449e-5,10,1000,0.75,0.4,0.8,Hamming
3.079631478976579e-4,100,1000,0.75,0.4,0.8,Hamming
0.0023914972118117,1000,1000,0.75,0.4,0.8,Hamming
0.03102816897538948,1,1,0.75,0.45,0.8,Hamming
0.16641512492762686,10,1,0.75,0.45,0.8,Hamming
0.4336350421688482,100,1,0.75,0.45,0.8,Hamming
0.6946097919611155,1000,1,0.75,0.45,0.8,Hamming
9.847405305044978e-4,1,10,0.75,0.45,0.8,Hamming
0.00893424233436986,10,10,0.75,0.45,0.8,Hamming
0.05760792211693813,100,10,0.75,0.45,0.8,Hamming
0.2111344895956802,1000,10,0.75,0.45,0.8,Hamming
6.906414454941111e-5,1,100,0.75,0.45,0.8,Hamming
6.756539403464623e-4,10,100,0.75,0.45,0.8,Hamming
0.00586579310066044,100,100,0.75,0.45,0.8,Hamming
0.03622931109454289,1000,100,0.75,0.45,0.8,Hamming
7.415277064365022e-6,1,1000,0.75,0.45,0.8,Hamming
7.368904735120227e-5,10,1000,0.75,0.45,0.8,Hamming
7.017192820082165e-4,100,1000,0.75,0.45,0.8,Hamming
0.00560003595527632,1000,1000,0.75,0.45,0.8,Hamming
0.05191794777022562,1,1,0.75,0.5,0.8,Hamming
0.25603549499974543,10,1,0.75,0.5,0.8,Hamming
0.5820659289522063,100,1,0.75,0.5,0.8,Hamming
0.823519278957284,1000,1,0.75,0.5,0.8,Hamming
0.00204094650682003,1,10,0.75,0.5,0.8,Hamming
0.01839790744169343,10,10,0.75,0.5,0.8,Hamming
0.11281748893292104,100,10,0.75,0.5,0.8,Hamming
0.3619407100100191,1000,10,0.75,0.5,0.8,Hamming
1.5137009095621338e-4,1,100,0.75,0.5,0.8,Hamming
0.00148418764506413,10,100,0.75,0.5,0.8,Hamming
0.0129373529127932,100,100,0.75,0.5,0.8,Hamming
0.07753025732036405,1000,100,0.75,0.5,0.8,Hamming
1.6497758691311505e-5,1,1000,0.75,0.5,0.8,Hamming
1.6419435094936643e-4,10,1000,0.75,0.5,0.8,Hamming
0.00157755914065759,100,1000,0.75,0.5,0.8,Hamming
0.01277427437091912,1000,1000,0.75,0.5,0.8,Hamming
0.08430486140914158,1,1,0.75,0.55,0.8,Hamming
0.3714574152045465,10,1,0.75,0.55,0.8,Hamming
0.7237949584032681,100,1,0.75,0.55,0.8,Hamming
0.9126447158219828,1000,1,0.75,0.55,0.8,Hamming
0.00417880066187351,1,10,0.75,0.55,0.8,Hamming
0.03705433952444556,10,10,0.75,0.55,0.8,Hamming
0.2080209144098284,100,10,0.75,0.55,0.8,Hamming
0.5540292445433689,1000,10,0.75,0.55,0.8,Hamming
3.29895427233756e-4,1,100,0.75,0.55,0.8,Hamming
0.00323517141139408,10,100,0.75,0.55,0.8,Hamming
0.02799650802580082,100,100,0.75,0.55,0.8,Hamming
0.15707351591054336,1000,100,0.75,0.55,0.8,Hamming
3.648829902713519e-5,1,1000,0.75,0.55,0.8,Hamming
3.6342821206688614e-4,10,1000,0.75,0.55,0.8,Hamming
0.00350771328705769,100,1000,0.75,0.55,0.8,Hamming
0.02843077542923846,1000,1000,0.75,0.55,0.8,Hamming
0.13250668353052272,1,1,0.75,0.6000000000000001,0.8,Hamming
0.5058263027252765,10,1,0.75,0.6000000000000001,0.8,Hamming
0.8391256910250146,100,1,0.75,0.6000000000000001,0.8,Hamming
0.9631574611840908,1000,1,0.75,0.6000000000000001,0.8,Hamming
0.00844347865924729,1,10,0.75,0.6000000000000001,0.8,Hamming
0.07256366947191456,10,10,0.75,0.6000000000000001,0.8,Hamming
0.35396091382551664,100,10,0.75,0.6000000000000001,0.8,Hamming
0.7457508429555416,1000,10,0.75,0.6000000000000001,0.8,Hamming
7.154168683411611e-4,1,100,0.75,0.6000000000000001,0.8,Hamming
0.00700073734138676,10,100,0.75,0.6000000000000001,0.8,Hamming
0.05922767226678836,100,100,0.75,0.6000000000000001,0.8,Hamming
0.2951879446938946,1000,100,0.75,0.6000000000000001,0.8,Hamming
8.027785334946735e-5,1,1000,0.75,0.6000000000000001,0.8,Hamming
7.997481429848485e-4,10,1000,0.75,0.6000000000000001,0.8,Hamming
0.00772394541785138,100,1000,0.75,0.6000000000000001,0.8,Hamming
0.06158063259131872,1000,1000,0.75,0.6000000000000001,0.8,Hamming
0.20097279293395365,1,1,0.75,0.65,0.8,Hamming
0.644706266354887,10,1,0.75,0.65,0.8,Hamming
0.917947419121417,100,1,0.75,0.65,0.8,Hamming
0.9865530950102944,1000,1,0.75,0.65,0.8,Hamming
0.01680953376783405,1,10,0.75,0.65,0.8,Hamming
0.1366868066842823,10,10,0.75,0.65,0.8,Hamming
0.5414980117220419,100,10,0.75,0.65,0.8,Hamming
0.8856309471578142,1000,10,0.75,0.65,0.8,Hamming
0.0015450437284792,1,100,0.75,0.65,0.8,Hamming
0.01503388097148864,10,100,0.75,0.65,0.8,Hamming
0.1212654295450112,100,100,0.75,0.65,0.8,Hamming
0.4968343374661853,1000,100,0.75,0.65,0.8,Hamming
1.7582630582986227e-4,1,1000,0.75,0.65,0.8,Hamming
0.00175102011994852,10,1000,0.75,0.65,0.8,Hamming
0.01684316437099573,100,1000,0.75,0.65,0.8,Hamming
0.12856182181474124,1000,1000,0.75,0.65,0.8,Hamming
0.2930732024404559,1,1,0.75,0.7000000000000001,0.8,Hamming
0.769824797463859,10,1,0.75,0.7000000000000001,0.8,Hamming
0.96290104733706,100,1,0.75,0.7000000000000001,0.8,Hamming
0.995533392030056,1000,1,0.75,0.7000000000000001,0.8,Hamming
0.03289489924656506,1,10,0.75,0.7000000000000001,0.8,Hamming
0.24318782038939188,10,10,0.75,0.7000000000000001,0.8,Hamming
0.7288837024938556,100,10,0.75,0.7000000000000001,0.8,Hamming
0.9577425100694202,1000,10,0.75,0.7000000000000001,0.8,Hamming
0.00332620138526452,1,100,0.75,0.7000000000000001,0.8,Hamming
0.03197108290510601,10,100,0.75,0.7000000000000001,0.8,Hamming
0.2348994804876495,100,100,0.75,0.7000000000000001,0.8,Hamming
0.7169265259428921,1000,100,0.75,0.7000000000000001,0.8,Hamming
3.837263895355937e-4,1,1000,0.75,0.7000000000000001,0.8,Hamming
0.00381686865438596,10,1000,0.75,0.7000000000000001,0.8,Hamming
0.0362827756302924,100,1000,0.75,0.7000000000000001,0.8,Hamming
0.25251223868488826,1000,1000,0.75,0.7000000000000001,0.8,Hamming
0.4091930916886168,1,1,0.75,0.75,0.8,Hamming
0.8665047840542244,10,1,0.75,0.75,0.8,Hamming
