p,qE,qL,q_cutoff,eMaxScore,n,score_method
0.75,0.9,0.9,2.5,162.9477908121218,100,ESPN
0.75,0.9,0.9,2.5,168.99547898442412,1000,ESPN
0.75,0.9,0.9,2.5,173.1530614764558,10000,ESPN
0.75,0.95,0.9,2.5,136.00000000000009,1,ESPN
0.75,0.95,0.9,2.5,149.36270910351345,5,ESPN
0.75,0.95,0.9,2.5,153.55965209725122,10,ESPN
0.75,0.95,0.9,2.5,163.92356382624064,100,ESPN
0.75,0.95,0.9,2.5,169.66507965462105,1000,ESPN
0.75,0.95,0.9,2.5,173.50088694661198,10000,ESPN
0.75,1,0.9,2.5,137.60000000000008,1,ESPN
0.75,1,0.9,2.5,150.503234387425,5,ESPN
0.75,1,0.9,2.5,154.56536074742957,10,ESPN
0.75,1,0.9,2.5,164.50425756692425,100,ESPN
0.75,1,0.9,2.5,169.66540702003357,1000,ESPN
0.75,1,0.9,2.5,172.71403062287231,10000,ESPN
0.75,0.5,0.95,2.5,124.80000000000013,1,ESPN
0.75,0.5,0.95,2.5,135.6110619391477,5,ESPN
0.75,0.5,0.95,2.5,139.30602191256588,10,ESPN
0.75,0.5,0.95,2.5,150.43176697042637,100,ESPN
0.75,0.5,0.95,2.5,157.2944645198189,1000,ESPN
0.75,0.5,0.95,2.5,162.45983834034436,10000,ESPN
0.75,0.55,0.95,2.5,126.4000000000001,1,ESPN
0.75,0.55,0.95,2.5,137.18726123759484,5,ESPN
0.75,0.55,0.95,2.5,140.87186894349696,10,ESPN
0.75,0.55,0.95,2.5,151.97575082828098,100,ESPN
0.75,0.55,0.95,2.5,158.8023724583784,1000,ESPN
0.75,0.55,0.95,2.5,163.92970687647176,10000,ESPN
0.75,0.6,0.95,2.5,128.00000000000009,1,ESPN
0.75,0.6,0.95,2.5,138.7257040553848,5,ESPN
0.75,0.6,0.95,2.5,142.39072178008283,10,ESPN
0.75,0.6,0.95,2.5,153.4559902568787,100,ESPN
0.75,0.6,0.95,2.5,160.2223703083262,1000,ESPN
0.75,0.6,0.95,2.5,165.29170015404344,10000,ESPN
0.75,0.65,0.95,2.5,129.60000000000008,1,ESPN
0.75,0.65,0.95,2.5,140.2253808407736,5,ESPN
0.75,0.65,0.95,2.5,143.8615582829857,10,ESPN
0.75,0.65,0.95,2.5,154.87188031047893,100,ESPN
0.75,0.65,0.95,2.5,161.55374162375978,1000,ESPN
0.75,0.65,0.95,2.5,166.5449158802148,10000,ESPN
0.75,0.7,0.95,2.5,131.20000000000007,1,ESPN
0.75,0.7,0.95,2.5,141.68439019792964,5,ESPN
0.75,0.7,0.95,2.5,145.28237919575244,10,ESPN
0.75,0.7,0.95,2.5,156.22178788214012,100,ESPN
0.75,0.7,0.95,2.5,162.79423222313227,1000,ESPN
0.75,0.7,0.95,2.5,167.68624093889437,10000,ESPN
0.75,0.75,0.95,2.5,132.80000000000007,1,ESPN
0.75,0.75,0.95,2.5,143.09964786275393,5,ESPN
0.75,0.75,0.95,2.5,146.6499167202467,10,ESPN
0.75,0.75,0.95,2.5,157.50280215225794,100,ESPN
0.75,0.75,0.95,2.5,163.93972753006366,1000,ESPN
0.75,0.75,0.95,2.5,168.70978937120032,10000,ESPN
0.75,0.8,0.95,2.5,134.4000000000001,1,ESPN
0.75,0.8,0.95,2.5,144.4663062811681,5,ESPN
0.75,0.8,0.95,2.5,147.95905620477868,10,ESPN
0.75,0.8,0.95,2.5,158.71022074273944,100,ESPN
0.75,0.8,0.95,2.5,164.98361857255497,1000,ESPN
0.75,0.8,0.95,2.5,169.60570884947103,10000,ESPN
0.75,0.8500000000000001,0.95,2.5,136.00000000000009,1,ESPN
0.75,0.8500000000000001,0.95,2.5,145.77651477550927,5,ESPN
0.75,0.8500000000000001,0.95,2.5,149.20162560703807,10,ESPN
0.75,0.8500000000000001,0.95,2.5,159.83642113065093,100,ESPN
0.75,0.8500000000000001,0.95,2.5,165.9155753049319,1000,ESPN
0.75,0.8500000000000001,0.95,2.5,170.3576450759461,10000,ESPN
0.75,0.9,0.95,2.5,137.60000000000008,1,ESPN
0.75,0.9,0.95,2.5,147.01625027788958,5,ESPN
0.75,0.9,0.95,2.5,150.36338403664212,10,ESPN
0.75,0.9,0.95,2.5,160.86781008780343,100,ESPN
0.75,0.9,0.95,2.5,166.71877281596616,1000,ESPN
0.75,0.9,0.95,2.5,170.9366844673309,10000,ESPN
0.75,0.95,0.95,2.5,139.20000000000005,1,ESPN
0.75,0.95,0.95,2.5,148.15283432151938,5,ESPN
0.75,0.95,0.95,2.5,151.4120915686705,10,ESPN
0.75,0.95,0.95,2.5,161.7718159681878,100,ESPN
0.75,0.95,0.95,2.5,167.3600314321925,1000,ESPN
0.75,0.95,0.95,2.5,171.2812895568768,10000,ESPN
0.75,1,0.95,2.5,140.80000000000007,1,ESPN
0.75,1,0.95,2.5,148.85582113915717,5,ESPN
0.75,1,0.95,2.5,152.01584154534652,10,ESPN
0.75,1,0.95,2.5,162.13859677734817,100,ESPN
0.75,1,0.95,2.5,167.33810186083286,1000,ESPN
0.75,1,0.95,2.5,170.56712558654723,10000,ESPN
0.75,0.5,1,2.5,128.00000000000009,1,ESPN
0.75,0.5,1,2.5,133.69079079647707,5,ESPN
0.75,0.5,1,2.5,135.51594684903296,10,ESPN
0.75,0.5,1,2.5,140.13583556315433,100,ESPN
0.75,0.5,1,2.5,143.5135883059347,1000,ESPN
0.75,0.5,1,2.5,146.21377029494494,10000,ESPN
0.75,0.55,1,2.5,129.60000000000008,1,ESPN
0.75,0.55,1,2.5,135.25076590855042,5,ESPN
0.75,0.55,1,2.5,137.05399148302047,10,ESPN
0.75,0.55,1,2.5,141.59861795832794,100,ESPN
0.75,0.55,1,2.5,144.9020498285145,1000,ESPN
0.75,0.55,1,2.5,147.5290931629875,10000,ESPN
0.75,0.6,1,2.5,131.20000000000007,1,ESPN
0.75,0.6,1,2.5,136.75240206575296,5,ESPN
0.75,0.6,1,2.5,138.51537776820334,10,ESPN
0.75,0.6,1,2.5,142.94094635456486,100,ESPN
0.75,0.6,1,2.5,146.141695153169,1000,ESPN
0.75,0.6,1,2.5,148.6760733359327,10000,ESPN
0.75,0.65,1,2.5,132.80000000000007,1,ESPN
0.75,0.65,1,2.5,138.19288219384453,5,ESPN
0.75,0.65,1,2.5,139.89643262012075,10,ESPN
0.75,0.65,1,2.5,144.15751720532478,100,ESPN
0.75,0.65,1,2.5,147.22697830636645,1000,ESPN
0.75,0.65,1,2.5,149.64988270093704,10000,ESPN
0.75,0.7,1,2.5,134.40000000000006,1,ESPN
0.75,0.7,1,2.5,139.56697793748702,5,ESPN
0.75,0.7,1,2.5,141.19034010018143,10,ESPN
0.75,0.7,1,2.5,145.23839386886905,100,ESPN
0.75,0.7,1,2.5,148.14714859756324,1000,ESPN
0.75,0.7,1,2.5,150.4403838916818,10000,ESPN
0.75,0.75,1,2.5,136.00000000000006,1,ESPN
0.75,0.75,1,2.5,140.8659930507704,5,ESPN
0.75,0.75,1,2.5,142.38577665736835,10,ESPN
0.75,0.75,1,2.5,146.1671685107663,100,ESPN
0.75,0.75,1,2.5,148.8844356718213,1000,ESPN
0.75,0.75,1,2.5,151.03045151274,10000,ESPN
0.75,0.8,1,2.5,137.60000000000008,1,ESPN
0.75,0.8,1,2.5,142.0755487995897,5,ESPN
0.75,0.8,1,2.5,143.4640611289887,10,ESPN
0.75,0.8,1,2.5,146.91722948829914,100,ESPN
0.75,0.8,1,2.5,149.41035727652326,1000,ESPN
0.75,0.8,1,2.5,151.3923063566602,10000,ESPN
0.75,0.8500000000000001,1,2.5,139.20000000000007,1,ESPN
0.75,0.8500000000000001,1,2.5,143.17050304111206,5,ESPN
0.75,0.8500000000000001,1,2.5,144.39265887164896,10,ESPN
0.75,0.8500000000000001,1,2.5,147.44368778482817,100,ESPN
0.75,0.8500000000000001,1,2.5,149.67761874827056,1000,ESPN
0.75,0.8500000000000001,1,2.5,151.47876872502056,10000,ESPN
0.75,0.9,1,2.5,140.80000000000007,1,ESPN
0.75,0.9,1,2.5,144.10085301333703,5,ESPN
0.75,0.9,1,2.5,145.1073894028928,10,ESPN
0.75,0.9,1,2.5,147.66310543001384,100,ESPN
0.75,0.9,1,2.5,149.59813865637844,1000,ESPN
0.75,0.9,1,2.5,151.19771481601944,10000,ESPN
0.75,0.95,1,2.5,142.40000000000006,1,ESPN
0.75,0.95,1,2.5,144.73367360602916,5,ESPN
0.75,0.95,1,2.5,145.44198073965467,10,ESPN
0.75,0.95,1,2.5,147.38010804784295,100,ESPN
0.75,0.95,1,2.5,148.9532083923314,1000,ESPN
0.75,0.95,1,2.5,150.30617023156185,10000,ESPN
0.75,1,1,2.5,144.00000000000006,1,ESPN
0.75,1,1,2.5,144.00000000000006,5,ESPN
0.75,1,1,2.5,144.00000000000006,10,ESPN
0.75,1,1,2.5,144.00000000000006,100,ESPN
0.75,1,1,2.5,144.00000000000006,1000,ESPN
0.75,1,1,2.5,144.00000000000006,10000,ESPN
0.75,0.5,0.5,3.5,96.00000000000028,1,ESPN
0.75,0.5,0.5,3.5,122.18487280848112,5,ESPN
0.75,0.5,0.5,3.5,129.78978650035816,10,ESPN
0.75,0.5,0.5,3.5,145.93775181333615,100,ESPN
0.75,0.5,0.5,3.5,155.4459863392305,1000,ESPN
0.75,0.5,0.5,3.5,162.04613582059312,10000,ESPN
0.75,0.55,0.5,3.5,98.40000000000023,1,ESPN
0.75,0.55,0.5,3.5,124.5683169563599,5,ESPN
0.75,0.55,0.5,3.5,132.16369716480602,10,ESPN
0.75,0.55,0.5,3.5,148.2633291153693,100,ESPN
0.75,0.55,0.5,3.5,157.69786394359036,1000,ESPN
0.75,0.55,0.5,3.5,164.20309593170512,10000,ESPN
0.75,0.6,0.5,3.5,100.80000000000022,1,ESPN
0.75,0.6,0.5,3.5,126.9227140482602,5,ESPN
0.75,0.6,0.5,3.5,134.49566369924744,10,ESPN
0.75,0.6,0.5,3.5,150.49936416725112,100,ESPN
0.75,0.6,0.5,3.5,159.81240559502513,1000,ESPN
0.75,0.6,0.5,3.5,166.18003556548456,10000,ESPN
0.75,0.65,0.5,3.5,103.20000000000022,1,ESPN
0.75,0.65,0.5,3.5,129.24801935721672,5,ESPN
0.75,0.65,0.5,3.5,136.78562489335985,10,ESPN
0.75,0.65,0.5,3.5,152.64536126560975,100,ESPN
0.75,0.65,0.5,3.5,161.78748461211387,1000,ESPN
0.75,0.65,0.5,3.5,167.9721626597171,10000,ESPN
0.75,0.7,0.5,3.5,105.6000000000002,1,ESPN
0.75,0.7,0.5,3.5,131.54408318244808,5,ESPN
0.75,0.7,0.5,3.5,139.03329948222822,10,ESPN
0.75,0.7,0.5,3.5,154.69964909652114,100,ESPN
0.75,0.7,0.5,3.5,163.61770286186916,1000,ESPN
0.75,0.7,0.5,3.5,169.56853004028352,10000,ESPN
0.75,0.75,0.5,3.5,108.0000000000002,1,ESPN
0.75,0.75,0.5,3.5,133.81064696146706,5,ESPN
0.75,0.75,0.5,3.5,141.2381757703201,10,ESPN
0.75,0.75,0.5,3.5,156.6592180012472,100,ESPN
0.75,0.75,0.5,3.5,165.29336561720308,1000,ESPN
0.75,0.75,0.5,3.5,170.9493665564895,10000,ESPN
0.75,0.8,0.5,3.5,110.4000000000002,1,ESPN
0.75,0.8,0.5,3.5,136.04733663092085,5,ESPN
0.75,0.8,0.5,3.5,143.3994931963564,10,ESPN
0.75,0.8,0.5,3.5,158.5194177976902,100,ESPN
0.75,0.8,0.5,3.5,166.79821405895154,1000,ESPN
0.75,0.8,0.5,3.5,172.08056225335383,10000,ESPN
0.75,0.8500000000000001,0.5,3.5,112.80000000000018,1,ESPN
0.75,0.8500000000000001,0.5,3.5,138.25365228055102,5,ESPN
0.75,0.8500000000000001,0.5,3.5,145.51621324905437,10,ESPN
0.75,0.8500000000000001,0.5,3.5,160.27342637252312,100,ESPN
0.75,0.8500000000000001,0.5,3.5,168.10354366327823,1000,ESPN
0.75,0.8500000000000001,0.5,3.5,172.90216534252022,10000,ESPN
0.75,0.9,0.5,3.5,115.20000000000016,1,ESPN
0.75,0.9,0.5,3.5,140.42892657089908,5,ESPN
0.75,0.9,0.5,3.5,147.5869268033371,10,ESPN
0.75,0.9,0.5,3.5,161.91098956165123,100,ESPN
0.75,0.9,0.5,3.5,169.1477298355539,1000,ESPN
0.75,0.9,0.5,3.5,173.3010434641086,10000,ESPN
0.75,0.95,0.5,3.5,117.60000000000014,1,ESPN
0.75,0.95,0.5,3.5,142.57064912820888,5,ESPN
0.75,0.95,0.5,3.5,149.60704832684326,10,ESPN
0.75,0.95,0.5,3.5,163.4064077165228,100,ESPN
0.75,0.95,0.5,3.5,169.7376006659001,1000,ESPN
0.75,0.95,0.5,3.5,173.01044386536802,10000,ESPN
0.75,1,0.5,3.5,120.00000000000011,1,ESPN
0.75,1,0.5,3.5,144.53689992427832,5,ESPN
0.75,1,0.5,3.5,151.36438293004372,10,ESPN
0.75,1,0.5,3.5,164.19957299649258,100,ESPN
0.75,1,0.5,3.5,167.99686063873753,1000,ESPN
0.75,1,0.5,3.5,168,10000,ESPN
0.75,0.5,0.55,3.5,98.40000000000023,1,ESPN
0.75,0.5,0.55,3.5,124.27528288517344,5,ESPN
0.75,0.5,0.55,3.5,131.67035221518773,10,ESPN
0.75,0.5,0.55,3.5,147.2611218191067,100,ESPN
0.75,0.5,0.55,3.5,156.41737517790736,1000,ESPN
0.75,0.5,0.55,3.5,162.7890615217705,10000,ESPN
0.75,0.55,0.55,3.5,100.80000000000022,1,ESPN
0.75,0.55,0.55,3.5,126.65828913676906,5,ESPN
0.75,0.55,0.55,3.5,134.0433103358315,10,ESPN
0.75,0.55,0.55,3.5,149.58256844581518,100,ESPN
0.75,0.55,0.55,3.5,158.6605943951736,1000,ESPN
0.75,0.55,0.55,3.5,164.93328636676137,10000,ESPN
0.75,0.6,0.55,3.5,103.20000000000024,1,ESPN
0.75,0.6,0.55,3.5,129.01153147234152,5,ESPN
0.75,0.6,0.55,3.5,136.37301332345925,10,ESPN
0.75,0.6,0.55,3.5,151.81098001228332,100,ESPN
0.75,0.6,0.55,3.5,160.76155524945216,1000,ESPN
0.75,0.6,0.55,3.5,166.89254104031602,10000,ESPN
0.75,0.65,0.55,3.5,105.60000000000022,1,ESPN
0.75,0.65,0.55,3.5,131.33495056826254,5,ESPN
0.75,0.65,0.55,3.5,138.659371432233,10,ESPN
0.75,0.65,0.55,3.5,153.94567869163362,100,ESPN
0.75,0.65,0.55,3.5,162.7176336615821,1000,ESPN
0.75,0.65,0.55,3.5,168.66158274446826,10000,ESPN
0.75,0.7,0.55,3.5,108.0000000000002,1,ESPN
0.75,0.7,0.55,3.5,133.62836947292138,5,ESPN
0.75,0.7,0.55,3.5,140.90204641340128,10,ESPN
0.75,0.7,0.55,3.5,155.98464186871556,100,ESPN
0.75,0.7,0.55,3.5,164.52249058594035,1000,ESPN
0.75,0.7,0.55,3.5,170.22872079836048,10000,ESPN
0.75,0.75,0.55,3.5,110.4000000000002,1,ESPN
0.75,0.75,0.55,3.5,135.89148848742371,5,ESPN
0.75,0.75,0.55,3.5,143.1004376272648,10,ESPN
0.75,0.75,0.55,3.5,157.92428912000062,100,ESPN
0.75,0.75,0.55,3.5,166.16473903360728,1000,ESPN
0.75,0.75,0.55,3.5,171.57312277331118,10000,ESPN
0.75,0.8,0.55,3.5,112.80000000000018,1,ESPN
0.75,0.8,0.55,3.5,138.12387652821025,5,ESPN
0.75,0.8,0.55,3.5,145.25365759857368,10,ESPN
0.75,0.8,0.55,3.5,159.75908768000428,100,ESPN
0.75,0.8,0.55,3.5,167.62490998835324,1000,ESPN
0.75,0.8,0.55,3.5,172.65938801560517,10000,ESPN
0.75,0.8500000000000001,0.55,3.5,115.20000000000016,1,ESPN
0.75,0.8500000000000001,0.55,3.5,140.32495773415474,5,ESPN
0.75,0.8500000000000001,0.55,3.5,147.36049327022255,10,ESPN
0.75,0.8500000000000001,0.55,3.5,161.48086093419053,100,ESPN
0.75,0.8500000000000001,0.55,3.5,168.86756378979646,1000,ESPN
0.75,0.8500000000000001,0.55,3.5,173.4263506983102,10000,ESPN
0.75,0.9,0.55,3.5,117.60000000000016,1,ESPN
0.75,0.9,0.55,3.5,142.49396395365324,5,ESPN
0.75,0.9,0.55,3.5,149.4192940795833,10,ESPN
0.75,0.9,0.55,3.5,163.07727549823892,100,ESPN
0.75,0.9,0.55,3.5,169.81614260732775,1000,ESPN
0.75,0.9,0.55,3.5,173.7597108385351,10000,ESPN
0.75,0.95,0.55,3.5,120.00000000000011,1,ESPN
0.75,0.95,0.55,3.5,144.6281878958959,5,ESPN
0.75,0.95,0.55,3.5,151.42498596034636,10,ESPN
0.75,0.95,0.55,3.5,164.51901032401878,100,ESPN
0.75,0.95,0.55,3.5,170.2485675900968,1000,ESPN
0.75,0.95,0.55,3.5,173.38624380591537,10000,ESPN
0.75,1,0.55,3.5,122.40000000000012,1,ESPN
0.75,1,0.55,3.5,146.5810777216845,5,ESPN
0.75,1,0.55,3.5,153.15601279682855,10,ESPN
0.75,1,0.55,3.5,165.20584325279034,100,ESPN
0.75,1,0.55,3.5,167.99863253769627,1000,ESPN
0.75,1,0.55,3.5,168,10000,ESPN
0.75,0.5,0.6,3.5,100.80000000000022,1,ESPN
0.75,0.5,0.6,3.5,126.11890989089316,5,ESPN
0.75,0.5,0.6,3.5,133.26847751635762,10,ESPN
0.75,0.5,0.6,3.5,148.31005583926898,100,ESPN
0.75,0.5,0.6,3.5,157.1623178346872,1000,ESPN
0.75,0.5,0.6,3.5,163.35253333645306,10000,ESPN
0.75,0.55,0.6,3.5,103.20000000000022,1,ESPN
0.75,0.55,0.6,3.5,128.5012201671755,5,ESPN
0.75,0.55,0.6,3.5,135.6401212173589,10,ESPN
0.75,0.55,0.6,3.5,150.6268581443685,100,ESPN
0.75,0.55,0.6,3.5,159.39696492498925,1000,ESPN
0.75,0.55,0.6,3.5,165.4854986273239,10000,ESPN
0.75,0.6,0.6,3.5,105.6000000000002,1,ESPN
0.75,0.6,0.6,3.5,130.85267021570905,5,ESPN
0.75,0.6,0.6,3.5,137.9667776757707,10,ESPN
0.75,0.6,0.6,3.5,152.84693107634462,100,ESPN
0.75,0.6,0.6,3.5,161.48484738694503,1000,ESPN
0.75,0.6,0.6,3.5,167.429551224452,10000,ESPN
0.75,0.65,0.6,3.5,108.00000000000018,1,ESPN
0.75,0.65,0.6,3.5,133.17317815826763,5,ESPN
0.75,0.65,0.6,3.5,140.24831545042028,10,ESPN
0.75,0.65,0.6,3.5,154.9693799304083,100,ESPN
0.75,0.65,0.6,3.5,163.42289843124746,1000,ESPN
0.75,0.65,0.6,3.5,169.17920627417695,10000,ESPN
0.75,0.7,0.6,3.5,110.40000000000018,1,ESPN
0.75,0.7,0.6,3.5,135.46252408695034,5,ESPN
0.75,0.7,0.6,3.5,142.48431273219836,10,ESPN
0.75,0.7,0.6,3.5,156.99176452313418,100,ESPN
0.75,0.7,0.6,3.5,165.20395296529222,1000,ESPN
0.75,0.7,0.6,3.5,170.72238509307917,10000,ESPN
0.75,0.75,0.6,3.5,112.80000000000015,1,ESPN
0.75,0.75,0.6,3.5,137.72034255694683,5,ESPN
0.75,0.75,0.6,3.5,144.6740370624051,10,ESPN
0.75,0.75,0.6,3.5,158.9098116740394,100,ESPN
0.75,0.75,0.6,3.5,166.8151715286082,1000,ESPN
0.75,0.75,0.6,3.5,172.03775742631703,10000,ESPN
0.75,0.8,0.6,3.5,115.20000000000016,1,ESPN
0.75,0.8,0.6,3.5,139.9461099649414,5,ESPN
0.75,0.8,0.6,3.5,146.8164097728386,10,ESPN
0.75,0.8,0.6,3.5,160.7168739229581,100,ESPN
0.75,0.8,0.6,3.5,168.23448072950788,1000,ESPN
0.75,0.8,0.6,3.5,173.0894236751027,10000,ESPN
0.75,0.8500000000000001,0.6,3.5,117.60000000000016,1,ESPN
0.75,0.8500000000000001,0.6,3.5,142.13912482495286,5,ESPN
0.75,0.8500000000000001,0.6,3.5,148.9099487670049,10,ESPN
0.75,0.8500000000000001,0.6,3.5,162.40294123981616,100,ESPN
0.75,0.8500000000000001,0.6,3.5,169.42167711841492,1000,ESPN
0.75,0.8500000000000001,0.6,3.5,173.8158450332779,10000,ESPN
0.75,0.9,0.6,3.5,120.00000000000014,1,ESPN
0.75,0.9,0.6,3.5,144.29844771697384,5,ESPN
0.75,0.9,0.6,3.5,150.95261911471647,10,ESPN
0.75,0.9,0.6,3.5,163.95236632646439,100,ESPN
0.75,0.9,0.6,3.5,170.29230134456043,1000,ESPN
0.75,0.9,0.6,3.5,174.102025256669,10000,ESPN
0.75,0.95,0.6,3.5,122.40000000000012,1,ESPN
0.75,0.95,0.6,3.5,146.42103003184906,5,ESPN
0.75,0.95,0.6,3.5,152.93855572950483,10,ESPN
0.75,0.95,0.6,3.5,165.32685515710472,100,ESPN
0.75,0.95,0.6,3.5,170.61718252086865,1000,ESPN
0.75,0.95,0.6,3.5,173.66975252213336,10000,ESPN
0.75,1,0.6,3.5,124.8000000000001,1,ESPN
0.75,1,0.6,3.5,148.35297203211817,5,ESPN
0.75,1,0.6,3.5,154.63285668951812,10,ESPN
0.75,1,0.6,3.5,165.8428360107896,100,ESPN
0.75,1,0.6,3.5,167.9945864302922,1000,ESPN
0.75,1,0.6,3.5,167.99999999996288,10000,ESPN
0.75,0.5,0.65,3.5,103.20000000000022,1,ESPN
0.75,0.5,0.65,3.5,127.70781969536652,5,ESPN
0.75,0.5,0.65,3.5,134.57901498640783,10,ESPN
0.75,0.5,0.65,3.5,149.09459106896983,100,ESPN
0.75,0.5,0.65,3.5,157.69524831052482,1000,ESPN
0.75,0.5,0.65,3.5,163.74923065967252,10000,ESPN
0.75,0.55,0.65,3.5,105.6000000000002,1,ESPN
0.75,0.55,0.65,3.5,130.0891092532044,5,ESPN
0.75,0.55,0.65,3.5,136.9488881493996,10,ESPN
0.75,0.55,0.65,3.5,151.40625890252429,100,ESPN
0.75,0.55,0.65,3.5,159.92174130047854,1000,ESPN
0.75,0.55,0.65,3.5,165.87270906679353,10000,ESPN
0.75,0.6,0.65,3.5,108.0000000000002,1,ESPN
0.75,0.6,0.65,3.5,132.43797341247807,5,ESPN
0.75,0.6,0.65,3.5,139.27153947110412,10,ESPN
0.75,0.6,0.65,3.5,153.61738618972498,100,ESPN
0.75,0.6,0.65,3.5,161.9975704158457,1000,ESPN
0.75,0.6,0.65,3.5,167.80435882790567,10000,ESPN
0.75,0.65,0.65,3.5,110.40000000000018,1,ESPN
0.75,0.65,0.65,3.5,134.7542941640583,5,ESPN
0.75,0.65,0.65,3.5,141.54677562938386,10,ESPN
0.75,0.65,0.65,3.5,155.7268298049844,100,ESPN
0.75,0.65,0.65,3.5,163.91933860392527,1000,ESPN
0.75,0.65,0.65,3.5,169.53863488966684,10000,ESPN
0.75,0.7,0.65,3.5,112.80000000000015,1,ESPN
0.75,0.7,0.65,3.5,137.0377826328844,5,ESPN
0.75,0.7,0.65,3.5,143.77405160502656,10,ESPN
0.75,0.7,0.65,3.5,157.73167132361536,100,ESPN
0.75,0.7,0.65,3.5,165.67927459240713,1000,ESPN
0.75,0.7,0.65,3.5,171.06335824281888,10000,ESPN
0.75,0.75,0.65,3.5,115.20000000000016,1,ESPN
0.75,0.75,0.65,3.5,139.28796678126577,5,ESPN
0.75,0.75,0.65,3.5,145.95243887452563,10,ESPN
0.75,0.75,0.65,3.5,159.6268244100689,100,ESPN
0.75,0.75,0.65,3.5,167.26351925086902,1000,ESPN
0.75,0.75,0.65,3.5,172.357115298212,10000,ESPN
0.75,0.8,0.65,3.5,117.60000000000016,1,ESPN
0.75,0.8,0.65,3.5,141.5041705705481,5,ESPN
0.75,0.8,0.65,3.5,148.08056923974988,10,ESPN
0.75,0.8,0.65,3.5,161.40426561920646,100,ESPN
0.75,0.8,0.65,3.5,168.64833066108156,1000,ESPN
0.75,0.8,0.65,3.5,173.38402968211827,10000,ESPN
0.75,0.8500000000000001,0.65,3.5,120.00000000000014,1,ESPN
0.75,0.8500000000000001,0.65,3.5,143.68548049948092,5,ESPN
0.75,0.8500000000000001,0.65,3.5,150.15654137906978,10,ESPN
0.75,0.8500000000000001,0.65,3.5,163.0514832631184,100,ESPN
0.75,0.8500000000000001,0.65,3.5,169.79096735501992,1000,ESPN
0.75,0.8500000000000001,0.65,3.5,174.08270376385593,10000,ESPN
0.75,0.9,0.65,3.5,122.40000000000012,1,ESPN
0.75,0.9,0.65,3.5,145.83065731873904,5,ESPN
0.75,0.9,0.65,3.5,152.17769331621383,10,ESPN
0.75,0.9,0.65,3.5,164.54732112498675,100,ESPN
0.75,0.9,0.65,3.5,170.60422577919945,1000,ESPN
0.75,0.9,0.65,3.5,174.33784400422857,10000,ESPN
0.75,0.95,0.65,3.5,124.80000000000013,1,ESPN
0.75,0.95,0.65,3.5,147.936043764712,5,ESPN
0.75,0.95,0.65,3.5,154.13681958858427,10,ESPN
0.75,0.95,0.65,3.5,165.8356383445448,100,ESPN
0.75,0.95,0.65,3.5,170.86059651908784,1000,ESPN
0.75,0.95,0.65,3.5,173.8679210840951,10000,ESPN
0.75,1,0.65,3.5,127.20000000000007,1,ESPN
0.75,1,0.65,3.5,149.83641059786638,5,ESPN
0.75,1,0.65,3.5,155.779679004227,10,ESPN
0.75,1,0.65,3.5,166.09876619812576,100,ESPN
0.75,1,0.65,3.5,167.97856687955957,1000,ESPN
0.75,1,0.65,3.5,167.99999915151517,10000,ESPN
0.75,0.5,0.7,3.5,105.6000000000002,1,ESPN
0.75,0.5,0.7,3.5,129.02676947395508,5,ESPN
0.75,0.5,0.7,3.5,135.5893762079348,10,ESPN
0.75,0.5,0.7,3.5,149.61574616543152,100,ESPN
0.75,0.5,0.7,3.5,158.01858553816172,1000,ESPN
0.75,0.5,0.7,3.5,163.97942657873077,10000,ESPN
0.75,0.55,0.7,3.5,108.00000000000018,1,ESPN
0.75,0.55,0.7,3.5,131.40660001598337,5,ESPN
0.75,0.55,0.7,3.5,137.95688275606452,10,ESPN
0.75,0.55,0.7,3.5,151.921853778113,100,ESPN
0.75,0.55,0.7,3.5,160.23762434861274,1000,ESPN
0.75,0.55,0.7,3.5,166.09538544308845,10000,ESPN
0.75,0.6,0.7,3.5,110.40000000000018,1,ESPN
0.75,0.6,0.7,3.5,133.75182592522475,5,ESPN
0.75,0.6,0.7,3.5,140.27432110544012,10,ESPN
0.75,0.6,0.7,3.5,154.12360726865916,100,ESPN
0.75,0.6,0.7,3.5,162.30282944762743,1000,ESPN
0.75,0.6,0.7,3.5,168.01761616905816,10000,ESPN
0.75,0.65,0.7,3.5,112.80000000000015,1,ESPN
0.75,0.65,0.7,3.5,136.06226930115042,5,ESPN
0.75,0.65,0.7,3.5,142.54140531550286,10,ESPN
0.75,0.65,0.7,3.5,156.21960392089795,100,ESPN
0.75,0.65,0.7,3.5,164.21061575141655,1000,ESPN
0.75,0.65,0.7,3.5,169.7406704643989,10000,ESPN
0.75,0.7,0.7,3.5,115.20000000000016,1,ESPN
0.75,0.7,0.7,3.5,138.3375275202034,5,ESPN
0.75,0.7,0.7,3.5,144.75740770297483,10,ESPN
0.75,0.7,0.7,3.5,158.20642569276805,100,ESPN
0.75,0.7,0.7,3.5,165.95286771041054,1000,ESPN
0.75,0.7,0.7,3.5,171.25250752357752,10000,ESPN
0.75,0.75,0.7,3.5,117.60000000000016,1,ESPN
0.75,0.75,0.7,3.5,140.57695095900974,5,ESPN
0.75,0.75,0.7,3.5,146.92110580554765,10,ESPN
0.75,0.75,0.7,3.5,160.07812363788753,100,ESPN
0.75,0.75,0.7,3.5,167.5151844594927,1000,ESPN
0.75,0.75,0.7,3.5,172.53196173121782,10000,ESPN
