n,k,p,q,r,wp
100000000,1000000,0.75,0.30000000000000004,0.95,0.04743722253218185
100000000,10000000,0.75,0.30000000000000004,0.95,0.03016991141219127
100000000,100000000,0.75,0.30000000000000004,0.95,0.01906618414145511
1,1,0.75,0.35000000000000003,0.95,0.00108409946418597
1,10,0.75,0.35000000000000003,0.95,1.6397630817510667e-4
1,100,0.75,0.35000000000000003,0.95,4.7794647716981054e-5
1,1000,0.75,0.35000000000000003,0.95,1.6726688402468604e-5
1,10000,0.75,0.35000000000000003,0.95,6.358155305252744e-6
1,100000,0.75,0.35000000000000003,0.95,2.5302791479830944e-6
1,1000000,0.75,0.35000000000000003,0.95,1.0334734745764962e-6
1,10000000,0.75,0.35000000000000003,0.95,4.303110734404925e-7
1,100000000,0.75,0.35000000000000003,0.95,1.913277665188673e-7
10,1,0.75,0.35000000000000003,0.95,0.00782315569109626
10,10,0.75,0.35000000000000003,0.95,0.00136010578567169
10,100,0.75,0.35000000000000003,0.95,4.1908928988176886e-4
10,1000,0.75,0.35000000000000003,0.95,1.5178515035585427e-4
10,10000,0.75,0.35000000000000003,0.95,5.906678293676748e-5
10,100000,0.75,0.35000000000000003,0.95,2.3922159760880746e-5
10,1000000,0.75,0.35000000000000003,0.95,9.896035917611457e-6
10,10000000,0.75,0.35000000000000003,0.95,4.151862094792236e-6
10,100000000,0.75,0.35000000000000003,0.95,1.7673998735645569e-6
100,1,0.75,0.35000000000000003,0.95,0.03462619959960122
100,10,0.75,0.35000000000000003,0.95,0.00774180053884665
100,100,0.75,0.35000000000000003,0.95,0.00269562480701646
100,1000,0.75,0.35000000000000003,0.95,0.00106365330945212
100,10000,0.75,0.35000000000000003,0.95,4.4116275068928346e-4
100,100000,0.75,0.35000000000000003,0.95,1.8851922604845583e-4
100,1000000,0.75,0.35000000000000003,0.95,8.143576427932508e-5
100,10000000,0.75,0.35000000000000003,0.95,3.5359672892476546e-5
100,100000000,0.75,0.35000000000000003,0.95,1.5409361751039796e-5
1000,1,0.75,0.35000000000000003,0.95,0.09863002650182584
1000,10,0.75,0.35000000000000003,0.95,0.02891919588732483
1000,100,0.75,0.35000000000000003,0.95,0.01169640573225261
1000,1000,0.75,0.35000000000000003,0.95,0.00516899195927789
1000,10000,0.75,0.35000000000000003,0.95,0.00235302609424581
1000,100000,0.75,0.35000000000000003,0.95,0.00108730557403124
1000,1000000,0.75,0.35000000000000003,0.95,5.055297849840823e-4
1000,10000000,0.75,0.35000000000000003,0.95,2.340486749304871e-4
1000,100000000,0.75,0.35000000000000003,0.95,1.0770343905730506e-4
10000,1,0.75,0.35000000000000003,0.95,0.2058386867521265
10000,10,0.75,0.35000000000000003,0.95,0.07723433529721357
10000,100,0.75,0.35000000000000003,0.95,0.03618208112945109
10000,1000,0.75,0.35000000000000003,0.95,0.01793400068555972
10000,10000,0.75,0.35000000000000003,0.95,0.00905361588137665
10000,100000,0.75,0.35000000000000003,0.95,0.00455522807139419
10000,1000000,0.75,0.35000000000000003,0.95,0.00229011011832369
10000,10000000,0.75,0.35000000000000003,0.95,0.00114435673332446
10000,100000000,0.75,0.35000000000000003,0.95,5.657131751599653e-4
100000,1,0.75,0.35000000000000003,0.95,0.34598111408634913
100000,10,0.75,0.35000000000000003,0.95,0.16076368357556425
100000,100,0.75,0.35000000000000003,0.95,0.086079440441725
100000,1000,0.75,0.35000000000000003,0.95,0.04755979377083519
100000,10000,0.75,0.35000000000000003,0.95,0.02650228210666982
100000,100000,0.75,0.35000000000000003,0.95,0.01458686414664822
100000,1000000,0.75,0.35000000000000003,0.95,0.00792294546104321
100000,10000000,0.75,0.35000000000000003,0.95,0.00425730572342175
100000,100000000,0.75,0.35000000000000003,0.95,0.00225663615697579
1000000,1,0.75,0.35000000000000003,0.95,0.4983041421146258
1000000,10,0.75,0.35000000000000003,0.95,0.2772391649472018
1000000,100,0.75,0.35000000000000003,0.95,0.16756148659794645
1000000,1000,0.75,0.35000000000000003,0.95,0.1022942965807524
1000000,10000,0.75,0.35000000000000003,0.95,0.06208057037933401
1000000,100000,0.75,0.35000000000000003,0.95,0.0373601996306333
1000000,1000000,0.75,0.35000000000000003,0.95,0.02203591415380212
1000000,10000000,0.75,0.35000000000000003,0.95,0.01271735185447942
1000000,100000000,0.75,0.35000000000000003,0.95,0.00721404143336079
10000000,1,0.75,0.35000000000000003,0.95,0.6412897047167008
10000000,10,0.75,0.35000000000000003,0.95,0.4149529134965477
10000000,100,0.75,0.35000000000000003,0.95,0.27850992411278297
10000000,1000,0.75,0.35000000000000003,0.95,0.1859060312597599
10000000,10000,0.75,0.35000000000000003,0.95,0.12246394591859576
10000000,100000,0.75,0.35000000000000003,0.95,0.07956078219448937
10000000,1000000,0.75,0.35000000000000003,0.95,0.05048755106617164
10000000,10000000,0.75,0.35000000000000003,0.95,0.03133519864206136
10000000,100000000,0.75,0.35000000000000003,0.95,0.01911877789723382
100000000,1,0.75,0.35000000000000003,0.95,0.7603960042868261
100000000,10,0.75,0.35000000000000003,0.95,0.5564405826510282
100000000,100,0.75,0.35000000000000003,0.95,0.40812125038991287
100000000,1000,0.75,0.35000000000000003,0.95,0.29595503614205476
100000000,10000,0.75,0.35000000000000003,0.95,0.21041333107205465
100000000,100000,0.75,0.35000000000000003,0.95,0.1457250707773523
100000000,1000000,0.75,0.35000000000000003,0.95,0.09852814395318654
100000000,10000000,0.75,0.35000000000000003,0.95,0.06542861037954417
100000000,100000000,0.75,0.35000000000000003,0.95,0.04264220070944724
1,1,0.75,0.4,0.95,0.00186427649130227
1,10,0.75,0.4,0.95,2.8445227627138525e-4
1,100,0.75,0.4,0.95,8.304999140251734e-5
1,1000,0.75,0.4,0.95,2.900445793907469e-5
1,10000,0.75,0.4,0.95,1.096267046762911e-5
1,100000,0.75,0.4,0.95,4.329556865245721e-6
1,1000000,0.75,0.4,0.95,1.7526112009447203e-6
1,10000000,0.75,0.4,0.95,7.211941513984854e-7
1,100000000,0.75,0.4,0.95,3.0973487019636536e-7
10,1,0.75,0.4,0.95,0.01369460322412308
10,10,0.75,0.4,0.95,0.00242111955552559
10,100,0.75,0.4,0.95,7.464410883326611e-4
10,1000,0.75,0.4,0.95,2.691476568388307e-4
10,10000,0.75,0.4,0.95,1.0386860961597576e-4
10,100000,0.75,0.4,0.95,4.1634875470819566e-5
10,1000000,0.75,0.4,0.95,1.7030735015133303e-5
10,10000000,0.75,0.4,0.95,7.052169685994869e-6
10,100000000,0.75,0.4,0.95,2.9517237652987305e-6
100,1,0.75,0.4,0.95,0.06049085408822285
100,10,0.75,0.4,0.95,0.01422373607658911
100,100,0.75,0.4,0.95,0.00501120683047751
100,1000,0.75,0.4,0.95,0.0019776758277582
100,10000,0.75,0.4,0.95,8.15267178718937e-4
100,100000,0.75,0.4,0.95,3.4428669052744e-4
100,1000000,0.75,0.4,0.95,1.468113247027336e-4
100,10000000,0.75,0.4,0.95,6.277416650168899e-5
100,100000000,0.75,0.4,0.95,2.686594712042467e-5
1000,1,0.75,0.4,0.95,0.1656522402902998
1000,10,0.75,0.4,0.95,0.05320880731381161
1000,100,0.75,0.4,0.95,0.02225952944961173
1000,1000,0.75,0.4,0.95,0.00998286446435392
1000,10000,0.75,0.4,0.95,0.00457720680443241
1000,100000,0.75,0.4,0.95,0.00210555745325491
1000,1000000,0.75,0.4,0.95,9.69963491060044e-4
1000,10000000,0.75,0.4,0.95,4.4386746427371726e-4
1000,100000000,0.75,0.4,0.95,2.0116206098830247e-4
10000,1,0.75,0.4,0.95,0.32379148208352637
10000,10,0.75,0.4,0.95,0.13738821627676212
10000,100,0.75,0.4,0.95,0.06808078762829284
10000,1000,0.75,0.4,0.95,0.03488201797049439
10000,10000,0.75,0.4,0.95,0.01801215447429272
10000,100000,0.75,0.4,0.95,0.0091792745967898
10000,1000000,0.75,0.4,0.95,0.00461971425778751
10000,10000000,0.75,0.4,0.95,0.00229797417938604
10000,100000000,0.75,0.4,0.95,0.00112641093820087
100000,1,0.75,0.4,0.95,0.5033381690632612
100000,10,0.75,0.4,0.95,0.2694253632456449
100000,100,0.75,0.4,0.95,0.15544574397698685
100000,1000,0.75,0.4,0.95,0.09037743236837492
100000,10000,0.75,0.4,0.95,0.05212291875346919
100000,100000,0.75,0.4,0.95,0.0295746929030064
100000,1000000,0.75,0.4,0.95,0.01637881392773188
100000,10000000,0.75,0.4,0.95,0.00887819313436533
100000,100000000,0.75,0.4,0.95,0.00471850178276134
1000000,1,0.75,0.4,0.95,0.668830910789382
1000000,10,0.75,0.4,0.95,0.4314346799213752
1000000,100,0.75,0.4,0.95,0.28431322228358114
1000000,1000,0.75,0.4,0.95,0.18523213144524983
1000000,10000,0.75,0.4,0.95,0.11792022750530472
1000000,100000,0.75,0.4,0.95,0.07368569201553166
1000000,1000000,0.75,0.4,0.95,0.04493873659609637
1000000,10000000,0.75,0.4,0.95,0.02666117639058474
1000000,100000000,0.75,0.4,0.95,0.01540351172647436
10000000,1,0.75,0.4,0.95,0.7985932380034265
10000000,10,0.75,0.4,0.95,0.595261254326424
10000000,100,0.75,0.4,0.95,0.4378646092709408
10000000,1000,0.75,0.4,0.95,0.3155794858016996
10000000,10000,0.75,0.4,0.95,0.2208147991278978
10000000,100000,0.75,0.4,0.95,0.14999968731968283
10000000,1000000,0.75,0.4,0.95,0.09912243236055662
10000000,10000000,0.75,0.4,0.95,0.06372911154843774
10000000,100000000,0.75,0.4,0.95,0.03989994914870365
100000000,1,0.75,0.4,0.95,0.8874446623741787
100000000,10,0.75,0.4,0.95,0.7355509305681655
100000000,100,0.75,0.4,0.95,0.5936973249629269
100000000,1000,0.75,0.4,0.95,0.466007147351583
100000000,10000,0.75,0.4,0.95,0.35381151255835397
100000000,100000,0.75,0.4,0.95,0.25931812859511005
100000000,1000000,0.75,0.4,0.95,0.18453154026128837
100000000,10000000,0.75,0.4,0.95,0.12787259199212853
100000000,100000000,0.75,0.4,0.95,0.08621966866975217
1,1,0.75,0.45,0.95,0.00319638278250067
1,10,0.75,0.45,0.95,4.927002859812513e-4
1,100,0.75,0.45,0.95,1.4391795605817048e-4
1,1000,0.75,0.45,0.95,5.005481526110245e-5
1,10000,0.75,0.45,0.95,1.878266599164569e-5
1,100000,0.75,0.45,0.95,7.342309349955833e-6
1,1000000,0.75,0.45,0.95,2.9371117231669075e-6
1,10000000,0.75,0.45,0.95,1.1915521852534638e-6
1,100000000,0.75,0.45,0.95,4.972619422893843e-7
10,1,0.75,0.45,0.95,0.02361265559866976
10,10,0.75,0.45,0.95,0.0042680111870067
10,100,0.75,0.45,0.95,0.00131637448527011
10,1000,0.75,0.45,0.95,4.71851012404767e-4
10,10000,0.75,0.45,0.95,1.804112103896971e-4
10,100000,0.75,0.45,0.95,7.141815790712158e-5
10,1000000,0.75,0.45,0.95,2.881348183536581e-5
10,10000000,0.75,0.45,0.95,1.1748552437129687e-5
10,100000000,0.75,0.45,0.95,4.828168613024708e-6
100,1,0.75,0.45,0.95,0.1019425081044366
100,10,0.75,0.45,0.95,0.02551706897476924
100,100,0.75,0.45,0.95,0.00911640482476283
100,1000,0.75,0.45,0.95,0.00359612092353323
100,10000,0.75,0.45,0.95,0.00147248605012451
100,100000,0.75,0.45,0.95,6.133221145714352e-4
100,1000000,0.75,0.45,0.95,2.5733842046726796e-4
100,10000000,0.75,0.45,0.95,1.0804416743015466e-4
100,100000000,0.75,0.45,0.95,4.530036359262635e-5
1000,1,0.75,0.45,0.95,0.2621735263863283
1000,10,0.75,0.45,0.95,0.09377976141845844
1000,100,0.75,0.45,0.95,0.04083081248213138
1000,1000,0.75,0.45,0.95,0.01863022308434603
1000,10000,0.75,0.45,0.95,0.00860412082304229
1000,100000,0.75,0.45,0.95,0.00394312012376052
1000,1000000,0.75,0.45,0.95,0.00179488796450111
1000,10000000,0.75,0.45,0.95,8.084836327428846e-4
1000,100000000,0.75,0.45,0.95,3.593927712995937e-4
10000,1,0.75,0.45,0.95,0.4704401162231941
10000,10,0.75,0.45,0.95,0.229028118172402
10000,100,0.75,0.45,0.95,0.121143555735023
10000,1000,0.75,0.45,0.95,0.06458351660781014
10000,10000,0.75,0.45,0.95,0.03413753046839885
10000,100000,0.75,0.45,0.95,0.01767590112383132
10000,1000000,0.75,0.45,0.95,0.00892727240499413
10000,10000000,0.75,0.45,0.95,0.00441429968123507
10000,100000000,0.75,0.45,0.95,0.00213814384430643
100000,1,0.75,0.45,0.95,0.667782470196647
100000,10,0.75,0.45,0.95,0.4144643137084949
100000,100,0.75,0.45,0.95,0.26006523672845994
100000,1000,0.75,0.45,0.95,0.16046657677392806
100000,10000,0.75,0.45,0.95,0.09624920360602662
100000,100000,0.75,0.45,0.95,0.05629908521795246
100000,1000000,0.75,0.45,0.95,0.03191664736619959
100000,10000000,0.75,0.45,0.95,0.01752606411292723
100000,100000000,0.75,0.45,0.95,0.00934558564893239
100000,10000000,0.75,0.45,0.95,0.01752606411292723
100000,100000000,0.75,0.45,0.95,0.00934558564893239
1000000,1,0.75,0.45,0.95,0.8160088108313994
1000000,10,0.75,0.45,0.95,0.6065130016992762
1000000,100,0.75,0.45,0.95,0.4383969882852553
1000000,1000,0.75,0.45,0.95,0.30707924725416225
1000000,10000,0.75,0.45,0.95,0.2070201592282075
1000000,100000,0.75,0.45,0.95,0.1347882668936482
1000000,1000000,0.75,0.45,0.95,0.0849686937636911
1000000,10000000,0.75,0.45,0.95,0.05178994896680544
1000000,100000000,0.75,0.45,0.95,0.03051815623186393
10000000,1,0.75,0.45,0.95,0.9087287169002756
10000000,10,0.75,0.45,0.95,0.765187593295294
10000000,100,0.75,0.45,0.95,0.6187770746919831
10000000,1000,0.75,0.45,0.95,0.4817129496824279
10000000,10000,0.75,0.45,0.95,0.3605556395735626
10000000,100000,0.75,0.45,0.95,0.2589240631834304
10000000,1000000,0.75,0.45,0.95,0.1790524836867119
10000000,10000000,0.75,0.45,0.95,0.11950475641284296
10000000,100000000,0.75,0.45,0.95,0.07705238792215707
100000000,1,0.75,0.45,0.95,0.9593139457941636
100000000,10,0.75,0.45,0.95,0.8755007804607268
100000000,100,0.75,0.45,0.95,0.7684722450428452
100000000,1000,0.75,0.45,0.95,0.6494352932559013
100000000,10000,0.75,0.45,0.95,0.5292236647500737
100000000,100000,0.75,0.45,0.95,0.4151492379370567
100000000,1000000,0.75,0.45,0.95,0.3135684478767642
100000000,10000000,0.75,0.45,0.95,0.2283667287074815
100000000,100000000,0.75,0.45,0.95,0.1605218377951959
1,1,0.75,0.5,0.95,0.00546487703859766
1,10,0.75,0.5,0.95,8.525562167520651e-4
1,100,0.75,0.5,0.95,2.4874396138396815e-4
1,1000,0.75,0.5,0.95,8.594265013661673e-5
1,10000,0.75,0.5,0.95,3.1939752489829054e-5
1,100000,0.75,0.5,0.95,1.232220731695044e-5
1,1000000,0.75,0.5,0.95,4.85384703785563e-6
1,10000000,0.75,0.5,0.95,1.9345917461333073e-6
1,100000000,0.75,0.5,0.95,7.856389175886491e-7
10,1,0.75,0.5,0.95,0.04011596652317095
10,10,0.75,0.5,0.95,0.00746708090467218
10,100,0.75,0.5,0.95,0.00230329220568625
10,1000,0.75,0.5,0.95,8.192408054639166e-4
10,10000,0.75,0.5,0.95,3.09742075259245e-4
10,100000,0.75,0.5,0.95,1.2079481758453524e-4
10,1000000,0.75,0.5,0.95,4.791396849324059e-5
10,10000000,0.75,0.5,0.95,1.9173795797411408e-5
10,100000000,0.75,0.5,0.95,7.714150931148467e-6
100,1,0.75,0.5,0.95,0.1654416529419841
100,10,0.75,0.5,0.95,0.04479846245382257
100,100,0.75,0.5,0.95,0.01628383583363624
100,1000,0.75,0.5,0.95,0.00641931280720509
100,10000,0.75,0.5,0.95,0.00260666562970135
100,100000,0.75,0.5,0.95,0.00106876262723643
100,1000000,0.75,0.5,0.95,4.39729906086872e-4
100,10000000,0.75,0.5,0.95,1.8062415655384356e-4
100,100000000,0.75,0.5,0.95,7.393704744929064e-5
1000,1,0.75,0.5,0.95,0.3897524188615248
1000,10,0.75,0.5,0.95,0.15830130252370134
1000,100,0.75,0.5,0.95,0.07235696786210655
1000,1000,0.75,0.5,0.95,0.03373944594503675
1000,10000,0.75,0.5,0.95,0.01568989217688221
1000,100000,0.75,0.5,0.95,0.007165636445708
1000,1000000,0.75,0.5,0.95,0.00321652559652707
1000,10000000,0.75,0.5,0.95,0.00142019498802969
1000,100000000,0.75,0.5,0.95,6.162522915579283e-4
10000,1,0.75,0.5,0.95,0.6305642686714741
10000,10,0.75,0.5,0.95,0.35684661931136374
10000,100,0.75,0.5,0.95,0.2038330568221307
10000,1000,0.75,0.5,0.95,0.11407095520551612
10000,10000,0.75,0.5,0.95,0.06193160808721876
10000,100000,0.75,0.5,0.95,0.03261206295156516
10000,1000000,0.75,0.5,0.95,0.01656294351223275
10000,10000000,0.75,0.5,0.95,0.00814010173229073
10000,100000000,0.75,0.5,0.95,0.00388460742420015
100000,1,0.75,0.5,0.95,0.8120820132499901
100000,10,0.75,0.5,0.95,0.5840017925986278
100000,100,0.75,0.5,0.95,0.4023525023692218
100000,1000,0.75,0.5,0.95,0.265848066018592
100000,10000,0.75,0.5,0.95,0.16749906555096572
100000,100000,0.75,0.5,0.95,0.10123648030531364
100000,1000000,0.75,0.5,0.95,0.05878033367384039
100000,10000000,0.75,0.5,0.95,0.03274761558729389
100000,100000000,0.75,0.5,0.95,0.01753343084886471
1000000,1,0.75,0.5,0.95,0.9178741514762392
1000000,10,0.75,0.5,0.95,0.7720020915933357
1000000,100,0.75,0.5,0.95,0.6143187902534224
1000000,1000,0.75,0.5,0.95,0.4652629581247637
1000000,10000,0.75,0.5,0.95,0.3353628019867747
1000000,100000,0.75,0.5,0.95,0.2298439077285811
1000000,1000000,0.75,0.5,0.95,0.1504768683215708
1000000,10000000,0.75,0.5,0.95,0.09432981176006185
1000000,100000000,0.75,0.5,0.95,0.05667448320158386
10000000,1,0.75,0.5,0.95,0.9686237333307032
10000000,10,0.75,0.5,0.95,0.8930278763741704
10000000,100,0.75,0.5,0.95,0.7862851068130947
10000000,1000,0.75,0.5,0.95,0.6613219777808508
10000000,10000,0.75,0.5,0.95,0.5317112469917302
10000000,100000,0.75,0.5,0.95,0.4077601556468208
10000000,1000000,0.75,0.5,0.95,0.2981995043789749
10000000,10000000,0.75,0.5,0.95,0.20831896610877776
10000000,100000000,0.75,0.5,0.95,0.1392508328949964
100000000,1,0.75,0.5,0.95,0.989248412545412
100000000,10,0.75,0.5,0.95,0.9561998535284114
100000000,100,0.75,0.5,0.95,0.8972640976329995
100000000,1000,0.75,0.5,0.95,0.8134565047092479
100000000,10000,0.75,0.5,0.95,0.7100623696151362
100000000,100000,0.75,0.5,0.95,0.595531264019803
100000000,1000000,0.75,0.5,0.95,0.47884330445292667
100000000,10000000,0.75,0.5,0.95,0.3687237736151776
100000000,100000000,0.75,0.5,0.95,0.2718719987897704
1,1,0.75,0.55,0.95,0.00931832660179787
1,10,0.75,0.55,0.95,0.00147470667833915
1,100,0.75,0.55,0.95,4.288306194909497e-4
1,1000,0.75,0.55,0.95,1.467359791964551e-4
1,10000,0.75,0.55,0.95,5.381506335899733e-5
1,100000,0.75,0.55,0.95,2.041273829789247e-5
1,1000000,0.75,0.55,0.95,7.882906903566855e-6
1,10000000,0.75,0.55,0.95,3.072292123817988e-6
1,100000000,0.75,0.55,0.95,1.211755581764784e-6
10,1,0.75,0.55,0.95,0.0670786259922097
10,10,0.75,0.55,0.95,0.01298475168945934
10,100,0.75,0.55,0.95,0.00400382126264031
10,1000,0.75,0.55,0.95,0.00140985828650641
10,10000,0.75,0.55,0.95,5.254269636859599e-4
10,100000,0.75,0.55,0.95,2.0118608489572143e-4
10,1000000,0.75,0.55,0.95,7.813614967955296e-5
10,10000000,0.75,0.55,0.95,3.0548894333071175e-5
10,100000000,0.75,0.55,0.95,1.1978724164252164e-5
100,1,0.75,0.55,0.95,0.257384270383636
100,10,0.75,0.55,0.95,0.07698452148980783
100,100,0.75,0.55,0.95,0.02861097736475082
100,1000,0.75,0.55,0.95,0.01127499697834311
100,10000,0.75,0.55,0.95,0.00452850920671288
100,100000,0.75,0.55,0.95,0.00182250476192924
100,1000000,0.75,0.55,0.95,7.323050497632932e-4
100,10000000,0.75,0.55,0.95,2.929336120012227e-4
100,100000000,0.75,0.55,0.95,1.1652397458639108e-4
1000,1,0.75,0.55,0.95,0.5413652910562907
1000,10,0.75,0.55,0.95,0.25497520543546326
1000,100,0.75,0.55,0.95,0.12383142006753745
1000,1000,0.75,0.55,0.95,0.05939400616453849
1000,10000,0.75,0.55,0.95,0.02782014148947997
1000,100000,0.75,0.55,0.95,0.01264936256149806
1000,1000000,0.75,0.55,0.95,0.00558554194846294
1000,10000000,0.75,0.55,0.95,0.00240604053124715
1000,100000000,0.75,0.55,0.95,0.00101316805055406
10000,1,0.75,0.55,0.95,0.7797010260876047
10000,10,0.75,0.55,0.95,0.516490157425405
10000,100,0.75,0.55,0.95,0.32303862018743235
10000,1000,0.75,0.55,0.95,0.19181592394778743
10000,10000,0.75,0.55,0.95,0.1077892405200548
10000,100000,0.75,0.55,0.95,0.05777887189569719
10000,1000000,0.75,0.55,0.95,0.02951519384644518
10000,10000000,0.75,0.55,0.95,0.0144010178792201
10000,100000000,0.75,0.55,0.95,0.00674587737678211
100000,1,0.75,0.55,0.95,0.9146925186609388
100000,10,0.75,0.55,0.95,0.7514257751748062
100000,100,0.75,0.55,0.95,0.5726224750420416
100000,1000,0.75,0.55,0.95,0.4089721098347367
100000,10000,0.75,0.55,0.95,0.2739717957269918
100000,100000,0.75,0.55,0.95,0.1725450413018037
100000,1000000,0.75,0.55,0.95,0.10282984828797592
100000,10000000,0.75,0.55,0.95,0.05811573963784422
100000,100000000,0.75,0.55,0.95,0.03120010294219721
1000000,1,0.75,0.55,0.95,0.9723800981621062
1000000,10,0.75,0.55,0.95,0.8969845465126219
1000000,100,0.75,0.55,0.95,0.7814271802006751
1000000,1000,0.75,0.55,0.95,0.6422308758843124
1000000,10000,0.75,0.55,0.95,0.4980671737520228
1000000,100000,0.75,0.55,0.95,0.36355170690109906
1000000,1000000,0.75,0.55,0.95,0.24990528414187096
1000000,10000000,0.75,0.55,0.95,0.16222909414474262
1000000,100000000,0.75,0.55,0.95,0.09969702589090924
10000000,1,0.75,0.55,0.95,0.9923067830067578
10000000,10,0.75,0.55,0.95,0.9646513749553032
10000000,100,0.75,0.55,0.95,0.9081724672749716
10000000,1000,0.75,0.55,0.95,0.821175641155985
10000000,10000,0.75,0.55,0.95,0.7088953271255327
10000000,100000,0.75,0.55,0.95,0.58218279477609
10000000,1000000,0.75,0.55,0.95,0.4533890851923973
10000000,10000000,0.75,0.55,0.95,0.3343107826608934
10000000,100000000,0.75,0.55,0.95,0.23337656737146983
100000000,1,0.75,0.55,0.95,0.9980941998193616
100000000,10,0.75,0.55,0.95,0.9896414311750455
100000000,100,0.75,0.55,0.95,0.9676421462347736
100000000,1000,0.75,0.55,0.95,0.9256287423669642
100000000,10000,0.75,0.55,0.95,0.8589067788429952
100000000,100000,0.75,0.55,0.95,0.767796768063838
100000000,1000000,0.75,0.55,0.95,0.6576371377757353
100000000,10000000,0.75,0.55,0.95,0.5375270691378441
100000000,100000000,0.75,0.55,0.95,0.41814639562708034
1,1,0.75,0.6000000000000001,0.95,0.01584840338541326
1,10,0.75,0.6000000000000001,0.95,0.00255201546737615
1,100,0.75,0.6000000000000001,0.95,7.374377814618471e-4
1,1000,0.75,0.6000000000000001,0.95,2.489043331066476e-4
1,10000,0.75,0.6000000000000001,0.95,8.962660190625638e-5
1,100000,0.75,0.6000000000000001,0.95,3.3248099023497346e-5
1,1000000,0.75,0.6000000000000001,0.95,1.251328804396934e-5
1,10000000,0.75,0.6000000000000001,0.95,4.73864546124414e-6
1,100000000,0.75,0.6000000000000001,0.95,1.8062172197907955e-6
10,1,0.75,0.6000000000000001,0.95,0.11008462647057492
10,10,0.75,0.6000000000000001,0.95,0.02246314640850466
10,100,0.75,0.6000000000000001,0.95,0.00691970856240087
10,1000,0.75,0.6000000000000001,0.95,0.00240482071652126
10,10000,0.75,0.6000000000000001,0.95,8.792970647739651e-4
10,100000,0.75,0.6000000000000001,0.95,3.289251733422649e-4
10,1000000,0.75,0.6000000000000001,0.95,1.2437651855101706e-4
10,10000000,0.75,0.6000000000000001,0.95,4.721556078213229e-5
10,100000000,0.75,0.6000000000000001,0.95,1.7928102341246976e-5
100,1,0.75,0.6000000000000001,0.95,0.3810548047717197
100,10,0.75,0.6000000000000001,0.95,0.12923298237316538
100,100,0.75,0.6000000000000001,0.95,0.04946995177739544
100,1000,0.75,0.6000000000000001,0.95,0.01950279086259287
100,10000,0.75,0.6000000000000001,0.95,0.00771984147981741
100,100000,0.75,0.6000000000000001,0.95,0.00303583509384453
100,1000000,0.75,0.6000000000000001,0.95,0.00118475818913499
100,10000000,0.75,0.6000000000000001,0.95,4.5868863885523137e-4
100,100000000,0.75,0.6000000000000001,0.95,1.7617556687754554e-4
1000,1,0.75,0.6000000000000001,0.95,0.6986432777185864
1000,10,0.75,0.6000000000000001,0.95,0.38893046256103025
1000,100,0.75,0.6000000000000001,0.95,0.20398264396140764
1000,1000,0.75,0.6000000000000001,0.95,0.10153768113040028
1000,10000,0.75,0.6000000000000001,0.95,0.04800401896401185
1000,100000,0.75,0.6000000000000001,0.95,0.02167723385885334
1000,1000000,0.75,0.6000000000000001,0.95,0.00937696748300775
1000,10000000,0.75,0.6000000000000001,0.95,0.00391599744927606
1000,100000000,0.75,0.6000000000000001,0.95,0.0015881435360282
10000,1,0.75,0.6000000000000001,0.95,0.8934643965953905
10000,10,0.75,0.6000000000000001,0.95,0.6887779013985394
10000,100,0.75,0.6000000000000001,0.95,0.47850191579969026
10000,1000,0.75,0.6000000000000001,0.95,0.30535863258678875
10000,10000,0.75,0.6000000000000001,0.95,0.17967227235883798
10000,100000,0.75,0.6000000000000001,0.95,0.09840023914532514
10000,1000000,0.75,0.6000000000000001,0.95,0.05050387063397543
10000,10000000,0.75,0.6000000000000001,0.95,0.0243831378348337
10000,100000000,0.75,0.6000000000000001,0.95,0.01114552997579265
100000,1,0.75,0.6000000000000001,0.95,0.9708404554765366
100000,10,0.75,0.6000000000000001,0.95,0.8838940859446432
100000,100,0.75,0.6000000000000001,0.95,0.7449000062565604
100000,1000,0.75,0.6000000000000001,0.95,0.5802127808519222
100000,10000,0.75,0.6000000000000001,0.95,0.41786228945532766
100000,100000,0.75,0.6000000000000001,0.95,0.2777724667290449
100000,1000000,0.75,0.6000000000000001,0.95,0.17115744433339153
100000,10000000,0.75,0.6000000000000001,0.95,0.09826759663365237
100000,100000000,0.75,0.6000000000000001,0.95,0.05277007371456432
1000000,1,0.75,0.6000000000000001,0.95,0.9934805758379744
1000000,10,0.75,0.6000000000000001,0.95,0.9668215323387064
1000000,100,0.75,0.6000000000000001,0.95,0.905682514580276
1000000,1000,0.75,0.6000000000000001,0.95,0.805813841325681
1000000,10000,0.75,0.6000000000000001,0.95,0.674634364606356
1000000,100000,0.75,0.6000000000000001,0.95,0.5284227327600705
1000000,1000000,0.75,0.6000000000000001,0.95,0.385574572201142
1000000,10000000,0.75,0.6000000000000001,0.95,0.2617833132993036
1000000,100000000,0.75,0.6000000000000001,0.95,0.1655598217855948
10000000,1,0.75,0.6000000000000001,0.95,0.9987599072861508
10000000,10,0.75,0.6000000000000001,0.95,0.9923802307007532
10000000,100,0.75,0.6000000000000001,0.95,0.9727076580137448
10000000,1000,0.75,0.6000000000000001,0.95,0.9303776963166186
10000000,10000,0.75,0.6000000000000001,0.95,0.8577571314292398
10000000,100000,0.75,0.6000000000000001,0.95,0.7542196959226249
10000000,1000000,0.75,0.6000000000000001,0.95,0.6274561030428074
