p,q1,q2,q3,q4,q5,q6,eMaxEspnScore_n=1,eMaxEspnScore_n=10,eMaxEspnScore_n=100,eMaxEspnScore_n=1000,eMaxEspnScore_n=10000,eMaxEspnScore_n=1e+05,eMaxEspnScore_n=1e+06,eMaxEspnScore_n=1e+07,eMaxEspnScore_n=1e+08
0.75,0.75,0.75,0.75,0.8,0.8,0.8,695.9999999999998,993.0317998495732,1175.8872392110509,1293.2787955544322,1378.4655219916365,1444.9852077733842,1499.3301258821762,1544.9469381583958,1583.9934711641436
0.75,0.8,0.8,0.8,0.8,0.8,0.8,671.9999999999998,966.700774970962,1147.5235456238363,1262.9042452257008,1346.1737677879412,1411.0292495260958,1463.9968542079216,1508.5688200464224,1546.9301628822484
0.75,0.75,0.75,0.75,0.8,0.8,0.8,695.9999999999998,993.0317998495732,1175.8872392110509,1293.2787955544322,1378.4655219916365,1444.9852077733842,1499.3301258821762,1544.9469381583958,1583.9934711641436
0.75,0.8,0.8,0.8,0.8,0.8,0.8,671.9999999999998,966.700774970962,1147.5235456238363,1262.9042452257008,1346.1737677879412,1411.0292495260958,1463.9968542079216,1508.5688200464224,1546.9301628822484
0.75,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.8,0.8,0.8,647.9999999999997,939.89643322937,1118.1693094066218,1230.897541228817,1311.496748227809,1373.8979239142004,1424.708807270057,1467.5316424392777,1504.6036377957212
0.75,0.9,0.9,0.9,0.8,0.8,0.8,623.9999999999998,912.5972241736772,1087.7313568838706,1196.9907712485883,1273.8535592037233,1332.5692219879054,1379.9487044932948,1419.8844298729489,1454.7104665763018
0.75,0.95,0.95,0.95,0.8,0.8,0.8,599.9999999999998,884.7576483704154,1056.0598589671754,1160.729258956313,1232.101964556753,1284.6705610793422,1325.876040455214,1360.5810268667342,1391.246428382174
0.75,0.9,0.9,0.9,0.8,0.8,0.8,623.9999999999998,912.5972241736772,1087.7313568838706,1196.9907712485883,1273.8535592037233,1332.5692219879054,1379.9487044932948,1419.8844298729489,1454.7104665763018
0.75,0.95,0.95,0.95,0.8,0.8,0.8,599.9999999999998,884.7576483704154,1056.0598589671754,1160.729258956313,1232.101964556753,1284.6705610793422,1325.876040455214,1360.5810268667342,1391.246428382174
0.75,1,1,1,0.8,0.8,0.8,575.9999999999998,854.2367909987838,1018.7189523037524,1114.1825569052785,1171.225067895055,1196.882059326727,1199.9999705209227,1199.9999999999998,1199.9999999999998
0.75,0.5,0.5,0.5,0.8500000000000001,0.8500000000000001,0.8500000000000001,791.9999999999995,1072.0469753905168,1259.454023261174,1383.1011909357246,1474.8380447118548,1546.843400605297,1605.658470492859,1654.705154448093,1695.9326527626315
0.75,1,1,1,0.8,0.8,0.8,575.9999999999998,854.2367909987838,1018.7189523037524,1114.1825569052785,1171.225067895055,1196.882059326727,1199.9999705209227,1199.9999999999998,1199.9999999999998
0.75,0.5,0.5,0.5,0.8500000000000001,0.8500000000000001,0.8500000000000001,791.9999999999995,1072.0469753905168,1259.454023261174,1383.1011909357246,1474.8380447118548,1546.843400605297,1605.658470492859,1654.705154448093,1695.9326527626315
0.75,0.55,0.55,0.55,0.8500000000000001,0.8500000000000001,0.8500000000000001,767.9999999999997,1047.8977455986624,1235.2993752375571,1359.0553940039058,1451.0110151702231,1523.3482521556246,1582.60004547479,1632.202493729656,1674.1251928003353
0.75,0.6,0.6,0.6,0.8500000000000001,0.8500000000000001,0.8500000000000001,743.9999999999998,1023.3080516738715,1210.3673784072828,1333.906671739123,1425.769970306112,1498.154552139998,1557.5891065319292,1607.5144926054186,1649.9161093879788
0.75,0.55,0.55,0.55,0.8500000000000001,0.8500000000000001,0.8500000000000001,767.9999999999997,1047.8977455986624,1235.2993752375571,1359.0553940039058,1451.0110151702231,1523.3482521556246,1582.60004547479,1632.202493729656,1674.1251928003353
0.75,0.6,0.6,0.6,0.8500000000000001,0.8500000000000001,0.8500000000000001,743.9999999999998,1023.3080516738715,1210.3673784072828,1333.906671739123,1425.769970306112,1498.154552139998,1557.5891065319292,1607.5144926054186,1649.9161093879788
0.75,0.65,0.65,0.65,0.8500000000000001,0.8500000000000001,0.8500000000000001,719.9999999999998,998.271529321178,1184.6373671132685,1307.613760046627,1399.048190084222,1471.1685726536216,1530.505322573886,1580.496546412734,1623.139716915555
0.75,0.7,0.7,0.7,0.8500000000000001,0.8500000000000001,0.8500000000000001,695.9999999999998,972.7796258442224,1158.0806476064552,1280.118039373593,1370.7477006811862,1442.25000911121,1501.1654749516006,1550.92439412594,1593.5349745925964
0.75,0.75,0.75,0.75,0.8500000000000001,0.8500000000000001,0.8500000000000001,671.9999999999998,946.8212224698124,1130.658807205568,1251.3385291769962,1340.7282187579628,1411.1932743942507,1469.2959571043702,1518.4575917270529,1560.7006295191659
0.75,0.7,0.7,0.7,0.8500000000000001,0.8500000000000001,0.8500000000000001,695.9999999999998,972.7796258442224,1158.0806476064552,1280.118039373593,1370.7477006811862,1442.25000911121,1501.1654749516006,1550.92439412594,1593.5349745925964
0.75,0.75,0.75,0.75,0.8500000000000001,0.8500000000000001,0.8500000000000001,671.9999999999998,946.8212224698124,1130.658807205568,1251.3385291769962,1340.7282187579628,1411.1932743942507,1469.2959571043702,1518.4575917270529,1560.7006295191659
0.75,0.8,0.8,0.8,0.8500000000000001,0.8500000000000001,0.8500000000000001,647.9999999999997,920.3820038011344,1102.3210831021995,1221.16347738675,1308.7872950532533,1377.6921979494805,1434.478670736591,1482.5656447634526,1524.0034422756648
0.75,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.8500000000000001,623.9999999999997,893.4432694357606,1073.0001074246595,1189.4355469562693,1274.62225700951,1341.2674412747692,1396.03346262075,1442.3623106113905,1482.3697487258485
0.75,0.8,0.8,0.8,0.8500000000000001,0.8500000000000001,0.8500000000000001,647.9999999999997,920.3820038011344,1102.3210831021995,1221.16347738675,1308.7872950532533,1377.6921979494805,1434.478670736591,1482.5656447634526,1524.0034422756648
0.75,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.8500000000000001,623.9999999999997,893.4432694357606,1073.0001074246595,1189.4355469562693,1274.62225700951,1341.2674412747692,1396.03346262075,1442.3623106113905,1482.3697487258485
0.75,0.9,0.9,0.9,0.8500000000000001,0.8500000000000001,0.8500000000000001,599.9999999999998,865.9789568888867,1042.6042091528852,1155.9232204868954,1237.74787750656,1301.091488825117,1352.71058349363,1396.1541244018017,1433.7106282290615
0.75,0.95,0.95,0.95,0.8500000000000001,0.8500000000000001,0.8500000000000001,575.9999999999998,837.931554002406,1010.983032574572,1120.2434990027375,1197.2679777483909,1255.4120552835932,1301.534486264595,1339.6503494838887,1372.6230251614322
0.75,1,1,1,0.8500000000000001,0.8500000000000001,0.8500000000000001,551.9999999999998,806.9921899411006,973.7132888672504,1075.0999977292315,1140.99003805808,1181.24552027751,1198.064316730504,1199.9999995943194,1199.9999999999998
0.75,0.95,0.95,0.95,0.8500000000000001,0.8500000000000001,0.8500000000000001,575.9999999999998,837.931554002406,1010.983032574572,1120.2434990027375,1197.2679777483909,1255.4120552835932,1301.534486264595,1339.6503494838887,1372.6230251614322
0.75,1,1,1,0.8500000000000001,0.8500000000000001,0.8500000000000001,551.9999999999998,806.9921899411006,973.7132888672504,1075.0999977292315,1140.99003805808,1181.24552027751,1198.064316730504,1199.9999995943194,1199.9999999999998
0.75,0.5,0.5,0.5,0.9,0.9,0.9,768,1016.780750293325,1202.8394631510953,1327.7861610337848,1422.9372945366677,1498.8810797920328,1561.630682307292,1614.850196159126,1660.537496246002
0.75,0.55,0.55,0.55,0.9,0.9,0.9,743.9999999999998,992.634033959664,1178.6901905363145,1303.7415988749487,1399.0811072554447,1475.3080525944251,1538.4226333879578,1592.0842395261354,1638.3087067261508
0.75,0.5,0.5,0.5,0.9,0.9,0.9,768,1016.780750293325,1202.8394631510953,1327.7861610337848,1422.9372945366677,1498.8810797920328,1561.630682307292,1614.850196159126,1660.537496246002
0.75,0.55,0.55,0.55,0.9,0.9,0.9,743.9999999999998,992.634033959664,1178.6901905363145,1303.7415988749487,1399.0811072554447,1475.3080525944251,1538.4226333879578,1592.0842395261354,1638.3087067261508
0.75,0.6,0.6,0.6,0.9,0.9,0.9,719.9999999999998,968.000707498174,1153.7563067414685,1278.6083536048654,1373.8605013097706,1450.1071474411474,1513.3542292434558,1567.2512855961245,1613.821325478595
0.75,0.65,0.65,0.65,0.9,0.9,0.9,695.9999999999997,942.872824025477,1128.0166911513884,1252.3463753816518,1347.2128457587369,1423.1908460723846,1486.3127828414802,1540.2145622617008,1586.9168293094915
0.75,0.6,0.6,0.6,0.9,0.9,0.9,719.9999999999998,968.000707498174,1153.7563067414685,1278.6083536048654,1373.8605013097706,1450.1071474411474,1513.3542292434558,1567.2512855961245,1613.821325478595
0.75,0.65,0.65,0.65,0.9,0.9,0.9,695.9999999999997,942.872824025477,1128.0166911513884,1252.3463753816518,1347.2128457587369,1423.1908460723846,1486.3127828414802,1540.2145622617008,1586.9168293094915
0.75,0.7,0.7,0.7,0.9,0.9,0.9,671.9999999999998,917.2395652727566,1101.4419284614744,1224.8995299855326,1319.0481412164245,1394.4307490647932,1457.1312069765474,1510.7687810008115,1557.353622456682
0.75,0.75,0.75,0.75,0.9,0.9,0.9,647.9999999999997,891.0866403601956,1073.9926200599236,1196.191146471851,1289.2397528865238,1363.641999736932,1425.5654023675002,1478.6098568369262,1524.7688501656908
0.75,0.8,0.8,0.8,0.9,0.9,0.9,623.9999999999997,864.3952784963302,1045.6167972174972,1166.1166606286763,1257.6080802736833,1330.5547612734497,1391.2513595708149,1443.2755985636254,1488.6017974669094
0.75,0.75,0.75,0.75,0.9,0.9,0.9,647.9999999999997,891.0866403601956,1073.9926200599236,1196.191146471851,1289.2397528865238,1363.641999736932,1425.5654023675002,1478.6098568369262,1524.7688501656908
0.75,0.8,0.8,0.8,0.9,0.9,0.9,623.9999999999997,864.3952784963302,1045.6167972174972,1166.1166606286763,1257.6080802736833,1330.5547612734497,1391.2513595708149,1443.2755985636254,1488.6017974669094
0.75,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.9,0.9,0.9,599.9999999999998,837.140269557948,1016.2457530849812,1134.5309150312155,1223.8900011109731,1294.7579421355306,1353.6161665898246,1404.017429835788,1447.923373134245
0.75,0.9,0.9,0.9,0.9,0.9,0.9,575.9999999999998,809.2846019380532,985.7859923791608,1101.2242395943972,1187.6750833118042,1255.5720090619095,1311.66061391084,1359.4671718913617,1400.975907394969
0.75,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.9,0.9,0.9,599.9999999999998,837.140269557948,1016.2457530849812,1134.5309150312155,1223.8900011109731,1294.7579421355306,1353.6161665898246,1404.017429835788,1447.923373134245
0.75,0.9,0.9,0.9,0.9,0.9,0.9,575.9999999999998,809.2846019380532,985.7859923791608,1101.2242395943972,1187.6750833118042,1255.5720090619095,1311.66061391084,1359.4671718913617,1400.975907394969
0.75,0.95,0.95,0.95,0.9,0.9,0.9,551.9999999999998,780.7456605345243,954.0820550469653,1065.8595437754052,1148.238311262909,1211.6760864987348,1263.2315341384096,1306.4011441462562,1343.3695798696644
0.75,1,1,1,0.9,0.9,0.9,527.9999999999998,748.8569188718203,916.6839782329656,1021.7146949196144,1095.329867476676,1146.6209302694228,1179.9354372623914,1196.0684469935652,1199.9995151875132
0.75,0.5,0.5,0.5,0.95,0.95,0.95,743.9999999999997,944.877323383872,1125.4060206491797,1248.1219459085244,1344.010744829235,1423.2117970699378,1489.7433567146438,1546.767794272703,1596.7243786697816
0.75,1,1,1,0.9,0.9,0.9,527.9999999999998,748.8569188718203,916.6839782329656,1021.7146949196144,1095.329867476676,1146.6209302694228,1179.9354372623914,1196.0684469935652,1199.9995151875132
0.75,0.5,0.5,0.5,0.95,0.95,0.95,743.9999999999997,944.877323383872,1125.4060206491797,1248.1219459085244,1344.010744829235,1423.2117970699378,1489.7433567146438,1546.767794272703,1596.7243786697816
0.75,0.55,0.55,0.55,0.95,0.95,0.95,719.9999999999998,920.7369235963934,1101.2588390578903,1224.0947276433976,1320.1553897085591,1399.5856849121617,1466.4236927244865,1523.8086911747105,1574.1656022136228
0.75,0.6,0.6,0.6,0.95,0.95,0.95,695.9999999999998,895.9724175437177,1076.3137316085615,1198.9663421651298,1294.95265540393,1374.3930957316734,1441.3215526124927,1498.881330231388,1549.4793300298263
0.75,0.55,0.55,0.55,0.95,0.95,0.95,719.9999999999998,920.7369235963934,1101.2588390578903,1224.0947276433976,1320.1553897085591,1399.5856849121617,1466.4236927244865,1523.8086911747105,1574.1656022136228
0.75,0.6,0.6,0.6,0.95,0.95,0.95,695.9999999999998,895.9724175437177,1076.3137316085615,1198.9663421651298,1294.95265540393,1374.3930957316734,1441.3215526124927,1498.881330231388,1549.4793300298263
0.75,0.65,0.65,0.65,0.95,0.95,0.95,671.9999999999998,870.5692394545941,1050.546439391606,1172.6959310964671,1268.3418419120617,1347.5512300266223,1414.3311854128317,1471.8567791028045,1522.5148077391837
0.75,0.7,0.7,0.7,0.95,0.95,0.95,647.9999999999998,844.5053043497944,1023.9214424148794,1145.227565456255,1240.237471602484,1318.9416193521686,1385.2987583320128,1442.5469397695892,1493.0509956539993
0.75,0.75,0.75,0.75,0.95,0.95,0.95,623.9999999999998,817.7491397382821,996.388272310464,1116.48598707768,1210.5215929930027,1288.3969972303612,1354.0033624764012,1410.6796890897049,1460.7656704197857
0.75,0.7,0.7,0.7,0.95,0.95,0.95,647.9999999999998,844.5053043497944,1023.9214424148794,1145.227565456255,1240.237471602484,1318.9416193521686,1385.2987583320128,1442.5469397695892,1493.0509956539993
0.75,0.75,0.75,0.75,0.95,0.95,0.95,623.9999999999998,817.7491397382821,996.388272310464,1116.48598707768,1210.5215929930027,1288.3969972303612,1354.0033624764012,1410.6796890897049,1460.7656704197857
0.75,0.8,0.8,0.8,0.95,0.95,0.95,599.9999999999998,790.2568807809917,967.8744398402574,1086.3694498111413,1179.0307705398454,1255.6776064307733,1320.1220769267186,1375.8522258920425,1425.1760962179608
0.75,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.95,0.95,0.95,575.9999999999998,761.9670062998994,938.270553942416,1054.736233122066,1145.533054648637,1220.4254632572236,1283.160564586814,1337.4355753173918,1385.5137381181496
0.75,0.8,0.8,0.8,0.95,0.95,0.95,599.9999999999998,790.2568807809917,967.8744398402574,1086.3694498111413,1179.0307705398454,1255.6776064307733,1320.1220769267186,1375.8522258920425,1425.1760962179608
0.75,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.95,0.95,0.95,575.9999999999998,761.9670062998994,938.270553942416,1054.736233122066,1145.533054648637,1220.4254632572236,1283.160564586814,1337.4355753173918,1385.5137381181496
0.75,0.9,0.9,0.9,0.95,0.95,0.95,551.9999999999998,732.7872687816396,907.3923103560784,1021.3734390953076,1109.6833459433046,1182.0656138603492,1242.2950126785008,1294.3463031751323,1340.4105061722246
0.75,0.95,0.95,0.95,0.95,0.95,0.95,527.9999999999998,702.5381975517915,874.8376527057134,985.8781561866546,1070.9094692419258,1139.5583059735598,1195.91471473181,1244.313153147093,1286.8097932382934
0.75,0.9,0.9,0.9,0.95,0.95,0.95,551.9999999999998,732.7872687816396,907.3923103560784,1021.3734390953076,1109.6833459433046,1182.0656138603492,1242.2950126785008,1294.3463031751323,1340.4105061722246
0.75,0.95,0.95,0.95,0.95,0.95,0.95,527.9999999999998,702.5381975517915,874.8376527057134,985.8781561866546,1070.9094692419258,1139.5583059735598,1195.91471473181,1244.313153147093,1286.8097932382934
0.75,1,1,1,0.95,0.95,0.95,503.99999999999983,667.255636124187,834.0458209170688,940.4665733886374,1020.6489898198012,1080.773777261314,1124.6485205072083,1160.585721813141,1184.4504618747644
0.75,0.5,0.5,0.5,1,1,1,719.9999999999999,834.8476227591007,904.579419249962,954.6543225426268,993.9218214389346,1026.1471400658072,1053.30082679986,1076.577014913322,1096.7711135592135
0.75,0.55,0.55,0.55,1,1,1,695.9999999999998,810.7117368609444,881.0931345715985,932.0385145965644,972.2705112796766,1005.5049916893996,1033.6852561849737,1057.9901525713697,1079.2057190903677
0.75,0.5,0.5,0.5,1,1,1,719.9999999999999,834.8476227591007,904.579419249962,954.6543225426268,993.9218214389346,1026.1471400658072,1053.30082679986,1076.577014913322,1096.7711135592135
0.75,0.55,0.55,0.55,1,1,1,695.9999999999998,810.7117368609444,881.0931345715985,932.0385145965644,972.2705112796766,1005.5049916893996,1033.6852561849737,1057.9901525713697,1079.2057190903677
0.75,0.6,0.6,0.6,1,1,1,671.9999999999999,785.4081298310172,855.794306518187,907.2027200826616,948.1196790008632,982.1640375626648,1011.2264821205654,1036.4544703170566,1058.6159952862615
0.75,0.65,0.65,0.65,1,1,1,647.9999999999998,758.881044761039,828.5923812757039,880.0244068384213,921.3148282103092,955.9382959706664,985.7081880481358,1011.7251002508988,1034.728336238832
0.75,0.6,0.6,0.6,1,1,1,671.9999999999999,785.4081298310172,855.794306518187,907.2027200826616,948.1196790008632,982.1640375626648,1011.2264821205654,1036.4544703170566,1058.6159952862615
0.75,0.65,0.65,0.65,1,1,1,647.9999999999998,758.881044761039,828.5923812757039,880.0244068384213,921.3148282103092,955.9382959706664,985.7081880481358,1011.7251002508988,1034.728336238832
0.75,0.7,0.7,0.7,1,1,1,623.9999999999999,731.0270465899562,799.3236865982328,850.291287606947,891.5996731943352,926.5307887915948,956.7958349029772,983.4329162912808,1007.141496816148
0.75,0.75,0.75,0.75,1,1,1,599.9999999999998,701.6743927857891,767.7189926426382,817.6594988138146,858.5663040821426,893.4767598923651,923.9737937826278,951.0167160196272,975.2532201666556
0.75,0.8,0.8,0.8,1,1,1,575.9999999999998,670.5400098840789,733.3362851641104,781.567677301681,821.5536247170255,856.0286543630227,886.4185982012016,913.5861913354706,938.1141623616436
0.75,0.75,0.75,0.75,1,1,1,599.9999999999998,701.6743927857891,767.7189926426382,817.6594988138146,858.5663040821426,893.4767598923651,923.9737937826278,951.0167160196272,975.2532201666556
0.75,0.8,0.8,0.8,1,1,1,575.9999999999998,670.5400098840789,733.3362851641104,781.567677301681,821.5536247170255,856.0286543630227,886.4185982012016,913.5861913354706,938.1141623616436
0.75,0.8500000000000001,0.8500000000000001,0.8500000000000001,1,1,1,551.9999999999998,637.1316284657785,695.4078738104415,741.0415628890826,779.4165613445812,812.8949108964739,842.7112311332289,869.6109943795302,894.0966446401485
0.75,0.9,0.9,0.9,1,1,1,527.9999999999998,600.4806173853408,652.4215927099,694.1565806294891,729.8894666099953,761.5178202404758,790.0401382383009,816.0579512431095,839.9741253104312
0.75,0.8500000000000001,0.8500000000000001,0.8500000000000001,1,1,1,551.9999999999998,637.1316284657785,695.4078738104415,741.0415628890826,779.4165613445812,812.8949108964739,842.7112311332289,869.6109943795302,894.0966446401485
0.75,0.9,0.9,0.9,1,1,1,527.9999999999998,600.4806173853408,652.4215927099,694.1565806294891,729.8894666099953,761.5178202404758,790.0401382383009,816.0579512431095,839.9741253104312
0.75,0.95,0.95,0.95,1,1,1,503.9999999999998,558.1019927766403,600.4745344423084,635.908211650484,667.0480331474728,695.1801317513653,720.9945111758507,744.9066299545585,767.1910066934207
0.75,1,1,1,1,1,1,479.9999999999998,479.9999999999998,479.9999999999998,479.9999999999998,479.9999999999998,479.9999999999998,479.9999999999998,479.9999999999998,479.9999999999998
